study_id,citation_key,title,year,modality,integration_mechanisms,validation_maturity_max,validation_types,application_domains,substantive_tradeoff_member,eligible_report_count,companion_eligible_report_count,eligible_report_ids,cited_in_main,prose_use_count,table_use_count,total_use_count,primary_narrative_home,all_main_locations,pending_human_row_count,canonical_integration_mechanisms,canonical_validation_types,canonical_enabling_technologies,canonical_application_domains,qa_status
STC-SINGLETON-SCR-00602,OISAC_SCR00602,Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver,2024,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation; joint_design_or_optimization,5,analytical; laboratory_experiment; prototype_testbed; mixed,6G_access,yes,1,0,RPT-SCR-00602-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:403 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:403:prose,0,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,analytical|laboratory_experiment|prototype_testbed|mixed,OFDM|photonic_THz_generation|FMCW,6G_access,PASS
STC-SINGLETON-SCR-00607,OISAC_SCR00607,Integrated Distributed Sensing and Quantum Communication Networks,2024,fiber,shared_waveform; shared_hardware; shared_link_or_channel; shared_resource_allocation,5,analytical; laboratory_experiment; prototype_testbed; mixed,security; environment_monitoring; smart_infrastructure,yes,1,0,RPT-SCR-00607-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:305 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:305:prose,0,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation,analytical|laboratory_experiment|prototype_testbed|mixed,coherent_optics|fiber_DAS,security|environment_monitoring|smart_infrastructure,PASS
STC-SINGLETON-SCR-00626,OISAC_SCR00626,Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing,2023,fiber,shared_waveform; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization,2,simulation,6G_access; optical_access_network,yes,1,0,RPT-SCR-00626-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:260 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:260:prose,0,shared_waveform|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,simulation,coherent_optics|ML_AI|FMCW,6G_access|optical_access_network,PASS
STC-SINGLETON-SCR-00631,OISAC_SCR00631,Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm,2024,fiber,shared_waveform; shared_hardware; shared_resource_allocation; joint_design_or_optimization; shared_application_scenario,6,analytical; simulation; laboratory_experiment; prototype_testbed; field_experiment,6G_access; vehicular; optical_access_network,yes,1,0,RPT-SCR-00631-01,yes,6,0,6,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:346 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:114:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:118:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:137:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:346:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:31:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:85:prose,0,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,analytical|simulation|laboratory_experiment|prototype_testbed|field_experiment,OFDM|photonic_THz_generation,6G_access|vehicular|optical_access_network,PASS
STC-SINGLETON-SCR-00647,OISAC_SCR00647,Integrated sensing and communication in an optical fibre,2023,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; joint_design_or_optimization,5,analytical; laboratory_experiment; prototype_testbed,environment_monitoring,yes,1,0,RPT-SCR-00647-01,yes,6,0,6,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:470 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:124:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:137:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:370:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:470:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:103:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:328:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,analytical|laboratory_experiment|prototype_testbed,coherent_optics|fiber_DAS|FMCW,environment_monitoring,PASS
STC-SINGLETON-SCR-00665,OISAC_SCR00665,Flexible Vibration Sensing Using Kalman Smoother Integrated in ECL-Based Communication Systems,2025,fiber,shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_application_scenario,4,simulation; laboratory_experiment,environment_monitoring,yes,1,0,RPT-SCR-00665-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:408 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:408:prose,0,shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_application_scenario,simulation|laboratory_experiment,coherent_optics,environment_monitoring,PASS
STC-SINGLETON-SCR-00679,OISAC_SCR00679,A novel passive bi-directional audio over fiber transmission system with 20 Km,2024,fiber,shared_hardware; shared_link_or_channel; shared_resource_allocation; shared_application_scenario,4,analytical; laboratory_experiment; mixed,industrial; security; environment_monitoring; aerospace; smart_infrastructure,no,1,0,RPT-SCR-00679-01,yes,2,0,2,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:111 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Fiber O-ISAC | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:111:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:126:prose,0,shared_hardware|shared_link_or_channel|shared_resource_allocation|shared_application_scenario,analytical|laboratory_experiment|mixed,other,industrial|security|environment_monitoring|aerospace|smart_infrastructure,PASS
STC-SINGLETON-SCR-00680,OISAC_SCR00680,Deep Integration of Fiber-Optic Communication and Sensing Systems Using Forward-Transmission Distributed Vibration Sensing and on–off Keying,2024,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; joint_design_or_optimization; shared_application_scenario,4,analytical; laboratory_experiment; mixed,security; environment_monitoring; optical_access_network; smart_infrastructure,yes,1,0,RPT-SCR-00680-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:394 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:394:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization|shared_application_scenario,analytical|laboratory_experiment|mixed,other,security|environment_monitoring|optical_access_network|smart_infrastructure,PASS
STC-SINGLETON-SCR-00719,OISAC_SCR00719,Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies,2024,fiber,shared_waveform; shared_hardware; shared_optical_carrier; shared_link_or_channel; shared_resource_allocation; shared_application_scenario,4,analytical; simulation; laboratory_experiment; mixed,6G_access; security; environment_monitoring; optical_access_network,yes,1,0,RPT-SCR-00719-01,yes,2,0,2,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:410 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:114:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:410:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|shared_resource_allocation|shared_application_scenario,analytical|simulation|laboratory_experiment|mixed,photonic_THz_generation,6G_access|security|environment_monitoring|optical_access_network,PASS
STC-SINGLETON-SCR-00730,OISAC_SCR00730,Continuous Event Recording Technology For Integrated Sensing And Communications In Space,2024,FSO,shared_waveform; shared_application_scenario,6,analytical; simulation; field_experiment; mixed,environment_monitoring; aerospace,yes,1,0,RPT-SCR-00730-01,yes,6,0,6,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:305 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:178:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:185:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:194:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:197:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:305:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:85:prose,0,shared_waveform|shared_application_scenario,analytical|simulation|field_experiment|mixed,other,environment_monitoring|aerospace,PASS
STC-SINGLETON-SCR-00761,OISAC_SCR00761,Joint Communication and Eavesdropper Detection on the Lossy Bosonic Channel,2024,fiber,shared_waveform; shared_link_or_channel,2,analytical; numerical_analysis,6G_access; security,yes,1,0,RPT-SCR-00761-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:483 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:483:prose,0,shared_waveform|shared_link_or_channel,analytical|numerical_analysis,coherent_optics|fiber_DAS,6G_access|security,PASS
STC-SINGLETON-SCR-00808,OISAC_SCR00808,Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW,2022,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation,5,analytical; simulation; laboratory_experiment; prototype_testbed,other,yes,1,0,RPT-SCR-00808-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:387 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:387:prose,0,shared_waveform|shared_hardware|shared_resource_allocation,analytical|simulation|laboratory_experiment|prototype_testbed,FMCW,other,PASS
STC-SINGLETON-SCR-00833,OISAC_SCR00833,CORE-Lens: Simultaneous Communication and Object REcognition with Disentangled-GAN Cameras,2022,VLC_LiFi,shared_waveform; shared_hardware,5,dataset_based; laboratory_experiment; prototype_testbed,other,yes,1,0,RPT-SCR-00833-01,yes,5,0,5,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:153 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > Metrics Across Functions > Sensing Metrics | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:153:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:193:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:272:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:195:prose; 06_VALIDATION_REPRODUCIBILITY_AND_BENCHMARK_READINESS.tex:200:prose,0,shared_waveform|shared_hardware,dataset_based|laboratory_experiment|prototype_testbed,ML_AI,other,PASS
STC-SINGLETON-SCR-00836,OISAC_SCR00836,Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,2022,VLC_LiFi,shared_hardware; shared_resource_allocation,5,laboratory_experiment; prototype_testbed,6G_access; industrial,yes,1,0,RPT-SCR-00836-01,yes,3,0,3,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:275 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:154:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:167:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:275:prose,0,shared_hardware|shared_resource_allocation,laboratory_experiment|prototype_testbed,other,6G_access|industrial,PASS
STC-SINGLETON-SCR-00873,OISAC_SCR00873,"Monolithically Integrated Sensing, Communication, and Energy Harvester",2022,VLC_LiFi,shared_hardware,5,laboratory_experiment; prototype_testbed,other,no,1,0,RPT-SCR-00873-01,yes,2,0,2,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:157 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > VLC/LiFi Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:157:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:167:prose,0,shared_hardware,laboratory_experiment|prototype_testbed,photonic_integration,other,PASS
STC-SINGLETON-SCR-00882,OISAC_SCR00882,Performance Analysis of Microwave Photonics Assisted Joint Radar Communications,2024,photonic_THz,shared_waveform; shared_resource_allocation,2,analytical; simulation,6G_access,no,1,0,RPT-SCR-00882-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:86 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Photonics Assisted Terahertz Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:86:prose,0,shared_waveform|shared_resource_allocation,analytical|simulation,photonic_THz_generation|FMCW,6G_access,PASS
STC-SINGLETON-SCR-00884,OISAC_SCR00884,Photonic-assisted generation of joint radar and communication signals with immunity to power fading,2023,photonic_THz,shared_optical_carrier; shared_link_or_channel; shared_resource_allocation,4,analytical; simulation; laboratory_experiment,vehicular; aerospace,yes,1,0,RPT-SCR-00884-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:285 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:285:prose,0,shared_optical_carrier|shared_link_or_channel|shared_resource_allocation,analytical|simulation|laboratory_experiment,photonic_THz_generation|FMCW,vehicular|aerospace,PASS
STC-SINGLETON-SCR-00885,OISAC_SCR00885,Photonic-aid dual-formats LFM signals generator for joint radar-communication system,2022,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation; joint_design_or_optimization,2,analytical; simulation,other,yes,1,0,RPT-SCR-00885-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:405 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:405:prose,0,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,analytical|simulation,photonic_THz_generation|FMCW,other,PASS
STC-SINGLETON-SCR-00887,OISAC_SCR00887,"Microwave Photonic Joint Radar, Wireless Communications, and Spectrum Sensing System With Broadband Tunability From 12 to 40 GHz",2026,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation; joint_design_or_optimization,4,simulation; laboratory_experiment; mixed,industrial; smart_infrastructure,yes,1,0,RPT-SCR-00887-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:472 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:472:prose,0,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,simulation|laboratory_experiment|mixed,photonic_THz_generation|FMCW,industrial|smart_infrastructure,PASS
STC-SINGLETON-SCR-00891,OISAC_SCR00891,Millimeter-wave joint radar and communication system based on photonic frequency-multiplying constant envelope LFM-OFDM,2022,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation; joint_design_or_optimization,4,simulation; laboratory_experiment; mixed,6G_access,yes,1,0,RPT-SCR-00891-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:285 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:285:prose,0,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,simulation|laboratory_experiment|mixed,OFDM|coherent_optics|photonic_THz_generation|FMCW,6G_access,PASS
STC-SINGLETON-SCR-00893,OISAC_SCR00893,Microwave Photonic Joint Radar and Secure Communication via Radar Signal Masking,2025,photonic_THz,shared_hardware; shared_resource_allocation,4,laboratory_experiment; prototype_testbed,6G_access; security,yes,1,0,RPT-SCR-00893-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:360 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:360:prose,0,shared_hardware|shared_resource_allocation,laboratory_experiment|prototype_testbed,OFDM|photonic_THz_generation|FMCW,6G_access|security,PASS
STC-SINGLETON-SCR-00896,OISAC_SCR00896,Photonics-assisted joint radar and communication system based on an optoelectronic oscillator,2021,photonic_THz,shared_waveform; shared_resource_allocation,4,analytical; laboratory_experiment; prototype_testbed,vehicular,yes,1,0,RPT-SCR-00896-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:439 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:439:prose,0,shared_waveform|shared_resource_allocation,analytical|laboratory_experiment|prototype_testbed,photonic_THz_generation,vehicular,PASS
STC-SINGLETON-SCR-00899,OISAC_SCR00899,Photonic-assisted generation of fast switchable multi-format LFM waveforms with a tuned bandwidth for a joint radar-communication system,2025,photonic_THz,shared_waveform,4,analytical; simulation; prototype_testbed,other,yes,1,0,RPT-SCR-00899-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:474 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:474:prose,0,shared_waveform,analytical|simulation|prototype_testbed,photonic_THz_generation|FMCW,other,PASS
STC-SINGLETON-SCR-00902,OISAC_SCR00902,Bidirectional Retroreflective Optical ISAC Using Time Division Duplexing and Clipped OFDM,2025,VLC_LiFi,shared_waveform; shared_link_or_channel; shared_resource_allocation,4,analytical; laboratory_experiment,6G_access,yes,1,0,RPT-SCR-00902-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:405 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:405:prose,0,shared_waveform|shared_link_or_channel|shared_resource_allocation,analytical|laboratory_experiment,OFDM,6G_access,PASS
STC-SINGLETON-SCR-00903,OISAC_SCR00903,Phase-Coded FMCW for Optical Integrated Sensing and Communication,2024,FSO,shared_waveform; shared_hardware,2,analytical; simulation,other,no,1,0,RPT-SCR-00903-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:187 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Free Space Optical Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:187:prose,0,shared_waveform|shared_hardware,analytical|simulation,coherent_optics|FMCW,other,PASS
STC-SINGLETON-SCR-00904,OISAC_SCR00904,Gaussian Pulse-Based PSS-PPM Scheme for Optical Integrated Sensing and Communication Systems,2025,FSO,shared_waveform,3,simulation,optical_access_network,no,1,0,RPT-SCR-00904-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:187 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Free Space Optical Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:187:prose,0,shared_waveform,simulation,other,optical_access_network,PASS
STC-SINGLETON-SCR-00905,OISAC_SCR00905,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,2024,VLC_LiFi,shared_waveform; shared_hardware; shared_resource_allocation,2,analytical; simulation,indoor_positioning,no,1,0,RPT-SCR-00905-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:155 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > VLC/LiFi Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:155:prose,0,shared_waveform|shared_hardware|shared_resource_allocation,analytical|simulation,OFDM,indoor_positioning,PASS
STC-SINGLETON-SCR-00906,OISAC_SCR00906,Quantum Optical Integrated Sensing and Communication With Homodyne BPSK Detection,2026,other_optical,shared_waveform; joint_design_or_optimization,2,analytical; simulation,6G_access; environment_monitoring,yes,1,0,RPT-SCR-00906-01,yes,2,0,2,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:410 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:232:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:410:prose,0,shared_waveform|joint_design_or_optimization,analytical|simulation,coherent_optics,6G_access|environment_monitoring,PASS
STC-SINGLETON-SCR-00908,OISAC_SCR00908,Optical ISAC: Fundamental Performance Limits and Transceiver Design,2024,FSO,shared_waveform; shared_hardware; joint_design_or_optimization; shared_application_scenario,2,analytical; simulation,6G_access; vehicular,yes,1,0,RPT-SCR-00908-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:547 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Other Implementation Relationships | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:547:prose,0,shared_waveform|shared_hardware|joint_design_or_optimization|shared_application_scenario,analytical|simulation,MIMO,6G_access|vehicular,PASS
STC-SINGLETON-SCR-00909,OISAC_SCR00909,Free Space Optical Integrated Sensing and Communication Based on LFM and CPM,2024,FSO,shared_waveform; shared_hardware; joint_design_or_optimization,3,analytical; simulation,6G_access; vehicular,yes,1,0,RPT-SCR-00909-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:285 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:285:prose,0,shared_waveform|shared_hardware|joint_design_or_optimization,analytical|simulation,FMCW,6G_access|vehicular,PASS
STC-SINGLETON-SCR-00910,OISAC_SCR00910,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,2023,VLC_LiFi,shared_hardware; shared_link_or_channel; shared_application_scenario,6,analytical; field_experiment,indoor_positioning,yes,1,0,RPT-SCR-00910-01,yes,6,1,7,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:107 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > Metrics Across Functions > Communication Metrics | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:147:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:151:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:163:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:167:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:107:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:549:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:236:table,0,shared_hardware|shared_link_or_channel|shared_application_scenario,analytical|field_experiment,other,indoor_positioning,PASS
STC-SINGLETON-SCR-00912,OISAC_SCR00912,Flexible Waveform Design for RO-ISAC Based on OFDM-Embedded Maximum Length Sequence,2025,VLC_LiFi,shared_waveform; shared_resource_allocation,4,analytical; laboratory_experiment,6G_access,yes,1,0,RPT-SCR-00912-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:442 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:442:prose,0,shared_waveform|shared_resource_allocation,analytical|laboratory_experiment,OFDM,6G_access,PASS
