Paper_ID,step_0_visual_inspection,step_1_concept_analysis,step_2_benchmark_verification,step_3_strategic_critique
O_ISAC_173,"The paper includes several images, including a conceptual diagram of OCC spatial multiplexing, a system architecture diagram of the HP-OCC receiver, an application diagram of warehouse automation, and hardware photos of a passive transmitter tag and a portable HP-OCC receiver. These images provide visual evidence of the HP-OCC system's components and functionality.","The paper proposes High-Performance Optical Camera Communications (HP-OCC) as an alternative to RF-based ISAC. HP-OCC combines single-photon avalanche diode (SPAD) sensors with on-sensor edge processing, enabling high-speed optical communication and centimeter-level localization. The system uses spatial multiplexing, where a camera sensor isolates signals from multiple transmitters, and each transmitter maps to a unique pixel region.",The paper reports a video rate of 5 Mbps and a localization accuracy of 10 cm at a range of 25 m. The system also demonstrates low packet loss and stable performance in a warehouse automation scenario. These results suggest that HP-OCC can achieve high-speed communication and accurate localization in a practical setting.,"The paper highlights the advantages of HP-OCC over RF-based ISAC, including higher sensing precision, power efficiency, and environmental compatibility. However, it also notes the limitation of requiring line-of-sight between transmitters and receivers. Future work could investigate hybrid optical-RF ISAC approaches to mitigate this limitation."
O_ISAC_185,"The system consists of a transmitter with a DMD and a fluorescent white laser diode, and a receiver with an APD. The transmitter modulates the light spatially using the DMD and temporally using a discrete multi-tone (DMT) signal. The receiver detects the signal using the APD and processes it to extract the communication data and sensing information.","The CAP scheme is based on the principle of compressive sensing, which allows for the reconstruction of a signal from a limited number of measurements. In this case, the signal is the 3D position of the receiver, and the measurements are the detected light intensities. The Hadamard basis patterns are used to encode the spatial information, and the receiver uses a simple linear back-projection algorithm to reconstruct the position.","The localization accuracy is verified through experiments, where the receiver is moved to different positions within the illumination area. The system demonstrates a high accuracy in estimating the position of the receiver, with an average error of <1 mm in the XY plane and 4 cm in the Z direction. The data transmission rate is also verified through experiments, where the system achieves a high-speed data transmission rate of up to 6 Gbps.","The system's potential applications include wireless VR and AR, where the system's ability to provide high-speed data transmission and high-resolution 3D localization can enable a more immersive and interactive experience. The system can also be used in other applications, such as robotics and autonomous vehicles, where precise tracking and high-bandwidth data transfer are required."
O_ISAC_186,"The paper presents a novel dual-function radar-communication (DFRC) system based on chaotic optoelectronic oscillators (OEOs). The system diagram shows the chaotic signal generation module, transmitter, communication receiver, and radar receiver. The images also depict the characteristics of chaotic signals, such as time series, power spectrum, and auto-correlation function (ACF) curves. Additionally, there are line charts showing the ACF of the transmitted signal, BER performance vs. communication SNR under different TDS combinations, and ranging results with and without the TDS-SS algorithm.","The system uses chaotic OEOs to generate wideband chaotic signals, which are then used for both communication and radar functions. The ISAC coupling mode is based on the time delay signature (TDS) of the chaotic signals, where different TDSs are used to encode binary bits for communication, and the same signals are used for radar detection. The system uses a CSK modulation technique to encode the communication information onto the chaotic carrier.","The paper reports a maximum communication rate of 250 Mbps and a radar ranging resolution of 0.013 m. The reported metrics are physically consistent, as the wideband chaotic signals can support high data rates, and the ranging resolution is determined by the FWHM of the transmitted signal. However, the spectral efficiency of the system is lower compared to contemporary communication systems.","The paper solves the problem of designing a DFRC system that can achieve both communication and radar functions using chaotic OEOs. However, the system's spectral efficiency is lower compared to contemporary communication systems, and the ranging resolution is limited by the FWHM of the transmitted signal. The paper also proposes a TDS-SS algorithm to suppress sidelobes caused by the TDS, but the algorithm's effectiveness in different scenarios and its impact on the system's overall performance need further investigation."
O_ISAC_187,"The paper contains several figures and charts, including a full system diagram, flow diagrams, line charts, and multi-panel charts. Figure 1 shows the schematic diagram of the proposed photonic-aided ISAC system based on index modulation and chirp multiplexing. Figure 2 illustrates the demodulation method to recover the communication symbols. Figure 3 presents the normalized spectra of the de-chirped signals with their slope matched and mismatched. Figure 4 shows the BER versus SNR curves under Doppler frequency shift conditions of the IM-LFM, the CE-OFDM-LFM, the PSK-LFM, and the QAM-LFM waveforms. Figure 5 displays the data rate versus number of slopes curve and the expected range resolution versus number of slopes curve. Figure 6 shows the minimum SSIR versus bandwidth increment curve and the available number of slopes versus bandwidth increment curve. Figure 7 illustrates the experimental setup of the proposed ISAC system. Figure 8 presents the measured optical spectra at the trans","The proposed system is based on index modulation and chirp multiplexing. The system mechanism involves generating a chirp-multiplexed index modulated ISAC signal using a photonic dual polarization frequency up-converter. The ISAC coupling mode is achieved through chirp multiplexing, where the up-chirped and down-chirped ISAC signals are generated independently. The system uses a dual-wavelength laser source, a circulator, a fiber Bragg grating (FBG), a dual parallel quadrature phase shift keying modulator (DP-QPSKM), a polarization beam splitter (PBS1), and two high-speed photodetectors (PD1 and PD2) to generate the chirp-multiplexed ISAC signal.","The reported metrics are physically consistent with the hardware and method described. The system achieves a range resolution better than 0.146 m with a probability larger than 86% and a data rate of 29.99 Mbps with a BER below the 7% pre-FEC threshold when the Doppler frequency shift is 500 kHz. The system also demonstrates excellent Doppler tolerance and communication reliability, making it suitable for high-mobility scenarios such as LEO satellite ISAC applications.","The proposed system solves the problem of achieving high Doppler tolerance and communication reliability in LEO satellite ISAC applications. However, the system still faces challenges such as non-ideal polarization isolation, which can degrade the SSR performance in target detection, and phase noise, which can compromise the system's noise immunity and detection capability. Further research is needed to address these challenges and improve the system's performance."
O_ISAC_188,"The paper includes several figures and charts that illustrate the system architecture, signal processing, and performance metrics. Figure 1 shows the time-frequency distribution of the chirp signal, while Figure 2 depicts the transmitted frame structure and time-frequency distribution of the DP chirp TSs. Figure 3 illustrates the principle of FrFT and its application to the received DP chirp TSs. Figure 4 shows the experimental setup, and Figure 5 demonstrates the estimation of SOP rotation and the performance of FFD-AEQ. Figure 6 illustrates the BER performance and phase STD versus SCPR, and Figure 7 shows the intensity trace and demodulated differential phase. Figure 8 demonstrates the fading mitigation performance, and Figure 9 shows the time-space distribution of the demodulated differential phase and the power spectral density at the PZT position. Figure 10 illustrates the temporal evolution of the demodulated differential phase and the time-frequency distribution of the demodulat","The system mechanism is based on the use of telecom pilots for both SOP rotation estimation and DAS. The ISAC coupling mode is achieved through the use of dual-polarization chirp TSs with opposite FM slopes, which are orthogonal to each other in the fractional domain. The FrFT is used to extract the chirp TSs and distinguish the RBS signals of different telecom TSs.","The reported metrics, such as the BER performance, phase STD, and PSD SNR, are physically consistent with the system architecture and signal processing described in the paper. The experimental results demonstrate the feasibility of the proposed endogenous ISAC system, with a spatial resolution of 1 m and a strain resolution of 0.73 nε/√Hz.","The paper solves the problem of achieving endogenous ISAC using telecom pilots for both SOP rotation estimation and DAS. The remaining open challenges include further improving the spatial resolution and strain resolution, as well as demonstrating the system's performance in more complex scenarios, such as with multiple vibration sources and longer fiber lengths."
O_ISAC_189,"The paper contains various diagrams and charts, including a conceptual diagram of the RAN fronthaul, a frame structure diagram of the LFM-OFDM, a DSP flow diagram for the transmitter and receiver, and several multi-panel charts showing the performance of the system.","The system uses LFM pilots to achieve seamless integration of sensing and communication. The LFM pilots serve as both sensing probes and communication signals, enabling the system to detect vibrations along the fiber and transmit data simultaneously.","The paper reports a dynamic range of 6 με and a sensing resolution of 50 m. These values are physically consistent with the system's design and parameters, such as the 1.8 GHz bandwidth and the 2 MHz sweeping bandwidth of the LFM pilots.","The system solves the problem of seamless integration of sensing and communication, achieving a high dynamic range and sensing resolution. However, open challenges remain, such as optimizing the power ratio between the OFDM payloads and LFM pilots to balance sensing and communication performance."
O_ISAC_190,"The paper includes several figures and diagrams that illustrate the system architecture, experimental setup, and results. Figure 1 shows the LFM based on pulse compression, Figure 2 compares the typical IM/DD system with OFDM and the proposed IM/DD system with CB-DSCM, Figure 3 illustrates the integration process of CB-DSCM, Figure 4 shows the experimental setup, Figure 5 presents the communication performance, Figure 6 shows the sensing results without communication, and Figure 7 shows the sensing performance with communication.","The system uses a common bias-digital subcarrier multiplexing (CB-DSCM) scheme, which combines linear frequency modulation (LFM) signals for distributed acoustic sensing (DAS) and asymmetrically clipped optical orthogonal frequency division multiplexing (ACO-OFDM) signals for communication. The LFM signal is used for sensing and is biased at the null point of the electro-optic modulator (EOM), while the ACO-OFDM signal is used for communication and is also biased at the null point. The two signals are multiplexed in the frequency domain, allowing for simultaneous transmission over the same optical fiber.","The paper reports a net data rate of 3.01 Gb/s with a bit error rate (BER) as low as 6 × 10−4 over a 19.8 km fiber-optic transmission link, while achieving a spatial resolution of 1 m for vibration sensing. These results are physically consistent with the system architecture and experimental setup described in the paper.","The paper solves the problem of integrating sensing and communication in a low-cost intensity modulation/direct detection (IM/DD) system, achieving high spatial resolution and long sensing range. However, the system still faces challenges such as interference between the sensing and communication signals, and the need for further optimization of the system parameters to improve performance."
O_ISAC_195,"The paper includes several figures and images, including system diagrams, experimental setup photos, and multi-panel charts. Figure 1 shows the application scenarios for ISAC systems based on multi-beamforming, including Earth observation satellite, satellite communication, UAV surveillance, urban low-altitude monitoring, and multiple radar beams for sensing and communication. Figure 2 depicts the measurement setup for characterizing the antenna radiation patterns of the integrated broadband multi-beamformer. Figure 3 shows the comparison of the measured radiation patterns of 5 single beams with the theoretically calculated patterns. Figure 4 presents the measured radiation patterns of the dual beams. Figure 5 illustrates the detailed setup of the experiment for verifying the functions of the ISAC system. Figure 6 displays the measured spectra of the transmitted LFM signal and 16-QAM signal. Figure 7 shows the measured spectra of received signals and the microwave image of a pair of TC","The system mechanism is based on a photonic integrated broadband multi-beamformer that employs an OTTD-induced Blass matrix framework for reception. The ISAC coupling mode is achieved through space division multiplexing (SDM), where the multi-beamformer synthesizes multiple beams simultaneously, facilitating the distribution of spatial resources for both radar sensing and wireless communication.","The reported metrics, such as the range resolution of 14.9 cm and cross-range resolution of 8.0 cm, are physically consistent with the system's design and experimental setup. The measured radiation patterns of the synthesized beams also align with the theoretical expectations, demonstrating the system's capability for accurate beamforming and spatial resource allocation.","The paper solves the problem of achieving high-resolution radar imaging and high-speed wireless communication simultaneously using a photonic integrated broadband multi-beamformer. However, open challenges remain, such as optimizing the antenna design, increasing the number of receiving channels, and mitigating inter-beam crosstalk to further enhance the system's performance."
O_ISAC_199,"The paper contains several images, including a graphical abstract, system block diagrams, probability density charts, eye diagrams, and line charts. These images provide visual representations of the proposed system, including the transmitter, channel, and receiver, as well as the performance of the system under various conditions.","The proposed system integrates a free-space optical (FSO) communication system with a fiber Bragg grating (FBG) sensor. The FSO system uses a MIMO technique to improve the reliability and performance of the system, while the FBG sensor is used to monitor temperature and strain effects. The system also includes a compensator to mitigate the effects of dispersion.","The paper reports a maximum FSO link range of 69.6 km under clear atmospheric conditions, with a BER of less than 2 x 10^-3. The system also demonstrates a significant reduction in BER and improvement in received power when using a 4x4 MIMO FSO channel with a compensator.","The proposed system addresses the challenges of signal losses due to atmospheric conditions, temperature, and strain in FSO channels. However, the system still requires further investigation to support increased FSO link lengths and equalization of the required information."
O_ISAC_200,"The paper contains several images, including system block diagrams, block diagrams of equalizers, and scatter plots. Figure 1 shows the system model, which includes a transmitter, an optical channel, and a receiver. Figure 2 depicts a 2x2 MIMO equalizer, and Figure 3 illustrates a VAE-based equalizer. Figure 4 presents a scatter plot of the sensing-communication trade-off, and Figure 5 displays the results of distributed polarization sensing.","The system mechanism involves the use of adaptive equalizers to estimate the channel transfer matrix, which is then used for both communication and sensing. The ISAC coupling mode is based on the integration of polarization sensing and communication in optical fibers.","The reported metrics, such as the signal-to-noise ratio (SNR) and the mean squared error (MSE) of the channel estimation, are physically consistent with the system model and the simulation parameters.","The paper solves the problem of integrated polarization sensing and communication in optical fibers using adaptive equalizers and VAE-based equalizers. However, open challenges remain, such as the development of realistic time-varying channel models and the optimization of transmitter waveforms for dual-functional ISAC systems."
O_ISAC_202,"The paper includes several images, including a system block diagram, dual-panel charts for sensing performance and position sensing, and line charts for covert channel BER and public channel BER under vibration. The system block diagram shows the setup of the proof-of-concept experiment, including the transmitter, Sagnac interferometer, sensing receiver, and communication receiver. The dual-panel charts and line charts present the results of the experiment, including the waveform and frequency of the signal, null frequency vs order N, position error vs order N, BER curves of the covert channel with and without vibration, and BER curves of the public channel under vibration.","The system mechanism is based on a Sagnac interferometer, which detects the location of vibration by searching the null frequency in the spectrum. The ISAC coupling mode is achieved through the use of amplified spontaneous emission (ASE) light, which serves as a natural optical carrier for covertly conveying messages in the photonic layer and simultaneously as a typical optical carrier in optical sensors.","The reported metrics, such as the null frequency, position error, and BER curves, are physically consistent with the hardware and method described in the paper. The results show that the covert sensing has a negligible impact on covert communication, and the vibration has a minimal effect on the transmission performance of the covert channel.","The paper solves the problem of integrating covert sensing and communication in the same fiber, same time, and same wavelength. The remaining open challenges include further improving the precision of fiber optic sensing, reducing the impact of environmental factors on the measurement, and exploring the application of this technology in various fields."
O_ISAC_203,"The paper contains several images, including Figure 1, which shows the concept and device layout of O-ISAC based on NIR OPDs, and Figure 2, which displays the device structure and performance of the NIR OPD. Figure 3 illustrates the response time and cutoff frequency of the NIR OPD, and Figure 4 shows the device architecture and optoelectronic performance of the flexible O-ISAC system. Figure 5 demonstrates the applications of the flexible O-ISAC system.","The system mechanism is based on a flexible self-powered O-ISAC platform that integrates two NIR OPDs with identical photoactive layers. The O-ISAC ingeniously integrates a compact regular OPD and a larger-size semitransparent NIR OPD on one substrate. The regular OPD serves as an optical communication chip, while the semitransparent OPD functions as the sensing chip. The ISAC coupling mode is achieved through the use of a ternary strategy, introducing BTPSV-4Cl into the PCE-10:BTPSV-4F system to finely tune the film morphology and reduce trap states and energetic disorders.","The reported metrics, such as the responsivity, specific detectivity, and cutoff frequency, are physically consistent with the device architecture and materials used. The ternary NIR OPD exhibits a broad photodetection range, high responsivity, and fast response time, making it suitable for high-speed optical communication and sensing applications.","The paper solves the problem of developing a flexible self-powered O-ISAC platform with high-speed optical communication and sensing capabilities. However, there are remaining open challenges, such as improving the stability and robustness of the device, reducing the dark current, and increasing the detection range and sensitivity of the OPDs."
O_ISAC_206,"The paper presents a novel beam pattern modulation-embedded hybrid transceiver design for mmWave ISAC systems, termed BPM-ISAC. The system model consists of an ISAC base station (BS) and a communication receiver. The ISAC BS comprises an ISAC transmitter and an echo receiver for simultaneous communication and monostatic sensing. The paper also presents various figures and charts, including a system block diagram, beampattern plots, and BER performance comparisons.","The system mechanism involves the use of beam pattern modulation to embed additional information into the communication signal, while the ISAC coupling mode is based on the sharing of hardware resources between communication and sensing. The paper proposes a joint optimization problem to minimize the sensing beampattern MSE under a symbol MSE constraint and solves it by optimizing analog and digital parts sequentially.","The paper presents simulation results to validate the performance of the proposed BPM-ISAC method, including BER performance comparisons with other schemes and beampattern MSE performance. The results show that the proposed method outperforms other schemes in terms of BER and beampattern MSE.","The paper solves the problem of optimizing the beam pattern modulation-embedded hybrid transceiver design for mmWave ISAC systems, but leaves open challenges such as the extension to multiple RF chains for sensing and the optimization of the number of RF chains for sensing."
O_ISAC_218,"The paper includes several figures and charts, including system diagrams, block diagrams, hardware photos, and performance curves. Figure 3 shows the system diagram and signal processing, including the geometry, transmitted OFDM signal, and returned signals from two tags with OOK modulation. Figure 4 illustrates the block diagram of the receiver and the SIC framework. Other figures show the LED board design, thermal management, experimental setup, and performance curves for retro-reflected power vs lateral distance.","The system uses a hybrid MRR-assisted long-range SDMA for RO-ISAC systems. The ISAC coupling mode is based on a hybrid retro-reflector architecture, which combines a stable, unmodulated retro-reflector (URR) for high-precision ranging with a modulated retro-reflector (MRR) for embedding a unique ID via on-off keying (OOK). The system also employs a successive interference cancellation (SIC) framework to resolve the near-far problem and separate the signals from multiple tags.","The paper reports a ranging accuracy of centimeter-level at a 5-meter range, with a communication uplink of several hundred hertz per tag at a bit-error rate below 10^-3. The system's performance is validated through high-fidelity simulations parameterized by experimental data from a custom-built, high-power optical testbed. The results show that the system can achieve simultaneous ranging and communication for two concurrent tags, with a ranging accuracy of 95% within a centimeter-level range.","The paper solves the problem of achieving long-range SDMA in RO-ISAC systems using a hybrid MRR-assisted architecture and SIC framework. However, the system still faces challenges such as the limited modulation bandwidth of the light source, which affects the multi-tag positioning accuracy and uplink concurrency. Future work will focus on developing an integrated hardware transceiver for real-time operation, designing more robust channel estimation and SIC algorithms to support larger tag populations, and extending the system from one-dimensional ranging to two-dimensional positioning."
O_ISAC_219,"The paper includes several figures and charts that illustrate the system model, waveform design, and performance metrics of the proposed MU-RO-ISAC system. Figure 1 shows the system block diagram, Figure 2 illustrates the OFDM-MLS-CIM waveform, and Figure 3 depicts the superposed OFDM-MLS-CIM waveforms with different VPP allocation ratios. Additionally, there are several charts that present the BER performance, cross-correlation results, and ranging RMSE of the system.","The proposed MU-RO-ISAC system uses a novel OFDM-MLS-CIM waveform to support both communication and sensing for multiple users. The system mechanism involves OFDM-MLS-CIM modulation, where the input bits of multiple users are modulated into an OFDM signal and an MLS signal, which are then superposed to form the OFDM-MLS-CIM signal. The ISAC coupling mode is based on the superposition of the OFDM and MLS signals, allowing for flexible performance trade-off between communication and sensing.","The paper reports a data rate of 125 Mbps for OFDM modulation and 7.8 Mbps for CIM modulation, resulting in an overall data rate of 132.8 Mbps for the OFDM-MLS-CIM signal. The ranging resolution is reported to be 6 cm. These metrics are physically consistent with the system parameters and waveform design.","The proposed MU-RO-ISAC system solves the problem of supporting multiple users with flexible performance trade-off between communication and sensing. However, the system still faces challenges such as error propagation during IC-aided joint sensing, which needs to be addressed to enhance the sensing performance."
O_ISAC_220,"The paper includes several figures and charts that illustrate the proposed SMART network architecture, experimental setup, and results. Figure 1 shows the SMART network architecture, which includes a submarine cable with multiple sensing joints and shore-based transceivers. Figure 2 depicts the experimental setup, which consists of a two-span single-mode fiber link with a sensing joint at the optical in-line amplification position. Figure 3 shows the synthesized RTL logic schematic for frequency modulation of the sensed temperature. Figure 4 illustrates the modulation and multiplexing of sensing information, including the electrical spectrum of the frequency-modulated waveform and the optical spectrum of the sensing waveform and ISAC waveform. Figure 5 shows the Q factors of 100 km transmitted DP-QAM16 signals under different launched optical powers. Figure 6 illustrates the impact of optical SSB modulation frequency on ISAC performance, including Q factors and the maximum visible harm","The proposed SMART network uses a dense and compatible ISAC scheme, which enables the co-transmissions of communication signals and sensing information. The ISAC scheme is based on digital subcarrier modulation (DSCM) and frequency modulation of sensing information. The frequency blanks of DSCM can be used to allocate sensing information, achieving dense ISAC. The system uses a joint electrical frequency modulation (FM) and optical single-sideband (SSB) modulation to flexibly tune the allocated frequency of sensing signals, realizing the dense and low-interference ISAC. The sensing information is modulated onto the frequency-modulated sensing signals, which are then coupled into the optical ISAC signal. The system uses a space-time coded DSCM signaling process to balance the signal quality across subcarriers. The system also uses a compatible DSP to demodulate the sensing information, which is based on the frequency estimation approach.","The paper reports several metrics, including the Q factors of 100 km transmitted DP-QAM16 signals, the maximum visible harmonic wave order, and the error bars of the sensed temperature. The reported metrics are physically consistent and align with the proposed system mechanism and ISAC coupling mode. The Q factors are reported to be around 8.5-9.5 dB, which is a reasonable value for a 100 km transmission link. The maximum visible harmonic wave order is reported to be up to 11, which is a high value that indicates the system's ability to accurately demodulate the sensing information. The error bars of the sensed temperature are reported to be around 0.0625°C, which is a reasonable value for a temperature sensing system.","The proposed SMART network solves several problems, including the need for a dense and compatible ISAC scheme, the need for a system that can accurately demodulate sensing information, and the need for a system that can balance signal quality across subcarriers. However, there are still some open challenges, including the need for further improvement in the system's performance, the need for a more detailed analysis of the system's complexity and power consumption, and the need for a more comprehensive evaluation of the system's scalability and flexibility."
O_ISAC_237,"The system diagram shows the Co-FMCW-OFDM transmitter and receiver structure, including the shared RF front end, antenna, and spectral resources. The waveform diagram illustrates the structure of one symbol of the Co-FMCW-OFDM signal.","The system enables integrated sensing and communication, with the FMCW signal facilitating sensing and the OFDM signal enabling communication. The superposed FMCW signal allows for efficient use of spectral resources and reduces hardware complexity.","The simulation results demonstrate the effectiveness of the Co-FMCW-OFDM system in achieving integrated sensing and communication. The system's performance is evaluated in terms of range and speed estimation, channel estimation, and BER.","The system's performance can be further improved by optimizing the power allocation between the FMCW and OFDM signals, as well as by developing more advanced channel estimation and interference cancellation techniques."
O_ISAC_241,"The paper includes various figures and charts, such as system block diagrams, grid diagrams, 3D surface plots, line charts, and experimental setup diagrams. Figure 2 shows the OTFS waveform generation and signal processing, while Figure 4 illustrates the DD domain pilot and data symbol arrangement. Figure 16 is a 3D surface plot of the visualized radar channel response matrix h1.","The system employs OTFS modulation to map data to the delay-Doppler (DD) domain, enhancing the communication performance in NLOS scenarios. The OTFS modulation scheme outperforms OFDM under identical multipath conditions due to its enhanced resistance to MPI.","The paper reports a net data rate of 15.71 Gbit/s and a range resolution of 3 cm. The maximum absolute error in single-target detection is 0.74 cm, and the system's minimum resolvable distance is 3 cm, which agrees well with the theoretical value.","The paper solves the problem of achieving high-speed data transmission and high-precision ranging in NLOS scenarios using OTFS modulation. However, the system's performance in more complex environments and its scalability to larger distances and higher data rates remain open challenges."
O_ISAC_242,"The paper presents a PAM-4 photonics-assisted W-band ISAC system. The system uses a sliding window-based LSTM network for equalization and a correlation-based ranging scheme for radar detection. The experimental setup includes a transmitter, a communication receiver, and a radar receiver. The results show a BER performance of 10^-4 at an ROP of 4 dBm and a ranging resolution of up to 1.875 cm.","The system uses a single PAM-4 waveform for both communication and radar detection. The sliding window-based LSTM network is used for equalization, and the correlation-based ranging scheme is used for radar detection. The system achieves a BER performance of 10^-4 at an ROP of 4 dBm and a ranging resolution of up to 1.875 cm.",The system's performance is compared to that of a Volterra Series-based Nonlinear Equalizer (VNE) and a Feed Forward Equalizer (FFE). The results show that the sliding window-based LSTM network outperforms the VNE and FFE in terms of BER performance.,The system's performance is limited by the ROP and the sampling rate. The system achieves better performance at a sampling rate of 8 GSa/s than at 4 GSa/s. The system's ranging resolution is limited by the sampling rate and the signal bandwidth.
O_ISAC_245,"The paper includes several visual aids such as system diagrams and line charts. Figure 1 depicts the proposed ISAC system architecture, which includes a base station with Tx and Rx ULAs, K single-antenna users, and L point-like targets. The system operates using OFDM waveform transmission, downlink communication to K users, echo reception for sensing, and joint range-velocity-angle estimation. Other figures show the convergence of sparse vector b, RMSE convergence, and detection probability.","The proposed system uses a MIMO-OFDM ISAC baseline and employs a Markov chain Monte Carlo (MCMC)-based sparse Bayesian learning (SBL) algorithm for super-resolution receiver design. The algorithm treats both sparse variables and their associated parameters as random variables, enabling gridless estimation with super-resolution and high precision. The system operates in a mono-static downlink ISAC scenario, where the base station transmits OFDM waveforms to communicate with K single-antenna users and simultaneously illuminates L point-like targets.","The paper reports that the proposed algorithm achieves an estimation accuracy on the order of 10^-1 m for range, 10^-1 m/s for velocity, and 10^-2 degree for angle, under conditions where the SNR exceeds 10 dB. The algorithm also demonstrates superior accuracy and efficiency compared to traditional CS methods, especially in low-SNR ISAC environments. The reported metrics are physically consistent with the system design and operation.","The proposed algorithm solves the problem of joint target detection and parameter estimation in ISAC systems, achieving super-resolution and high precision. However, the algorithm's performance may be affected by the choice of hyperparameters, and the computational complexity may be high due to the use of MCMC. Future work may focus on optimizing the proposal distribution and investigating adaptive MCMC strategies to further improve algorithmic efficiency and scalability for more ISAC applications."
O_ISAC_248,"The paper includes several images: a system schematic of FMF sensing via higher-order mode IMXT, a matrix heatmap of the measured IMXT matrix of the mode MUX/DEMUX pair, an experimental setup diagram for sensing FMF assessment, a quad-panel time/frequency analysis of LP11a and LP11b mode response to vibration, and BER curves of the TLC signal. These images provide a visual representation of the system design, experimental setup, and results.","The system mechanism involves using a few-mode fiber (FMF) to provide joint communications and sensing. The FMF is made sensitive by analyzing the higher-order modes excited by the inter-modal crosstalk (IMXT) introduced by the mode multiplexer/demultiplexer (MUX/DEMUX) pair. The IMXT allows the higher-order modes to be excited by the fundamental mode transporting the TLC signal, enabling the detection of perturbations affecting the FMF.","The reported metrics, such as the BER curves and the power spectra of the LP11a and LP11b modes, are physically consistent with the experimental setup and the system design. The results demonstrate the possibility of providing joint communications and sensing in FMFs without detrimental effects on the TLC signal.","The paper solves the problem of providing joint communications and sensing in FMFs by exploiting the IMXT generated by the fundamental mode transporting the TLC signal. However, open challenges remain, such as scaling up the system to longer distances and exploring the use of other types of fibers and sensing applications."
O_ISAC_252,"The paper includes several figures, including a system architecture diagram, BER curves, and a curve showing SNR vs output power. The system architecture diagram depicts a satellite-ground laser communication system with a wavefront sensor, atmospheric turbulence region, and adaptive control. The BER curves show the performance of different modulation formats under level VIII turbulence, with only BPSK meeting the BER requirement. The SNR vs output power curve shows the relationship between output power and SNR under level VIII turbulence.","The system uses a wavefront sensor to capture distortion image data of the communication beam and employs a turbulence intensity identification algorithm based on dynamic graph convolutional neural networks (TII-DGCNN) to achieve precise turbulence classification. The TII-DGCNN algorithm is used to extract distortion features of the beam, and the system implements fine-grained adaptive control of output power and modulation format based on the classification results.","The paper reports a BER reduction of 9.64% and a power consumption reduction of 20.75% compared to traditional solutions. The system's performance is validated through simulation results, which demonstrate the effectiveness of the proposed adaptive control strategy under strong turbulence conditions.","The paper solves the problem of stable laser communication between satellites and ground stations under atmospheric turbulence by proposing an ISAC system that utilizes the TII-DGCNN algorithm to sense turbulence and optimize the communication mechanism through adaptive control. Remaining open challenges include considering more complex atmospheric models, such as dynamic rain and fog attenuation models, to achieve more comprehensive sensing and adaptive control."
O_ISAC_259,"The paper contains several images, including system block diagrams, signal structure diagrams, amplitude comparison plots, PAPR analysis plots, BER curves, ambiguity function plots, range profiles, velocity profiles, and radar images. These images provide visual evidence of the proposed OFDM-ISAC waveform design and its performance in terms of PAPR reduction, BER, and sensing capabilities.","The proposed system uses a novel degree of freedom, frequency-domain phase difference (PD), to design an OFDM-ISAC waveform that simultaneously meets sensing and communication requirements. The ISAC coupling mode is based on the PD between the transmit signal and a preset information signal, allowing for flexible design of the waveform while maintaining a low PAPR.","The paper reports a PAPR reduction of 6.7 dB, from 9.7 dB to 3.0 dB, and a BER improvement of nearly an order of magnitude in the AWGN channel. The sensing performance is evaluated through ambiguity function analysis and radar imaging, showing a sharp peak and rapidly decreasing sidelobes in the ambiguity function and successful detection of all four targets in the radar image.","The proposed OFDM-ISAC waveform design solves the problem of high PAPR in traditional OFDM systems while maintaining good sensing performance. However, the design of the waveform and the selection of the PD threshold require careful consideration to balance PAPR reduction and sensing performance. Open challenges include further optimization of the waveform design and the development of more efficient algorithms for solving the nonconvex optimization problem."
O_ISAC_272,"The paper includes several figures, including Figure 1, which shows the joint range-velocity estimation results for two targets using DFT-based, CS-based, and the proposed TSSR methods. Figure 2 presents the range estimation results, and Figure 3 shows the absolute error of parameter estimation for range and velocity. Figure 4 displays the parameter estimation results under different SNR levels, and Figure 5 compares the parameter estimation results before and after ambiguity resolution.","The system employs an OCDM-based ISAC framework, where the transmitted signal comprises multiple pulses per frame, with each pulse containing several OCDM symbols. Each symbol carries modulated communication data while acting as a dual-functional waveform. The proposed TSSR method integrates subspace projection-based parameter estimation for processed compensated signals with an innovative ambiguity resolution scheme.","The paper reports that the proposed TSSR method achieves significant reductions in range and velocity estimation errors compared to baseline approaches. The estimation errors are influenced by the parameter sampling intervals for r and v, which are set to 0.8 m and 0.6 m/s in the simulation. The results demonstrate that the proposed method can effectively enhance the system's resolution, accurately estimate target parameters, and improve the system's sensing performance.","The proposed TSSR method addresses the resolution constraints in conventional parameter estimation methods caused by limited time-frequency resources. However, the computational complexity of the proposed algorithm remains challenging, warranting future optimization efforts. The paper concludes that the proposed method can achieve high-precision target range and velocity estimation, but further research is needed to reduce the computational complexity and improve the system's overall performance."
