"claim_id","claim_short","paper_id","year","title","venue","doi","modality","evidence_type","where_in_paper","supporting_excerpt","why_it_supports","metric_terms","terminology_terms","cross_domain_note","confidence","source_path","source_locator"
"C2","Metric definition/usage","O_ISAC_206","2025","Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication","IEEE Transactions on Wireless Communications","10.1109/TWC.2025.3545372","Other","Simulation","<span id=""page-6-4""></span>V. ISAC PERFORMANCE ANA","performance of the proposed algorithm are theoretically analyzed. The APEP and CRB are derived to illustrate the theoretical **Algorithm 3** Alternating Optimization Algorithm for","Defines/uses metric 'CRB' with specific formula or value.","CRB","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_206\O_ISAC_206.md","<span id=""page-6-4""></span>V. ISAC PERFORMANCE ANALYSIS (L432)"
"C2","Metric definition/usage","O_ISAC_206","2025","Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication","IEEE Transactions on Wireless Communications","10.1109/TWC.2025.3545372","Other","Simulation","<span id=""page-4-5""></span><span id=""page-4-4""></s","proposition illustrates the transformation of the initial problem. Proposition 2: As the SNR increases, P.1-2 with B-bit PSs tends to be asymptotically equivalent to","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_206\O_ISAC_206.md","<span id=""page-4-5""></span><span id=""page-4-4""></span> $\mathcal{P}.1\text{-}2$ : Optimization for communication's analog part (L341)"
"C2","Metric definition/usage","O_ISAC_206","2025","Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication","IEEE Transactions on Wireless Communications","10.1109/TWC.2025.3545372","Other","Simulation","VI. SIMULATIONS > A. Communication Performance > B","![](_page_11_Figure_6.jpeg) Fig. 11. BER and beampattern MSE performance trade-off among different ISAC transceiver designs (SNR = 0 dB). MSE decreases with the increase of","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_206\O_ISAC_206.md","VI. SIMULATIONS > A. Communication Performance > B. Sensing Performance (L647)"
"C1","Terminology variant usage","O_ISAC_218","2025","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications","IEEE","Not Reported","RO-ISAC","Experimental","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Sy","SDMA for RO-ISAC Systems in Industry IoT Applications Xin Xiong, *Student Member, IEEE*, Haochuan Wang, *Student Member, IEEE*, Sihua Shao, *Senior Member, IEEE*, Chen","Uses distinctive O-ISAC terminology variant 'RO-ISAC'.","","RO-ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_218\O_ISAC_218.md","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications (L1)"
"C3","Cross-modality contrast","O_ISAC_218","2025","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications","IEEE","Not Reported","RO-ISAC","Experimental","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Sy","[2]. Owing to its dominant line-of-sight (LoS) propagation, OWC achieves superior ranging accuracy compared to RF-based systems [3]–[5], making it particularly suitable for environments","RO-ISAC paper explicitly contrasts with other, evidencing siloed research.","","","RO-ISAC vs other","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_218\O_ISAC_218.md","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications > II. RELATED WORKS (L37)"
"C5","Framework/benchmark need","O_ISAC_218","2025","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications","IEEE","Not Reported","RO-ISAC","Experimental","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Sy","and related sensing techniques offer unique advantages on their own, the future direction lies in systems that integrate both sensing and communication [6]. This","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_218\O_ISAC_218.md","Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications > II. RELATED WORKS (L39)"
"C1","Terminology variant usage","O_ISAC_219","2025","Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access","IEEE","Not reported","RO-ISAC","Experimental","Multiuser Retroreflective Optical ISAC: Waveform D","In this paper, we propose and experimentally demonstrate a multiuser retroreflective optical ISAC (MU-RO-ISAC) system. To simultaneously support communication and sensing for multiple users,","Uses distinctive O-ISAC terminology variant 'RO-ISAC'.","","RO-ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md","Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access (L5)"
"C2","Metric definition/usage","O_ISAC_219","2025","Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access","IEEE","Not reported","RO-ISAC","Experimental","III. EXPERIMENTS AND DISCUSSIONS > C. Sensing Perf","OFDM-MLS-CIM. Moreover, for both User 1 and User 2, the highest ranging RMSE is always obtained by using OFDM while the lowest ranging RMSE","Defines/uses metric 'RMSE' with specific formula or value.","RMSE","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md","III. EXPERIMENTS AND DISCUSSIONS > C. Sensing Performance (L268)"
"C2","Metric definition/usage","O_ISAC_219","2025","Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access","IEEE","Not reported","RO-ISAC","Experimental","III. EXPERIMENTS AND DISCUSSIONS > *B. Communicati","to its better channel condition which leads to a higher received signal-tonoise ratio (SNR). The BER performance of two users using OFDM-MLS-CIM with $\alpha","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md","III. EXPERIMENTS AND DISCUSSIONS > *B. Communication Performance* (L244)"
"C5","Framework/benchmark need","O_ISAC_219","2025","Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access","IEEE","Not reported","RO-ISAC","Experimental","I. INTRODUCTION > *D. Multiple Access*","the system, which is beyond the scope of this paper and will be investigated in our future work. # III. EXPERIMENTS AND DISCUSSIONS ####","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_219\O_ISAC_219.md","I. INTRODUCTION > *D. Multiple Access* (L186)"
"C5","Framework/benchmark need","O_ISAC_220","2025","Advanced SMART network: empowering subsea monitoring with dense photonic integrated sensing and communication","Photonics Research","https://doi.org/10.1364/PRJ.563034","Fiber","Experimental","Advanced SMART network: empowering subsea monitori","and reliable telecommunications (SMART) network, proposed and standardized in 2018 by a joint task force including ITU, is an ISAC configuration for subsea monitoring","Discusses 'standardization' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_220\O_ISAC_220.md","Advanced SMART network: empowering subsea monitoring with dense photonic integrated sensing and communication > 1. INTRODUCTION (L19)"
"C2","Metric definition/usage","O_ISAC_237","2025","Coordinated FMCW and OFDM for Integrated Sensing and Communication","IEEE","Not Reported","Other","Simulation","IV. SENSING-AIDED CHANNEL ESTIMATION AND INTERFERE","= \mathbb{E}\left\{\left|s_{c}\left(n\right)\right|^{2}\right\} = 1$ . The root mean square error (RMSE) of time domain channel estimation for the most significant path can be written","Defines/uses metric 'RMSE' with specific formula or value.","RMSE","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_237\O_ISAC_237.md","IV. SENSING-AIDED CHANNEL ESTIMATION AND INTERFERENCE CANCELLATION > B. Sensing-Aided Channel Estimation > C. Analysis on the Sensing-Aided Channel Estimation (L312)"
"C1","Terminology variant usage","O_ISAC_241","2025","Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS","IEEE Journal of Lightwave Technology","10.1109/JLT.2025.3613544","Fiber","Experimental","Photonics-Assisted Millimeter-Wave Integrated Sens","can be selected as an effective alternative to OFDM. In [17], a compact photonic ISAC approach enables the 0733-8724 © 2025 IEEE. All rights","Uses distinctive O-ISAC terminology variant 'photonic ISAC'.","","photonic ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_241\O_ISAC_241.md","Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS > I. INTRODUCTION (L25)"
"C2","Metric definition/usage","O_ISAC_241","2025","Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS","IEEE Journal of Lightwave Technology","10.1109/JLT.2025.3613544","Fiber","Experimental","C. Performance Trade-Off Between OTFS Communicatio","of 5 GHz in the experiment, the radar's range resolution can be calculated as $\Delta R = \frac{c}{2M\Delta f} = \frac{c}{2B} = 3 \","Defines/uses metric 'range resolution' with specific formula or value.","range resolution","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_241\O_ISAC_241.md","C. Performance Trade-Off Between OTFS Communication and Radar > D. Photonics-Assisted Mmwave ISAC Based on OTFS > III. EXPERIMENTAL SETUP AND RESULTS (L262)"
"C2","Metric definition/usage","O_ISAC_241","2025","Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS","IEEE Journal of Lightwave Technology","10.1109/JLT.2025.3613544","Fiber","Experimental","C. Performance Trade-Off Between OTFS Communicatio","the radar's range resolution can be calculated as $\Delta R = \frac{c}{2M\Delta f} = \frac{c}{2B} = 3 \ cm$ . In the initial setup,","Defines/uses metric 'Δr' with specific formula or value.","Δr","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_241\O_ISAC_241.md","C. Performance Trade-Off Between OTFS Communication and Radar > D. Photonics-Assisted Mmwave ISAC Based on OTFS > III. EXPERIMENTAL SETUP AND RESULTS (L262)"
"C5","Framework/benchmark need","O_ISAC_241","2025","Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS","IEEE Journal of Lightwave Technology","10.1109/JLT.2025.3613544","Fiber","Experimental","REFERENCES","Munawar, ""Towards 6G Internet of Things: Recent advances, use cases, and open challenges,"" *ICT Exp.*, vol. 9, no. 3, pp. 296–312, Jun. 2023. -","Discusses 'open challenge' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_241\O_ISAC_241.md","REFERENCES (L274)"
"C2","Metric definition/usage","O_ISAC_242","2025","Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems","IEEE","NR","Photo-THz","Experimental","B. The correlation-based ranging scheme","thus, the difference of distances can be calculated as $$\Delta R = \frac{c\Delta x}{2f} \tag{4}$$ Where c is the speed of light, $f_s$ is","Defines/uses metric 'Δr' with specific formula or value.","Δr","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_242\O_ISAC_242.md","B. The correlation-based ranging scheme (L51)"
"C2","Metric definition/usage","O_ISAC_245","2025","MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems","IEEE","Not Reported","Other","Simulation","MCMC-Based Sparse Bayesian Learning for Super-Reso","to 20 dB. ![](_page_4_Figure_5.jpeg) Fig. 4: Correct detection probability of different dynamic target numbers versus SNR. by a temperature $T=\frac{H}{\gamma B}$ . We then","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_245\O_ISAC_245.md","MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems > Algorithm 1 MCMC-Based SBL > C. Scaling Parameter (L201)"
"C2","Metric definition/usage","O_ISAC_245","2025","MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems","IEEE","Not Reported","Other","Simulation","MCMC-Based Sparse Bayesian Learning for Super-Reso","\sigma_{RCS}}{(4\pi)^3 R^4}}$ , where radar cross-section (RCS) $\sigma_{RCS}$ is equal to 1, and the phase is randomly selected from $[0, 2\pi]$ . We select","Defines/uses metric 'σR' with specific formula or value.","σR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_245\O_ISAC_245.md","MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems > IV. NUMERICAL RESULTS (L213)"
"C5","Framework/benchmark need","O_ISAC_245","2025","MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems","IEEE","Not Reported","Other","Simulation","MCMC-Based Sparse Bayesian Learning for Super-Reso","that our method outperforms traditional CS algorithms, particularly in low SNR scenarios. Future work will focus on optimizing the proposal distribution and investigating adaptive","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_245\O_ISAC_245.md","MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems > C. Dynamic Target Parameter Estimation > V. CONCLUSIONS (L237)"
"C2","Metric definition/usage","O_ISAC_252","2025","An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication","OECC/PSC 2025","NR","FSO","Simulation","C. Adaptive control strategy.","parameters to achieve low-power communication while maintaining a low BER. The relationship between SNR and output power is given by Eq. 2. Ultimately, the","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_252\O_ISAC_252.md","C. Adaptive control strategy. (L94)"
"C5","Framework/benchmark need","O_ISAC_252","2025","An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication","OECC/PSC 2025","NR","FSO","Simulation","IV. CONCLUSIONS","and output power consumption, enhancing the stability of the SGON. Future work will consider more complex atmospheric models, such as dynamic rain and fog","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_252\O_ISAC_252.md","IV. CONCLUSIONS (L118)"
"C1","Terminology aliasing","O_ISAC_259","2025","Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences","IEEE IoT Journal","10.1109/JIOT.2025.3599171","Other","Simulation","<span id=""page-3-0""></span>III. DESIGN OF PD-BASED","design of a frequency-domain PLPOI waveform based on the proposed ADMM-based algorithm, referred to as ADMM-PLPOI. #### A. Proposed ADMM-PLPOI Algorithm To address these","Explicit terminology aliasing detected with pattern 'referred to as'.","","referred to as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_259\O_ISAC_259.md","<span id=""page-3-0""></span>III. DESIGN OF PD-BASED LOW-PAPR OFDM-ISAC WAVEFORMS USING AN ADMM-BASED APPROACH (L149)"
"C2","Metric definition/usage","O_ISAC_259","2025","Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences","IEEE IoT Journal","10.1109/JIOT.2025.3599171","Other","Simulation","Algorithm 1 ADMM-PLPOI Algorithm for PLPOI Wavefro","IDFT transforms reveal peaks corresponding to target distances. The range resolution is fundamentally limited by the signal bandwidth according to $\Delta_R = c/(2B)$ .","Defines/uses metric 'range resolution' with specific formula or value.","range resolution","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_259\O_ISAC_259.md","Algorithm 1 ADMM-PLPOI Algorithm for PLPOI Wavefrom Design > *B. Communication Performance Analysis* > C. Sensing Performance Analysis (L564)"
"C2","Metric definition/usage","O_ISAC_259","2025","Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences","IEEE IoT Journal","10.1109/JIOT.2025.3599171","Other","Simulation","Algorithm 1 ADMM-PLPOI Algorithm for PLPOI Wavefro","Fig. [4,](#page-6-3) under Rayleigh channel conditions with different SNR levels (10, 20, and 30 dB), our method with PD threshold θ = 0.6 and","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_259\O_ISAC_259.md","Algorithm 1 ADMM-PLPOI Algorithm for PLPOI Wavefrom Design > <span id=""page-5-2""></span>Input: > D. Simple Example > A. PAPR Performance Analysis (L467)"
"C2","Metric definition/usage","O_ISAC_259","2025","Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences","IEEE IoT Journal","10.1109/JIOT.2025.3599171","Other","Simulation","Algorithm 1 ADMM-PLPOI Algorithm for PLPOI Wavefro","distance *R* relative to the RadCom platform is defined as [39] $$P_{Rx} = \frac{P_{Tx}G_{Tx}G_{Rx}\sigma_{RCS}\lambda^2}{(4\pi)^3 R^4}$$ (39) where $P_{Tx}$ is the transmit power, $G_{Tx}$ is","Defines/uses metric 'σR' with specific formula or value.","σR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_259\O_ISAC_259.md","Algorithm 1 ADMM-PLPOI Algorithm for PLPOI Wavefrom Design > *B. Communication Performance Analysis* > C. Sensing Performance Analysis (L595)"
"C5","Framework/benchmark need","O_ISAC_259","2025","Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences","IEEE IoT Journal","10.1109/JIOT.2025.3599171","Other","Simulation","Algorithm 1 ADMM-PLPOI Algorithm for PLPOI Wavefro","use the OFDM-ISAC waveform design method presented in [10] as the primary benchmark due to its representativeness in ISAC waveform design. To ensure a","Discusses 'benchmark' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_259\O_ISAC_259.md","Algorithm 1 ADMM-PLPOI Algorithm for PLPOI Wavefrom Design > <span id=""page-5-2""></span>Input: > D. Simple Example > A. PAPR Performance Analysis (L457)"
"C2","Metric definition/usage","O_ISAC_272","2025","Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems","IEEE Wireless Communications Letters","10.1109/LWC.2025.3583732","Other","Simulation","Three-Stage Super-Resolution Estimation of Target ","all simulations are conducted under a signal-to-noise ratio (SNR) of 10 dB. ## A. Parameter Estimation Results Figure 1 presents the joint range-velocity estimation","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_272\O_ISAC_272.md","Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems > IV. SIMULATION RESULT (L212)"
"C5","Framework/benchmark need","O_ISAC_272","2025","Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems","IEEE Wireless Communications Letters","10.1109/LWC.2025.3583732","Other","Simulation","Three-Stage Super-Resolution Estimation of Target ","al., ""Integrated sensing and communications: Recent advances and ten open challenges,"" *IEEE Internet Things J.*, vol. 11, no. 11, pp. 19094–19120, Jun. 2024. -","Discusses 'open challenge' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_272\O_ISAC_272.md","Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems > B. Ambiguity Resolution Performance > V. CONCLUSION > REFERENCES (L250)"
"C1","Terminology aliasing","O_ISAC_276","2025","Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry","IEEE Journal of Lightwave Technology","10.1109/JLT.2025.3563162","Fiber","Experimental","Parallel Path Effect-Free Remote Monitoring and Se","fundamental similarities. The most important is that both represent single-ended (or centralized) approaches based on the use of back-scattered and/or back-reflected light as a","Explicit terminology aliasing detected with pattern '(or '.","","(or ","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_276\O_ISAC_276.md","Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry > *A. Sensing in Passive Optical Networks* (L44)"
"C2","Metric definition/usage","O_ISAC_280","2024","Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm","Optics Express","Not Reported","Fiber","Experimental","**Integration of endogenous sensing and communicat","Fig. [11\(](#page-15-0)d), the BER of the QPSK signal demodulation is 0.0003 (SNR= 10.8), and that of the 16-QAM signal demodulation is 0.0035 (SNR =","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_280\O_ISAC_280.md","**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > *4.4. Communication experiment results* (L204)"
"C2","Metric definition/usage","O_ISAC_280","2024","Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm","Optics Express","Not Reported","Fiber","Experimental","**Integration of endogenous sensing and communicat","the BER and degrades the imaging quality. The input optical power of the AROF module needs to be trade-off selected in future practical scenarios.","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_280\O_ISAC_280.md","**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > 4.1. AROF pre-experimental analysis (L162)"
"C4","Cross-domain gap","O_ISAC_280","2024","Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm","Optics Express","Not Reported","Fiber","Experimental","**Integration of endogenous sensing and communicat","this approach improves ISAC performance, the optimized waveforms are usually incompatible with standard communication waveforms. This incompatibility may lead to large-scale modifications of standard","Strategic section discusses 'incompatible' indicating cross-domain transfer issue.","","","Discusses 'incompatible' in Fiber","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_280\O_ISAC_280.md","**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > **1. Introduction** (L17)"
"C5","Framework/benchmark need","O_ISAC_280","2024","Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm","Optics Express","Not Reported","Fiber","Experimental","**Integration of endogenous sensing and communicat","*et al.*, ""Towards 6 G internet of things: recent advances, use cases, and open challenges,"" [ICT Express](https://doi.org/10.1016/j.icte.2022.06.006) **9**(3), 296–312 (2023). - 11. Z. Wei,","Discusses 'open challenge' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_280\O_ISAC_280.md","**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > **References** (L250)"
"C1","Terminology aliasing","O_ISAC_283","2024","Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver","Optics Express","Not Reported","Other","Experimental","**Optics EXPRESS** > 2.2. Photonic IBFD ISAC trans","(Rx Antenna), the received signal typically includes a SI signal (also known as leakage signal) from the co-site transmitter and a received SOI. The","Explicit terminology aliasing detected with pattern 'also known as'.","","also known as","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_283\O_ISAC_283.md","**Optics EXPRESS** > 2.2. Photonic IBFD ISAC transceiver system > **Optics EXPRESS** (L82)"
"C1","Terminology aliasing","O_ISAC_283","2024","Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver","Optics Express","Not Reported","Other","Experimental","**1. Introduction**","noise issues. The aforementioned photonics-assisted schemes implement either IBFD communication (or FMCW radar) or ISAC systems separately. Furthermore, these schemes do not address the","Explicit terminology aliasing detected with pattern '(or '.","","(or ","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_283\O_ISAC_283.md","**1. Introduction** (L27)"
"C2","Metric definition/usage","O_ISAC_283","2024","Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver","Optics Express","Not Reported","Other","Experimental","Optics EXPRESS","the range profile resolution and cross-range profile resolution can be expressed as $$\Delta R_r = \frac{c}{2B_s} \tag{10}$$ $$\Delta R_c = \frac{c}{2f_c T_i \varphi} \tag{11}$$","Defines/uses metric 'Δr' with specific formula or value.","Δr","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_283\O_ISAC_283.md","Optics EXPRESS (L117)"
"C5","Framework/benchmark need","O_ISAC_283","2024","Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver","Optics Express","Not Reported","Other","Experimental","**1. Introduction**","simultaneous sensing and communication by leveraging the unique advantages of photonics technologies. Future research should focus on integrating IBFD operation within ISAC transceiver architectures","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_283\O_ISAC_283.md","**1. Introduction** (L29)"
