paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_349,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"Zhidong Lyu, Lu Zhang, Hongqi Zhang, Zuomin Yang, Hang Yang, Nan Li, and Lianyi Li are with the College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou 310027, China (e-mail: zdlyu@zju.edu.cn; zhanglu1993@zju.edu.cn; zhanghongqi@ zju.edu.cn; yangzuomin@zju.edu.cn; yanghange@zju.edu.cn; 12031106@ zju.edu.cn; lilianyi@zju.edu.cn).",9,9,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_349,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"Vjaceslavs Bobrovs is with the Institute of Telecommunications, Riga ˇ Technical University, 1048 Riga, Latvia (e-mail: vjaceslavs.bobrovs@rtu.lv).",11,11,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_349,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"Oskars Ozolins is with the Institute of Telecommunications, Riga Technical University, 1048 Riga, Latvia, also with the Applied Physics Department, KTH Royal Institute of Technology, 106 91 Stockholm, Sweden, and also with the RISE Research Institutes of Sweden, 164 40 Stockholm, Sweden (e-mail: oskars.ozolins@rtu.lv).",13,13,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_349,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"Xiaodan Pang is with the Applied Physics Department, KTH Royal Institute of Technology, 106 91 Stockholm, Sweden, and also with the RISE Research Institutes of Sweden, 164 40 Stockholm, Sweden (e-mail: xiaodan@kth.se).",15,15,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_349,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"Xianbin Yu is with the Zhejiang Laboratory, Hangzhou 311121, China, and also with the College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou 310027, China (e-mail: xyu@zhejianglab.com).",17,17,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_349,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,Color versions of one or more figures in this article are available at https://doi.org/10.1109/TMTT.2023.3267546.,19,19,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_350,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) in the given context.,"- 2. *Key Laboratory of Broadband Wireless Communication and Sensor Network Technology*, *Ministry of Education*, *Nanjing University of Posts and Telecommunications*, *Nanjing* 210023, *China*) \* *Corresponding author*,*E-mail*: *lixin*1984*@njupt.edu.cn*",52,52,运动探测及可见光通信一体化氮化物光电子芯片 > **Integrated Nitride optoelectronic chip for motion detection and visible light communication**,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_350,6D,ml,AI,lexical,NONE,"The context discusses Integrated Sensing and Communication (ISAC) and motion detection technology, but does not mention machine learning (ml).","Traditional motion detection technology, including radar[[8\]](#page-16-1) and (Light Detection and Ranging, LiDAR)[\[9](#page-16-2)[-10](#page-16-3)] , is mainly used for motion tracking of large moving objects in a large field of view. Radar and LiDAR use the echo principle to analyze the flight time of the pulse by transmitting microwave or laser pulses and receiving echoes reflected from the surface of the target object, thereby obtaining the spatial position and motion of the object. It is more difficult to achieve the real-time object tracking because radar takes longer time to track the target object due to the need for full field of view detection scanning. LiDAR locates objects by laser pulses and therefore has a faster response time. However, both radar and LiDAR have high cost. In contrast, moving object tracking based on imaging technology has lower cost. Images of moving objects can be obtained by using imaging systems. The spatial location and motion information of target objects can be extracted from the images by using image processing and analysis algorithms. However, due to the factors such as relative displacement and motion blur, it is more difficult for imaging systems to simultaneously achieve high spatial resolution, high temporal resolution, and high signal-to-noise ratio[[10\]](#page-16-3) . Each of the above motion detection techniques has its own advantages and limitations, so it is of application value and scientific significance to",77,77,运动探测及可见光通信一体化氮化物光电子芯片 > 1 Introduction,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_350,6D,ml,AI,lexical,NONE,"The context talks about motion detection techniques using visible light signals and LiDAR, but does not mention machine learning (ml).","As a third-generation semiconductor, nitride materials have excellent optical, electrical, mechanical and piezoelectric properties. By varying the content of In, Ga, and Al in the material system and modulating the band gap of nitride materials, optical signals covering the UV, visible, and nea[r-](#page-16-6)[in](#page-16-7)frared wavelength can be transmitted or detected[\[14](#page-16-6)-[15\]](#page-16-7) . Nitride multiple quantum wells materials have superior optoelectronic properties compared to bulk nitride materials and also have an integrated function of light-emitting and detection. Lin Chen of Huazhong University of Science and Technology integrated light emitting diodes and photodetectors on a single photonic chip based on multiple quantum well materials, and developed a single integrated LED and photodiode (PD) chip, which can be used as both a light transmitter and a detector, and can detect changes in the signal of cardi[ac](#page-16-8) pulses without relying on external photodetectors[\[16](#page-16-8)] . Aihua Zhong of Shenzhen University realized a capacitive hydrogen gas sensor using GaN (gallium nitride) material with honeycomb nanonetwork structure epitaxially grown on silicon substrate, which has the advantages of high safety and low energy consumption and it is an ideal device for hydrogen gas detection[\[17\]](#page-16-9) . Shuai Zhang of Nanjing University of Posts and Telecommunications implemented sensors by the piezoelectric effect of thin-film light-emitting diodes, these sensors were used for non-contact air flow detection, including flow sensing, pressure sensing, and environmental detection[\[18](#page-16-10)] . The above study broadens the application scenario of III-nitride photonic integrated chip for non-contact visible light sensing and detection. Qingxi Yin in our group prepared multiple quantum wells diode devices with the same structure on a single optoelectronic chip as light-emitting and detecting devices, respectively. They built a free-space reverse optical communication system and explored the integrated chip for visible light communication and sensing[\[19](#page-16-11)] . All these studies present that GaN optoelectronic chips have superior performance and promising development in ISAC and environmental detection.",83,83,运动探测及可见光通信一体化氮化物光电子芯片 > 1 Introduction,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_350,6D,ml,AI,lexical,NONE,"The context describes the working principle and fabrication process of an optoelectronic chip, but does not mention machine learning (ml).","As shown in Figure 1(a) (color online), under the forward bias, the nitride multiple quantum well diode device excites photons and transmits visible light signals, as a transmitter. When the diode device of the same structure is applied with reverse bias, the nitride multiple quantum wells transforms into photoelectric detection mode and absorbs the incident photons to excite electron-hole pairs and works as a receiver. Thus the diode device realizes the electro-optic/optical-electro bi-directional energy and information conversion in the homogeneous integrated system. The layered structure of the III-nitride multiple quantum wells material used in this study is shown in Figure 1(b) (color online). The nitride epitaxial layer, including buffer layer, n-GaN layer, Multiple Quantum Wells (MQWs) layer and p-GaN layer. The bottom substrate is a patterned sapphire substrate. The patterned substrate can compensate the material defects caused by the different lattice constants and thermal expansion coefficients of sapphire substrate and nitride epitaxial layer, and improve the performance of optoelectronic chips. As a high-reflectance mirror for a specific wavelength, the Distributed Bragg Reflection (DBR) is formed by periodic alternating layers of silicon dioxide (SiO<sub>2</sub>) and titanium dioxide (TiO<sub>2</sub>). The thickness and period of the DBR are determined by the target wavelength, and the optical thickness of each layer is 1/4 of the target wavelength, which can reduce the leakage of optical signals and improve the optical performance of optoelectronic chips.",91,91,2.1 Working principle and fabrication process of optoelectronic chip,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_350,6D,ml,AI,lexical,NONE,"There is no mention of machine learning (ml) concepts in the given snippet, which discusses electrical characteristics testing of optoelectronic chips.","Electrical characterization of optoelectronic chips is tested by an Agilent B1500A semiconductor device analyzer. The transmitter operates at positive bias and the receiver at negative bias. Therefore, the voltage is ranged from −5 V to 5 V. Due to equipment safety restric[tions, the](#page-6-0) measured saturation current is 100 mA. [Figure 5](#page-6-0)(a) shows the current-voltage characteristics of the transmitter/receiver, where the transmitter turns on at 2.5 V and reaches a saturation current of 100 mA at 4.0 V. The differential resistance of the transmitter is calculated from the linear region of the current-voltage (I-V) curve to be about 15 Ω. The negatively biased region generates almost no current, indicating that the receiver has no significant leakage current phenomenon and good performance. The carrier compounding process occurs inside the multiple quantum wells and the transmitter emits visible light signal that is linearly modulated by the bias voltage. The receiver absorbs the visible light signal, then releases electron-hole pairs and generates photocurrent. The good electrical properties guarantee the operational stability of the optoelectronic chip. The capacitance-voltage curve in [Figure 5](#page-6-0)(b) (color online) shows that the transmitter has a negative capacitance behavior in the positive bias voltage interval under AC signals with different frequencies. As the positive bias voltage increases, the capacitance decreases and drops to negative values after the transmitter reaches the turn-on voltage. Reducing the Resistance-Capacitance (RC) time constant (a constant indicating the transition response time, which in the resistor-capacitance circuit of the transmitter is the product of the resistance and the capacitance) can improve the response speed of the transmitter, and the smaller the absolute value of the negative junction capacitance, the smaller the RC time constant. The lower the frequency of the AC signal, the higher the positive bias voltage, and the larger the absolute value of the negative junction capacitance. The absolute value of the negative capacitance of the capacitance-voltage curve is in the pF mag-",135,135,2.1 Working principle and fabrication process of optoelectronic chip > 3 Characterization of optoelectronic performance of optoelectronic chips > 3.1 Electrical characteristics test,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_350,6D,ml,AI,lexical,NONE,This snippet describes a motion detection system using optoelectronic chips and does not involve machine learning (ml) concepts.,"The motion detection system of this optoelectronic chip is shown in [Figure 8](#page-8-0), and the main part of the system is the reflective optical path. The reflector is used as the measurement object to perform rotational motion driven by a rotation table. The reflector is a GMH-11-K9 reinforced aluminum standard precision planar reflector with 25.4 mm diameter and 4 mm thickness produced by United Optical Technology, and the base material is finely annealed H-K9L optical glass with a protective UVreflective aluminum film coating. The reflector has",167,167,2.1 Working principle and fabrication process of optoelectronic chip > 4 Motion detection of optoelectronic chips,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_351,6D,ml,AI,lexical,NONE,The context does not mention machine learning (ml) explicitly or implicitly.,Contents lists available at [ScienceDirect](https://www.elsevier.com/locate/optcom),1,1,no_heading,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_351,6D,ml,AI,lexical,NONE,The context discusses sensing and communication technologies but does not mention machine learning (ml).,"Sensing is evolving into an indispensable technology in future sixth generation (6G) wireless networks due to new emerging applications, such as robot navigation, augmented reality, smart home, auto-driving, smart cities and human–machine interaction [[1](#page-8-0)–[4\]](#page-8-1). These intelligent applications and services require the capability of highly-reliable wireless communication and high-accuracy environment sensing simultaneously. With the rapid advances of wireless mobile devices, conventional independent design of communication and sensing systems generally occupies a mass of different spectrum resources, profoundly aggravating spectrum congestion [[5](#page-8-2)]. Fortunately, thanks to the development of wireless communication systems to wider frequency bands, e.g., millimeter wave (mmWave) [[6](#page-8-3)], terahertz (THz) [\[7\]](#page-8-4) and visible light (VL) [[8](#page-8-5)], there is an increasing overlap with wireless sensing spectrum, prompting communication and sensing to share the same hardware platform and signal waveform. Thus, it motivates tremendous research interest in integrated sensing and communication (ISAC) [[9](#page-8-6)], a number of academic papers have been published recently, ranging from waveform design [[10\]](#page-8-7), signal processing [[11\]](#page-8-8), fundamental limitation [[12\]](#page-8-9), to proof-of-concept prototype [\[13](#page-8-10)]. However, most of these researches are concentrated in the field of joint communication and radar sensing (JCR), where problems such as electromagnetic interference, high sidelobes and reconstruction complexity still remain.",28,28,**1. Introduction**,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_351,6D,ml,AI,lexical,NONE,"Similar to the previous context, this snippet focuses on sensing and communication without referencing machine learning (ml).","3D time-of-flight (ToF) imaging technology has made great strides in recent years [\[14](#page-8-11)[–16](#page-8-12)]. As an active detection technique that is able to generate both intensity and depth maps, the distance from a ToF camera to scene object is calculated by exploiting the round-trip time or phase shift of the modulated light signal. Compared with stereoscopy and structured light methods requiring more cameras and heavy computational loads [\[17](#page-8-13),[18\]](#page-8-14), ToF based depth sensing can provide more accurate imaging information in high ambient light scenarios with compactness and low calculation complexity. Typically, ToF cameras are segregated into two categories, i.e., direct ToF (DToF) and indirect ToF (IToF). DToF cameras are commonly used in radar systems, requiring high-gain photodetectors, such as avalanche photodiodes (APD) and single-photon avalanche diode (SPAD) [[19,](#page-8-15)[20\]](#page-8-16). In contrast, IToF cameras aim to measure phase shifts between the illumination and reflection, which is adopted commercially in the computer vision community [\[21](#page-8-17)[–24](#page-8-18)] due to their low-cost and low-power consumption (e.g. Microsoft Kinect, PMD and SoftKinectic). The light source (a solid-state laser or a LED) of IToF can be modulated by a continuous-wave (CW-ToF) or a non-continuous wave (e.g., an impulse train, PL-ToF). As well known, LED-based visible light communication (VLC) is also a promising and accessible technology due to costeffectiveness, license-free, immunity to electromagnetic interference, and unregulated wide spectrum [[25\]](#page-8-19). VLC and ToF sensing have made",30,30,**1. Introduction**,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_351,6D,ml,AI,lexical,NONE,The context explores time-of-flight (ToF) imaging technology and its types but does not relate to machine learning (ml) concepts.,"*E-mail addresses:* [tengdd@mail.sysu.edu.cn](mailto:tengdd@mail.sysu.edu.cn) (D. Teng), [liullin@mail.sysu.edu.cn](mailto:liullin@mail.sysu.edu.cn) (L. Liu).",32,32,**1. Introduction**,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_351,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the given snippet.,"<span id=""page-1-1""></span>In most conventional ToF imaging system, the transceiver is colocated and typically utilizes laser diodes (LDs) as the transmitter. In our system model, we consider using LED as the lighting source due to its compactness and security. [Fig.](#page-2-0) [1](#page-2-0) shows the schematic geometry model of our proposed integrated ToF sensing and communication, i.e., the VLC source and ToF sensing receiver are not necessarily co-located. [Fig.](#page-2-0) [1\(](#page-2-0)a) presents an example of target tracking, in this model, labels 1 and 2 represent the static or mobile reconnaissance devices/bases, each equipped with a light source and a ToF camera receiver. Label 3 indicates a moving object. For any scenic spot of the object, the modulated light from label 1 is projected onto the scene spot with an incident angle , the reflected light with angle is received by ToF camera of label 2, at which the total non-line-ofsight (NLOS) distance <sup>13</sup> + <sup>23</sup> can be obtained and the information carried can be exchanged each other. The target tracking geometry model is categorized into three cases according to the incident angle and reflected angle , i.e., = , ≠ , and = = 0, as depicted in [Fig.](#page-2-0) [1\(](#page-2-0)a). And it should be noted that there is also a special case that the target to be monitored is situated in a collinear position between two reconnaissance devices, which is a blind zone.",46,46,*2.1. System model consideration*,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_351,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in the given snippet.,"For the purpose of simultaneous triangular target tracking and mutual communication within a certain range, we analyze the model in two scenarios. One is assuming that the moving object is also equipped with detection and communication devices, labels 1, 2 and 3 can be targets for each other: (1) label 1 is the target, labels 2 and 3 can achieve simultaneously target monitoring and communication, with a total light propagation distance of <sup>12</sup> + 13. (2) label 2 is the target, a distance of <sup>12</sup> +<sup>23</sup> can be obtained. (3) label 3 is the target, similarly, <sup>13</sup> + <sup>23</sup> is obtained. Thus, the triangular geometric relationship of cooperative networking can be determined by combining the above three equations. The other is to regard label 3 only as the target being scouted, labels 1 and 2 are able to monitor target and communicate with each other regardless of whether the reconnaissance devices are relatively static or mobile, i.e., <sup>12</sup> and <sup>13</sup> + <sup>23</sup> are known. If label 1 or 2 is equipped with another TOF system with the same end of emitting and receiving, <sup>13</sup> or <sup>23</sup> will be available, as shown in the green lines in [Fig.](#page-2-0) [1](#page-2-0)(a), so the geometric characteristics can also be determined. Noting that the above analysis is only for a single scene spot of the target, corresponding to a sensor pixel. In fact, multiple scene spots of the target object can be captured simultaneously by the ToF sensor, which permits the integration of target tracking, imaging and communication. Meanwhile, the echoes with phase shift are proportional to the total light propagation distance within a period . Assuming the emitted frequency of a periodic signal is , the total light propagation distance can be computed according to light-velocity *c* and phase-shift by:",48,48,*2.1. System model consideration*,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_354,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"The epitaxial films are grown by metal—organic chemical vapor deposition (MOCVD) on a 4-inch sapphire substrate. The epitaxial films consist of 1.4 μm n-GaN, 500 nm InGaN/GaN MQWs, and 350 nm p-GaN. The active regions are defined by photolithography, followed by ICP (inductively coupled plasma) etching. A deep ICP etching is performed to achieve complete electrical isolation between diodes. A 230 nm transparent ITO (indium tin oxide) current spreading layer is deposited by sputtering, followed by rapid thermal annealing in  $N_2$ . The ITO layer is etched by ICP to expose n-GaN regions. The Ni/Al/Ti/Pt/Ti/Pt/Au/Ti/Pt/Ti metal films as p/n electrodes are deposited on n-GaN and ITO by e-beam evaporation, followed by a lift-off process. Then, a 1000 nmthick SiO<sub>2</sub> layer is deposited by PECVD (plasma-enhanced chemical vapor deposition). The bonding pad is defined by photolithography, and Ni/Al/Ti/Pt/Ti/Pt/Au metal films are deposited by e-beam evaporation, followed by a lift-off process. The sapphire substrate is thinned to 200  $\mu$ m. The DBR (distributed Bragg reflection) layers with 2  $\mu$ m thickness consist of pairs of 13 pairs of periodically arranged SiO<sub>2</sub> layer and TiO<sub>2</sub> layer. To achieve high reflectivity at the target wavelength, the DBR has an inhomogeneous thickness distribution of the SiO2/TiO2 pair. The thickness of the SiO<sub>2</sub> layer is 40-90 nm, and the thickness of the TiO<sub>2</sub> layer is 30-120 nm. The chips are finally diced by ultraviolet nanosecond laser micromachining and connected to the PCB (printed circuit board).",51,51,■ **INTRODUCTION** > MATERIALS AND METHODS,,,wireless_vlc,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_354,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"saturation current of 100 mA. The transmitter's turn-on voltage is 2.3 V, and it reaches a 100 mA saturation current at 3.7 V. By examining the linear region of the I−V curve, a dynamic resistance of 12.86 Ω was extracted. The transmitter emits green light with a broad spectrum due to the complicated recombination of confined carriers inside the MQWs. Additionally, the high-energy photons generated by the receiver may be absorbed to liberate electron−hole pairs. In Figure 3b, the C−V (capacitance−voltage) characteristics demonstrate the negative capacitance behavior of the transmitter under an AC (alternating current) signal with different frequencies (1−50 kHz). The junction capacitance value is positive under negative bias voltage, decreases, and then drops down to a negative value after reaching the turn-on voltage with increasing positive bias voltage. To improve the response speed of the transmitter, reducing of the RC (resistor capacitance) time constant is recommended. Lower RC time constants are always accompanied by a lower absolute value of negative junction capacitance. The absolute value of negative junction capacitance increases at a lower AC signal frequency and a higher positive bias voltage. At the 1 V bias voltage, the absolute value of negative junction capacitance for 1, 10, and 50 kHz AC signals were 309, 224.7, and 75.1 nF, respectively. The emitted light of the transmitter was collected by an optical fiber and coupled into an Ocean Optics USB4000 spectrometer for characterization. Figure 3c shows the EL (electroluminescence) spectra of the transmitter versus injection currents. The dominant spectral peak is 521.4 nm in the green range, and the FWHM (full width at half maximum) is 28.9 nm. Using the Oriel IQE-200B (Newport Corp) system as shown in the pink line in Figure 3c, the spectral responsivity of the receiver was measured by illumination with monochromatic light. The responsivity decreases as the wavelength increases. The spectral overlap refers to the range of wavelengths where the emitted light from the transmitter can be modulated and converted into photocurrent in the MQWs of the receiver. The spectral overlap is the range between 490 and 536 nm, which spans at 46 nm. The spectral overlap ensures the realization of optical monitoring using the monolithic III-nitride photonics chip with two diodes as transmitter/receiver. As the current increased from 10 to 300 mA, we observed a shift in the peak wavelength of the EL spectrum from 521.4 to 523.8 nm, as illustrated in Figure 3d. Despite the red shift of 2.4 nm caused by the Joule heating effect, the EL spectrum still overlaps with the spectral responsivity at higher currents.",69,69,■ **INTRODUCTION** > MATERIALS AND METHODS > RESULTS AND DISCUSSION,,,wireless_vlc,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_354,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"storage oscilloscope, as illustrated in Figure 5b, and the signal waveform at 24 Mbps remained well-preserved during transmission. In addition, the 3 dB modulation bandwidth of the transmitter at 10 mA current is presented in Figure 5c, and it achieved 28.2 MHz (as tested by a vector network analyzer, Keysight E5080A). These results demonstrate that the monolithic III-nitride photonics chip as a transmitter has the capability to achieve high-speed transmission in optical communication in the green band. The 3 dB modulation bandwidth can be estimated by 26",85,85,■ **INTRODUCTION** > MATERIALS AND METHODS > RESULTS AND DISCUSSION,,,wireless_vlc,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_354,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) concepts.,"Figure 6a displays the utilization of diodes in the monolithic III-nitride photonics chip as the transmitter and receiver, respectively, in VLC testing. The light signal travels to the receiver on the same chip via the reflected light path using a silver mirror. The receiver operates on zero bias. The oscilloscope characterizes the transmission and receiving signal, as presented in Figure 6b, with the signal waveform remaining intact throughout transmission. The open eye diagram at 26 kbps is illustrated in Figure 6c. With the ability to emit and detect visible light signals simultaneously, the monolithic III-nitride photonics chip can construct an efficient VLC system.",91,91,■ **INTRODUCTION** > MATERIALS AND METHODS > RESULTS AND DISCUSSION,,,wireless_vlc,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_354,6D,ml,AI,lexical,NONE,The snippet does not mention machine learning (ml) concepts.,"Xin Li — GaN Optoelectronic Integration International Cooperation Joint Laboratory of Jiangsu Province, Nanjing University of Posts and Telecommunications, Nanjing 210003, China; Key Lab of Broadband Wireless Communication and Sensor Network Technology (Nanjing University of Posts and Telecommunications), Ministry of Education, Nanjing 210003, China; oorcid.org/0000-0002-3370-013X; Email: lixin1984@njupt.edu.cn",105,105,■ **INTRODUCTION** > MATERIALS AND METHODS > RESULTS AND DISCUSSION > **Corresponding Authors**,,,wireless_vlc,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_354,6D,ml,AI,lexical,NONE,The snippet does not mention machine learning (ml) concepts.,"Yongjin Wang — GaN Optoelectronic Integration International Cooperation Joint Laboratory of Jiangsu Province, Nanjing University of Posts and Telecommunications, Nanjing 210003, China; ⊚ orcid.org/ 0000-0001-8109-4640; Email: wangyj@njupt.edu.cn",107,107,■ **INTRODUCTION** > MATERIALS AND METHODS > RESULTS AND DISCUSSION > **Corresponding Authors**,,,wireless_vlc,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_356,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"Integrated sensing and communication (ISAC) has been envisioned as a promising technology in the next generation wireless access due to spectral congestion and increasing complexity of existing wireless networks [1]. Compared with traditional all-solid-state electronic systems, the photonics-based approach can provide ultrabroad bandwidth and mitigate in-band harmonic interference [2,3]. Recent photonic ISAC demonstrations were realized with frequency-, time-, and polarization-division multiplexing (FDM, TDM, and PDM). However, they suffer from additional resources overhead, limited timefrequency product, and fail to achieve expected mutual gain [4-11], therefore motivating the research on the integrated waveforms [12-14]. Fig. 1 summarizes the recent demonstrations on photonic ISAC in millimetre-wave (MMW) and THz bands. Amongst those efforts, an electromagnetic PDM-based system has achieved wireless communication of close to 100 Gbit/s, but only with a centimeter-scale resolution [10]. Additionally, enabled by the multiband coherent fusion processing (CFP) algorithm, range resolutions of 9.7 mm and 8.6 mm have been realized, however, only with communication rates below 20 Gbit/s [11,13].",15,15,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution > **Introduction**,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_356,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"The experimental setup for the demonstration of 120 Gbit/s transmission and 2.5 mm range resolution is depicted in Fig. 2(a). A continuous lightwave centered at 1552 nm is radiated from a laser diode (LD), and then launched into an optical phase modulator (PM) to generate the coherent optical frequency comb (OFC). Here, a polarization controller (PC1) is employed to optimize the incident polarization state of the PM. A 25 GHz radio frequency source (RF) is amplified to 34 dBm by a power amplifier (PA) with a 22 dB gain to drive the PM. Subsequently, a programmable wavelength selective switch (WSS) is used to filter out one comb line for the optical local oscillator (LO), and 3 other comb",21,21,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution > **Experimental Setup**,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_356,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"In our experiment, the baseband dual-chirpbased integrated signal is generated from a 120 GSa/s arbitrary waveform generation (AWG). In the digital domain, the 15-order pseudorandom bit sequence (PRBS), serving as the data sequence, is mapped into the 16- or 32-QAM format and modulated onto the up-chirp carrier, with a 10 GHz bandwidth and 1  $\mu$ s time duration. Subsequently, the down-chirp synchronization pilot, with the same bandwidth and duration as the up-chirp carrier but one-fifteenth of the amplitude, is periodically inserted for chirp carrier mismatch compensation. Experimental results have shown that the communication modulation on chirp carriers can introduce sidelobe level suppression ratio gains without deterioration of resolution [15]. The modulated optical carriers are then combined together with the optical LO using a 3 dB optical coupler (OC), and power amplification is performed in the EDFA2. The inset of Fig. 2(a) shows the measured optical spectra of the amplified signal by an optical spectrum analyzer (OSA). It should be noted that, due to its location at a high-order sideband, the power of the third channel corresponding to the 300 GHz signal suffers from slight attenuation compared with the other 2 channels. However, it also corresponds to the high-response band region of the uni-traveling carrier photodiode (UTC-PD), which can compensate for its loss in the optical domain, resulting in its performance comparable to the other channels. After",33,33,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution > **Experimental Setup**,,,wireless_fso,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
