claim_id,claim_key,section,paper_id,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,claim_supported
39321833a307,4C|shared_resources,4C,O_ISAC_303,shared_resources,resource allocation,lexical,NONE,The concept of shared resources is not related to the discussion of references and citations.,"- [3] [X. Xiao, M. Ahmed, X. Chen, Y. Zhao, Y. Li, Z. Han, Accelerating content delivery](http://refhub.elsevier.com/S1051-2004(23)00435-9/sbref0003)  [via efficient resource allocation for network coding aided D2D communications,](http://refhub.elsevier.com/S1051-2004(23)00435-9/sbref0003)  [IEEE Access \(2019\) 115783](http://refhub.elsevier.com/S1051-2004(23)00435-9/sbref0003)–115796.",532,532,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > **Declaration of Competing Interest** > **Data availability** > **References**,nan,nan,True
39321833a307,4C|shared_resources,4C,O_ISAC_303,shared_resources,resource allocation,lexical,INDIRECT,"The concept of shared_resources is related to the allocation and management of resources, which is indirectly mentioned in the snippets through discussions on resource allocation, traffic grooming, and multiple access techniques in various communication systems.","- [61] [A.M. Abdelhady, O. Amin, A. Chaaban, B. Shihada, M.S. Alouini, Downlink](http://refhub.elsevier.com/S1051-2004(23)00435-9/sbref0061) [resource allocation for dynamic TDMA-based VLC systems, IEEE Trans. Wireless](http://refhub.elsevier.com/S1051-2004(23)00435-9/sbref0061)  [Commun. \(2019\) 108](http://refhub.elsevier.com/S1051-2004(23)00435-9/sbref0061)–120.",592,592,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > **Declaration of Competing Interest** > **Data availability** > **References**,nan,nan,True
8f0c79189310,4C|shared_processing,4C,O_ISAC_303,shared_processing,co-processing,fuzzy:86.95652173913044,NONE,"The snippet does not mention shared processing. It appears to be a biography of Xiao-Ping Zhang, listing his educational background, research interests, and professional affiliations.",Processing Technical Committee (IVMSP TC). [xiaoping.zhang@sz.tsinghua.edu.cn].,808,808,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > **Declaration of Competing Interest** > **Data availability** > **References**,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_303,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_303,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_304,shared_waveform,shared waveform,fuzzy:86.66666666666667,DIRECT,"The text explicitly mentions 'a shared LFM-based dualfunction signal' and 'In the shared signal', directly referencing the concept of shared_waveform.","In this paper, a photonic JRC system using a shared LFM-based dualfunction signal is designed to improve the resource efficiency of the transceiver as well as simplify the generation and processing of broadband waveform. In the shared signal, the chirp polarity is exploited to convey the binary data stream with ""1"" corresponding to up-chirp and where  $\omega_c$  is the angular frequency of the optical carrier,  $\beta$  is the modulation index of MZM1, s(t) is the phase of the driving LFM signal, m is the modulation index of both MZM2 and MZM3,  $\omega_1$  is the angular frequency of the RF signal,  $\theta$  is the DC bias phase of MZM4, x and y represent the two orthogonal polarization directions. In the scheme, the driving LFM signal is a repetitive linearly up-chirped waveform with pulse width of T and repetition period of T. Here, only one single LFM waveform is considered and s(t) can be given by",39,39,**1. Introduction**,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_304,shared_waveform,shared signal,lexical,DIRECT,"The snippet directly discusses 'the generated shared signal' and its processing, which explicitly relates to the concept of 'shared_waveform'.","To circumvent the electronic bottlenecks and achieve real time processing for the generated waveform, optical de-chirping for both radar detection and communication demodulation are performed based on the proposed signal generator, as shown in Fig. 4. In the joint system, the generated shared signal output from PD1 is filtered, amplified and then emitted. The echo reflected from the target is sent to a phase modulator (PM1) to modulate with an optical reference signal. The optical reference signal is extracted from the output of Pol1. An optical time delayer (TD1) is placed before PM1 to make  $\tau << T$ , where  $\tau$  is the time difference between the reference signal and the echo. Mathematically, when only one up-chirped basic waveform is considered, the output of PM1 can be given by",101,101,**1. Introduction** > 2. Principle,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_304,shared_waveform,shared signal,lexical,INDIRECT,"The text mentions 'generated shared signal' in the context of de-chirping results, indirectly referencing the concept of shared_waveform through the figure description.",**Fig. 10.** The de-chirping results of two different targets when (a) input repetitive LFM signal and (b) generated shared signal are used.,180,180,**1. Introduction** > 2. Principle > 3. Simulation results and discussion,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_304,shared_waveform,shared waveform,lexical,DIRECT,"The snippet directly mentions 'A photonic JRC system using shared waveform' and discusses its performance, explicitly referencing the concept of 'shared_waveform'.","A photonic JRC system using shared waveform was proposed and investigated. A LFM signal was frequency improved, bandwidth expanded, chirp-polarity coded and then employed to simultaneously perform dual functions. To achieve real time processing, optical dechirping was used for both radar detection and communication demodulation. The proposed scheme was verified by simulation. A chirp-polarity coded LFM waveform with frequency of 24 GHz, bandwidth of 8 GHz, communication bit rate of 10 Mbit/s was generated. Then, the photonic radar detection subsystem was demonstrated to verify the radar performance. The results show that, the shared waveform has high range resolution, expanded unambiguous range and velocity-distance detection capability. Finally, the photonic communication demodulation subsystem was constructed to verify the communication performance. The results show that, the shared waveform can be optically de-chirped to recover the communication data, the demodulation performance will be deteriorated when the communication speed is increased.",198,198,**1. Introduction** > 2. Principle > 3. Simulation results and discussion > **4. Conclusion**,nan,nan,True
8f0c79189310,4C|shared_processing,4C,O_ISAC_304,shared_processing,joint operation,fuzzy:86.66666666666667,NONE,"The snippet discusses the relationship between signal frequency, time delay, and target distance in the context of moving target detection, but does not mention shared processing.","One benefit of the chirp-polarity coding operation is the velocity-distance decoupling for moving target detection [26]. Assuming that the target has a distance of  $R_m$  and a radial velocity of  $v_m$ , the light has a speed of c, at the output of PD2, two de-chirped frequencies  $f_1$  and  $f_2$  will be obtained, and the parameters of the target can be expressed as",112,112,**1. Introduction** > 2. Principle,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_304,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_304,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_310,shared_waveform,shared signal,lexical,DIRECT,"The snippet directly mentions 'Designing an ISAC waveform through shared signal resources' and 'shared_waveform', indicating a direct relationship with the concept of shared_waveform.","Designing an ISAC waveform through shared signal resources is crucial for achieving high performance in THz ISAC systems. This can be accomplished through strategies such as allocating resources on non-overlapping resource across code, spectrum, and time, as well as fully unified waveform [3]. For example, the code division multiplexing (CDM) Ka-band photonic ISAC system utilized phase coding and spectral spread multiplexing, achieving a communication rate of over 1 Gbit/s with a 3.5 cm radar range resolution [4]. Frequency division multiplexing (FDM) [5] and time division multiplexing (TDM) [6] schemes have similarly demonstrated",15,15,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning > I. INTRODUCTION,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_310,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_310,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
b713accbc6bd,4C|shared_hardware,4C,O_ISAC_324,shared_hardware,shared infrastructure,lexical,DIRECT,The text explicitly mentions 'shared infrastructure' which directly relates to the concept of shared_hardware.,"the phase  $\theta$  and consequently restore the QKD signal. When this QKD system is affected by the environment and the phase  $\theta$ changes, the demodulation and analysis of the sensing phase turn it into an ISACQ system. Furthermore, the  $\theta_i$  of the *i*-th child node in different frequency bands can be distinguished in the round-trip multiband QKD network. If each child node is considered as a sensing element, this network enables simultaneous sensing and QKD on the shared infrastructure, forming an ISAQN illustrated as Fig. 2. As shown in Fig. 2A, the ISAQN system functions normally when no vibration event occurs. The center node transmits light to each child node, and each child node transmits their respective coherent state  $|\alpha_i\rangle$  back to the center node. When a vibration event is occurring, the coherent state  $|\alpha_i\rangle$  modulated by the *i*-th child node will rotate at a time-variant angle of  $\varphi_i(t)$  instead of a time-invariant angle of  $\theta_i$ , shown as Fig. 2B. At this moment, the coherent state modulated by the *i*-th child node becomes  $|\alpha_i\rangle e$  $^{j\varphi_{i}(t)}$ . By extracting  $\varphi_{i}(t)$  through pilot signals, the waveform of each child node's vibration can be reconstructed. The position and magnitude of the vibration event can be obtained by joint calculation of the vibration waveforms from all child nodes.",134,134,"**Integrated distributed sensing and quantum communication networks** > *Point-to-multipoint quantum networks* > <span id=""page-2-0""></span>Table 1. The steps of point-to-point GMCS CV-QKD > Distributed sensing integrated in quantum networks",nan,nan,True
b713accbc6bd,4C|shared_hardware,4C,O_ISAC_324,shared_hardware,shared infrastructure,lexical,NONE,"The text does not mention shared hardware or infrastructure, it appears to be a list of references.",- optical communication over a shared infrastructure. *Appl Phys Lett*. 2023;123(15):Article 154001.,452,452,**References**,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_324,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_324,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
b713accbc6bd,4C|shared_hardware,4C,O_ISAC_327,shared_hardware,joint resources,fuzzy:93.33333333333333,NONE,"The provided snippet does not mention shared hardware. It appears to be a list of references related to reconfigurable intelligent surfaces and visible light communication systems, but does not directly or indirectly discuss shared hardware.","- <span id=""page-22-16""></span>[\[116\]](#page-12-2) S. Sun, F. Yang, J. Song, and Z. Han, ""Joint resource management for intelligent reflecting surface–aided visible light communications,"" *IEEE Trans. Wireless Commun.*, vol. 21, no. 8, pp. 6508–6522, Aug. 2022.",810,810,LIST OF ALL ABBREVIATIONS > REFERENCES,nan,nan,True
39321833a307,4C|shared_resources,4C,O_ISAC_327,shared_resources,resource allocation,lexical,NONE,"The provided snippet does not directly mention or imply the concept of shared resources. It appears to be a list of references related to IRS-assisted FSO systems, indoor VLC systems, and visible light communication, without any explicit connection to shared resources.","- <span id=""page-22-15""></span>[\[112\]](#page-9-11) Y. Cang, M. Chen, Z. Yang, M. Chen, and C. Huang, ""Optimal resource allocation for multi-UAV assisted visible light communication,"" 2020, *arXiv:2012.13200*.",806,806,LIST OF ALL ABBREVIATIONS > REFERENCES,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_327,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,separate_frontends,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_327,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,half_duplex,True
b713accbc6bd,4C|shared_hardware,4C,O_ISAC_340,shared_hardware,shared infrastructure,fuzzy:85.71428571428572,NONE,The text does not mention shared hardware explicitly.,"Apart from direct V2V communication, road-side data that shall be processed by the edge 6G infrastructure, necessitates effective V2I communications. Exchange of such kind of information between street furniture and vehicles through the fiber-based 6G infrastructure, can be supported via multi-Gb/s/user V2I OWC based on pencil beams sourced by coherent light of 10 Gb/s directly modulated lasers. Optical beamforming may generate very narrow beams with exceptionally small (few mrads) beam divergence, while at the same time may provide means for an agile steering of the beam through phased-array or focal plane array (FPA) configurations of the remote radio head, whose antenna elements operating in the 182-238 THz range are spaced by a few to tens of µm. Figure 1(c) illustrates the lab-scale setup of an FPA-based RRH utilizing a multi-core photonic lantern to realize its antenna elements [4]. Through the spectral wideband support of standard ITU-T G-652B-compatible single-mode fiber (SMF) technology between 1260 nm and 1650 nm, the RRH can combine simultaneous pencil- and wide-beam communication to support pointing, acquisition and tracking of the mobile road-side users, while providing sufficient spectral resources to accommodate multiple beams for multiple network users. Full-duplex V2I OWC is addressed through chip-scale beamformer technology.",63,63,B. Pencil-Beam V2I OWC,nan,nan,True
b713accbc6bd,4C|shared_hardware,4C,O_ISAC_340,shared_hardware,shared infrastructure,fuzzy:85.71428571428572,NONE,The text does not mention shared hardware explicitly.,"6G-EWOC focuses on use cases / scenarios that will put a strain on V2V and V2I communications and infrastructure resources. As such, (complex) busy intersections and urban environments (Figure 2), have been selected, where a large number of road users i.e., cars, trucks, motorcyclists, pedestrians, e-scooterers, -each with varying levels of autonomy, sensing and transmission capabilities-, may reside. Initially, a single intersection is considered and challenges associated with it are discussed. Subsequently, use cases involving several ""connected"" intersections, ""simulating"" a more realistic city traffic environment, are considered.",91,91,III. 6G-EWOC PROJECT GOALS AND OBJECTIVES > IV. 6G-EWOC USE CASES,nan,nan,True
b713accbc6bd,4C|shared_hardware,4C,O_ISAC_340,shared_hardware,shared infrastructure,fuzzy:85.71428571428572,INDIRECT,"The text mentions 'shared perception of the traffic situation' and 'coordinate and communicate the expected actions among all road participants', which implies shared hardware or infrastructure for communication and data processing.","In this UC, a host vehicle (HV) that navigates through an intersection, shares and receives information on vehicle type, position, speed, heading and intent from other connected road users. Non-connected users are detected and reported by connected vehicles and infrastructure equipment (such as cameras and radars). Given the urban setting with a speed limit of 50 km/h, communication must be frequent (around 10 Hz) to ensure safety and efficiency. The system needs to create a shared perception of the traffic situation and coordinate and communicate the expected actions among all road participants. The latter requires fast and robust bidirectional communications, ultra-fast fronthaul network and AI-assisted processing at the (far)edge data centers to support the data load and system overhead.",101,101,III. 6G-EWOC PROJECT GOALS AND OBJECTIVES > IV. 6G-EWOC USE CASES > UC#1: Intersection drive-through,nan,nan,True
39321833a307,4C|shared_resources,4C,O_ISAC_340,shared_resources,resource allocation,fuzzy:94.73684210526316,NONE,"The provided snippet does not mention shared resources explicitly. It discusses the 6G-EWOC project's goals, technologies, and architecture for improving vehicle connectivity and safety, but does not directly reference the concept of shared resources.","The ultimate goal of the 6G-EWOC project is to significantly improve vehicle connectivity and safety for all road participants as well as vehicular traffic flow, by developing a multi-access, ultra-high throughput, ultra-low latency, energy efficient, resilient, e2e 6G-V2X network with advanced sensing capabilities for interconnected transportation ecosystems. The 6G-EWOC solution will utilize: (a) Advanced, ""connected"" laser sensors and related technologies (JCAS, SLAM, etc.) for accurate object detection and localization, (b) OWC technologies for V2V and V2I communications, to achieve the required throughput and resilience, (c) high-capacity optical switches, to achieve superfast connectivity between the vehicles/VRUs and the edge data processing centers and (d) AI methods to achieve both the generation of 3D maps by processing large volumes of sensor data in real-time (at the edge) and optimal optical network resources allocation under any traffic conditions.",135,135,UC#4: Enhanced VRU Safety > V. 6G-EWOC ARHCITECTURE,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_340,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_340,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_347,shared_waveform,joint waveform,fuzzy:85.71428571428572,INDIRECT,"The concept of shared_waveform is not explicitly mentioned, but the context discusses an optical-domain waveform integrated with communication and sensing, which implies a shared waveform.",# Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing,17,17,Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_347,shared_waveform,joint waveform,fuzzy:85.71428571428572,INDIRECT,"Similar to the first snippet, the concept of shared_waveform is not directly mentioned, but the discussion of an optical-domain waveform integrated with communication and sensing suggests a shared waveform.",# Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing,49,49,Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_347,shared_waveform,joint waveform,fuzzy:85.71428571428572,INDIRECT,"The snippet provides a reference format for a research article about an optical-domain waveform integrated with communication and sensing, which implies a shared waveform, but does not directly mention the concept of shared_waveform.","Zhiyi Chen Czy Chen\*, Peizhe Xin Xpz Xin, Peng Zhan Zp Zhan, Menhua Zheng Zmh Zheng, Yuxiao Sun Syx Sun, Can Li Lc Li, Ping Meng Mp Meng, Yajie Li Lyj Li, and Yongli Zhao Zyl Zhao. 2023. Learned Digital Back-Propagation for an optical-domain waveform integrated with communication and sensing. In 2023 13th International Conference on Communication and Network Security (ICCNS) (ICCNS 2023), December 01–03, 2023, Fuzhou, China. ACM, New York, NY, USA, [5](#page-5-0) pages. [https:](https://doi.org/10.1145/3638782.3638830) [//doi.org/10.1145/3638782.3638830](https://doi.org/10.1145/3638782.3638830)",91,91,CCS CONCEPTS > KEYWORDS > ACM Reference Format:,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_347,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_347,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_348,shared_waveform,joint waveform,fuzzy:85.71428571428572,NONE,The text does not mention the concept of shared_waveform.,"generate a local oscillator (LO). MZM3 works at the minimum transmission point and is driven by a standard cosine waveform at 9.8 GHz. To acquire good detection performance, an EDFA (Amonics AEDFA-PA-35-B-FA) and an OBPF (Finisar Waveshaper 4000 s) are used to amplify the LO and eliminate redundant sidebands, respectively. At the transmitting terminal, the amplified RBS light is combined with the LO and then converted into an electrical signal at a coherent receiver (Finisar CPVR1225A, 25 GHz bandwidth). It should be noted that the use of the coherent receiver eliminates polarization fading in coherent-based Ф-OTDR and improves the robustness of the integrated solution. Finally, the electrical signal is sampled by a 4 GHz DSO (LeCroy Waverunner 8404 M) and processed offline.",61,61,Integrated sensing and communication in an optical fibre > **Abstract** > Introduction > **Experimental setup**,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_348,shared_waveform,joint waveform,fuzzy:85.71428571428572,NONE,The text does not mention the concept of shared_waveform.,"Fig. 5 Time and frequency characteristics of the measured vibration. a The distance–time distribution of the differential phases along the fibre, with a vibration applied at around 22.5 km. b Phase SD along the fibre with a spatial resolution of ~4 m. c Time-domain waveform and d corresponding PSD of the measured vibration",89,89,Integrated sensing and communication in an optical fibre > **Abstract** > Introduction > Sensing results,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_348,shared_waveform,joint waveform,fuzzy:85.71428571428572,NONE,The text does not mention the concept of shared_waveform.,"calculated, and the top view is depicted in Fig. 5a. The vibration can be clearly discerned, and there is no erroneous phase, indicating that the interference fading is eliminated well. By calculating the standard deviation (SD) of the differential phases, the effective SR is shown in Fig. 5b. With the conventional definition of the length between 10 and 90% rising edge, a 4 m SR is achieved. Note that, for the same sensing signal, a higher SR can be achieved by reducing EF in the signal processing. Figure 5c depicts the time-domain waveform with a peak-topeak phase of ~1.87 rad, corresponding to a peak-to-peak strain of 51.58  $n\varepsilon^{50}$ . The effective sample rate is increased by 10 times, and the frequency response exceeds 20 kHz. The corresponding power spectrum density (PSD) is calculated, and a signal-to-noise ratio (SNR) of 21.55 dB is obtained, as illustrated in Fig. 5d. The maximum noise level is  $\sim -52.55$  dB  $rad^2/Hz$ , so the worst strain resolution is  $\sim 4.32$ - $n\varepsilon/\sqrt{Hz}$ .",93,93,Integrated sensing and communication in an optical fibre > **Abstract** > Introduction > Sensing results,nan,nan,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_348,shared_waveform,joint waveform,fuzzy:85.71428571428572,NONE,The text does not mention the concept of shared_waveform.,"frequency response, and both driving voltages are 0.3 V. The bandwidth of the LFM optical carrier, bit rate of the PAM4 signal, and launching power of the transmission light are 1 GHz, 56 Gbit/s, and 15 dBm, respectively. In the signal demodulation, the averaging distance, EF, and GL are set to 5 m, 20 (the maximum frequency response is 40.32 kHz), and 5 m, respectively. Figure 6a and b depicts the time-domain waveforms and corresponding PSD, respectively. Both vibrations are accurately retrieved, indicating the effectiveness of the frequency response enhancement. It must be noted that the sensing accuracy theoretically varies as the frequency response increases. If the same SR (same averaging distance and GL) is used in the signal demodulation, a large-bandwidth RBS signal can eliminate the interference fading more completely and achieve better sensing accuracy. However, the sensing accuracy is also related to the duration of the subband signal due to the impact of the laser phase noise. Moreover, the sensing accuracy decreases with the duration of the subband signal<sup>51</sup>. As EF increases, both bandwidth and duration of the subband signal decrease, so there is a",99,99,Integrated sensing and communication in an optical fibre > **Abstract** > Introduction > Sensing results,nan,nan,True
8f0c79189310,4C|shared_processing,4C,O_ISAC_348,shared_processing,co-processing,fuzzy:86.95652173913044,INDIRECT,"The concept of shared_processing is indirectly related to the experimental setup described, as it involves the integration of sensing and communication in an optical fibre, which implies shared processing of signals. The use of a coherent receiver and digital signal processing (DSP) also suggests shared processing of signals.","Fig. 2 Experimental setup for the integrated sensing and communication in an optical fibre. CWL continuous-wave laser, OC optical coupler, PC polarization controller, MZM Mach-Zehnder modulator, EDFA erbium-doped fibre amplifier, OBPF optical bandpass filter, EA electrical amplifier, AWG arbitrary waveform generator, VOA variable optical attenuator, Cir circulator, PZT piezoelectric transducer, PD photodetector, DSO digital storage oscilloscope, DSP digital signal processing",59,59,Integrated sensing and communication in an optical fibre > **Abstract** > Introduction > **Experimental setup**,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_348,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_348,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_349,shared_waveform,coherent waveform,fuzzy:88.23529411764706,NONE,"The provided snippet does not mention the concept of 'shared_waveform' directly or indirectly, and the context is focused on integrated sensing and communication (ISAC) systems, terahertz band, and photonic terahertz integrated sensing and communication (THz-ISAC) systems.","<span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-4""></span><span id=""page-0-3""></span>In ISAC systems, the dual-functional waveform plays an essential part, which is desirable to feature the ability to simultaneously obtain high-performance sensing and communication. Initially, the waveforms are straightforwardly combined based on multiplexing schemes, such as time division multiplexing (TDM) [\[8\] an](#page-7-7)d frequency division multiplexing (FDM) [\[9\], \[](#page-7-8)[10\].](#page-7-9) However, these multiplexing techniques loosely couple two inherent waveforms and introduce additional overhead on hardware resources. Alternatively, the integrated waveforms are very promising, and can tightly couple both time and frequency resources. Depending on the application scenarios, the integrated waveforms can be so far divided into two categories: communication-centric waveforms",31,31,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform > <span id=""page-0-5""></span><span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION",nan,nan,True
39321833a307,4C|shared_resources,4C,O_ISAC_349,shared_resources,resource allocation,lexical,NONE,"The provided snippet does not mention or imply the concept of shared_resources. It discusses radar-centric and communication-centric waveforms, their applications, and technical specifications, without any reference to shared resources.","<span id=""page-1-1""></span>and radar-centric waveforms [11]. The communication-centric utilizes existing communication modulation formats, such as orthogonal FDM (OFDM), to perform radar sensing while maintaining a high-speed data transmission [12], [13], [14]. For example, a 30 GHz radio-over-fiber (RoF) OFDM system with 14.5 Gbit/s data rate and target detection over 5 m has been realized [12], which is enabled by a wideband photonic transceiver module and digital predistortion. In addition, an optoelectronic oscillator (OEO) has been also introduced into a tunable K/W-band OFDM integrated system with phase noise sensitivity reduction, achieving 12.8 Gbit/s back-to-back transmissions with 7.5 cm range resolution at the 25–27 GHz band, and 32 Gbit/s with 1.5 cm resolution at the 89-99 GHz band, respectively [14]. In fact, the communication-centric waveform design emphasizes extracting radar information from a communication waveform. The attained information is typically used to perform channel estimation and resource allocation, so as to improve communication performance metrics.",35,35,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform > <span id=""page-0-5""></span><span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION",nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_349,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_349,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_350,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_350,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,full_duplex,True
dbdf2315d5af,4C|shared_waveform,4C,O_ISAC_351,shared_waveform,joint waveform,fuzzy:85.71428571428572,INDIRECT,"The concept of shared_waveform is related to the modulation frequency and the number of frequencies, which are used in the given algorithm to estimate the fused distance. However, the concept itself is not directly mentioned in the snippet, but rather implied through the use of related terms and formulas.","estimated using multi-frequency phase measurements with a minimum variance search algorithm, but it had heavy computational complexity. Referring to the idea in [37], a cascaded multi-frequency fusion algorithm based on Hamiltonian coding is proposed, as shown in Table 1. Two sequential frequencies are fused in an iterative way, and the phase ambiguity x is evaluated based on the modified Chinese remainder theorem. The maximum measurable range can be determined by common factors of multiple frequencies, as  $d_{max}$  and  $f_E$  in the proposed algorithm. The adoption of the Hamiltonian waveform instead of conventional sinusoid waveform provides a higher measurement accuracy of millimeter scale and extends significantly the maximum unambiguous range.",116,116,*2.1. System model consideration* > *2.2. Principle of the system* > 2.3. Multi-frequency fusion algorithm based on Hamiltonian coding,nan,nan,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_351,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,Shared frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_351,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,Half-duplex,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_354,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
a7f8b3304224,4C|json:duplexing_mode,4C,O_ISAC_354,json:duplexing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.duplexing_mode,half_duplex,True
2997a676117b,4C|json:hardware_sharing_mode,4C,O_ISAC_356,json:hardware_sharing_mode,nan,json,DIRECT,Structured integration field,nan,,,nan,scenario_level.integration.hardware_sharing_mode,shared_frontend,True
