"source_metric_record_id","canonical_study_cluster_id","canonical_source_report_id","canonical_condition_set_id","canonical_tradeoff_id","canonical_metric_domain","canonical_metric_family_code","canonical_metric_name_reported","canonical_measurement_plane_code","canonical_validation_type_code","canonical_result_representation","canonical_comparison_operator","canonical_value_numeric","canonical_value_low","canonical_value_high","canonical_uncertainty_type","canonical_uncertainty_value","canonical_unit_reported","canonical_value_status","canonical_value_origin","canonical_scenario_summary","canonical_baseline_comparator","canonical_comparison_group_id","canonical_metric_comparability_class","canonical_metric_comparison_admissibility_class","canonical_pdf_page","canonical_section_heading","canonical_table_id","canonical_figure_id","canonical_equation_id","canonical_final_survey_use_class","canonical_final_comparison_admissibility","canonical_cross_study_quantitative_comparison_allowed","canonical_final_reason_code","canonical_independent_human_status","canonical_source_workbook_sha256","register_final_comparison_admissibility","register_cross_study_flag","register_independent_human_status","reviewer_code","review_date_utc","reviewed_source_report_title","reviewed_source_report_doi","reviewed_companion_relationship","reviewed_source_pdf_sha256","source_pdf_opened","source_identity_decision","reviewed_pdf_page","reviewed_section_heading","reviewed_table_id","reviewed_figure_id","reviewed_equation_id","source_locator_decision","reviewed_metric_name","reviewed_metric_definition","reviewed_comparison_operator","reviewed_value_numeric","reviewed_value_low","reviewed_value_high","reviewed_uncertainty_type","reviewed_uncertainty_value","reviewed_unit_reported","reviewed_measurement_plane_code","reviewed_reference_point","reviewed_communication_task","reviewed_sensing_task","reviewed_objective","reviewed_scenario_summary","reviewed_geometry","reviewed_condition_set_id","reviewed_baseline_comparator","reviewed_validation_type_code","reviewed_value_origin","reviewed_comparison_group_id","comparison_decision","comparison_decision_rationale","survey_use_decision","verification_outcome","reviewer_notes","reviewer_lock_status","reviewer_signature_or_form_hash"
"MET-SCR00008-013","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-PZT-OFF-PSD-100KHZ","","sensing","other","No-vibration mean noise floor after LPN compensation","link","laboratory_experiment","scalar","eq","-50.2","","","NR","","dB (ref rad^2/Hz)","reported","reported","PZT drive off; mean PSD up to 100 kHz.","Before-compensation value -1.6 dB.","CG-FTDVS-PHASE-PSD-NOISE-FLOOR","conditionally_comparable","conditionally_admissible","5","3. Experiments and Result Discussion","","Fig. 5(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","5","3. Experiments and Result Discussion","NR","Fig. 5(b)","NR","match","No-vibration mean noise floor after LPN compensation","NR","eq","-50.2","NR","NR","NR","NR","dB (ref rad^2/Hz)","link","NR","NR","source_reported_sensing_function","NR","PZT drive off; mean PSD up to 100 kHz.","NR","COND-SCR00008-PZT-OFF-PSD-100KHZ","Before-compensation value -1.6 dB.","laboratory_experiment","reported","CG-FTDVS-PHASE-PSD-NOISE-FLOOR","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-014","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-PZT-OFF-PSD-100KHZ","","sensing","other","No-vibration noise-floor reduction","link","laboratory_experiment","scalar","eq","48.6","","","NR","","dB","reported","reported","PZT drive off; mean PSD up to 100 kHz.","-1.6 to -50.2 dB.","CG-FTDVS-NOISE-FLOOR-REDUCTION","conditionally_comparable","conditionally_admissible","5","3. Experiments and Result Discussion","","Fig. 5(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","5","3. Experiments and Result Discussion","NR","Fig. 5(b)","NR","match","No-vibration noise-floor reduction","NR","eq","48.6","NR","NR","NR","NR","dB","link","NR","NR","source_reported_sensing_function","NR","PZT drive off; mean PSD up to 100 kHz.","NR","COND-SCR00008-PZT-OFF-PSD-100KHZ","-1.6 to -50.2 dB.","laboratory_experiment","reported","CG-FTDVS-NOISE-FLOOR-REDUCTION","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-015","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-DBR-VS-UNLL","","sensing","other","Pearson correlation coefficient","link","laboratory_experiment","scalar","eq","0.995","","","NR","","unitless","reported","reported","Same vibration comparison; DBR uses LPN compensation and NKT X15 UNLL does not.","NKT X15 UNLL below 100 Hz.","CG-LPN-COMPENSATION-PSD-CORRELATION","conditionally_comparable","conditionally_admissible","5-6","3. Experiments and Result Discussion","","Fig. 5(c)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","5-6","3. Experiments and Result Discussion","NR","Fig. 5(c)","NR","match","Pearson correlation coefficient","NR","eq","0.995","NR","NR","NR","NR","unitless","link","NR","NR","source_reported_sensing_function","NR","Same vibration comparison; DBR uses LPN compensation and NKT X15 UNLL does not.","NR","COND-SCR00008-DBR-VS-UNLL","NKT X15 UNLL below 100 Hz.","laboratory_experiment","reported","CG-LPN-COMPENSATION-PSD-CORRELATION","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-016","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-DBR-VS-UNLL","","sensing","sensing_SNR","UNLL time-domain SNR","link","laboratory_experiment","scalar","eq","45","","","NR","","dB","reported","reported","NKT X15 UNLL; LPN compensation not applied.","DBR with LPN compensation: 45.4 dB.","CG-FTDVS-SENSING-SNR","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 5(c)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 5(c)","NR","match","UNLL time-domain SNR","NR","eq","45","NR","NR","NR","NR","dB","link","NR","NR","source_reported_sensing_function","NR","NKT X15 UNLL; LPN compensation not applied.","NR","COND-SCR00008-DBR-VS-UNLL","DBR with LPN compensation: 45.4 dB.","laboratory_experiment","reported","CG-FTDVS-SENSING-SNR","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-017","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-DBR-VS-UNLL","","sensing","sensing_SNR","DBR time-domain SNR","link","laboratory_experiment","scalar","eq","45.4","","","NR","","dB","reported","reported","TL5600AN DBR with reference-phase LPN compensation.","NKT X15 UNLL: 45.0 dB.","CG-FTDVS-SENSING-SNR","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 5(c)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 5(c)","NR","match","DBR time-domain SNR","NR","eq","45.4","NR","NR","NR","NR","dB","link","NR","NR","source_reported_sensing_function","NR","TL5600AN DBR with reference-phase LPN compensation.","NR","COND-SCR00008-DBR-VS-UNLL","NKT X15 UNLL: 45.0 dB.","laboratory_experiment","reported","CG-FTDVS-SENSING-SNR","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-018","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-DBR-VS-UNLL","","sensing","sensing_SNR","SNR discrepancy","link","laboratory_experiment","scalar","eq","0.4","","","NR","","dB","reported","reported","UNLL versus DBR with LPN compensation.","45.0 versus 45.4 dB.","CG-FTDVS-SENSING-SNR-DIFFERENCE","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 5(c)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 5(c)","NR","match","SNR discrepancy","NR","eq","0.4","NR","NR","NR","NR","dB","link","NR","NR","source_reported_sensing_function","NR","UNLL versus DBR with LPN compensation.","NR","COND-SCR00008-DBR-VS-UNLL","45.0 versus 45.4 dB.","laboratory_experiment","reported","CG-FTDVS-SENSING-SNR-DIFFERENCE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-019","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-UNCOMPENSATED-CORRELATION","","sensing","other","Uncompensated negative cross-correlation-spike delay","link","laboratory_experiment","scalar","eq","0.88687","","","NR","","ms","reported","reported","Differential phases without LPN compensation.","Theoretical 2tT+tD delay 0.89057 ms.","CG-FTDVS-CROSS-CORRELATION-DELAY","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 6(a)","Eq. (7)","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 6(a)","Eq. (7)","match","Uncompensated negative cross-correlation-spike delay","NR","eq","0.88687","NR","NR","NR","NR","ms","link","NR","NR","source_reported_sensing_function","NR","Differential phases without LPN compensation.","NR","COND-SCR00008-UNCOMPENSATED-CORRELATION","Theoretical 2tT+tD delay 0.89057 ms.","laboratory_experiment","reported","CG-FTDVS-CROSS-CORRELATION-DELAY","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-020","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-UNCOMPENSATED-CORRELATION","","sensing","other","Theoretical LPN cross-correlation delay","link","analytical","scalar","eq","0.89057","","","NA","","ms","reported","reported","Analytical delay for the 90-km link and 2-km delay fiber.","Measured negative-spike delay 0.88687 ms.","CG-FTDVS-CROSS-CORRELATION-DELAY","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 6(a)","Eq. (7)","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 6(a)","Eq. (7)","match","Theoretical LPN cross-correlation delay","NR","eq","0.89057","NR","NR","NA","NR","ms","link","NR","NR","source_reported_sensing_function","NR","Analytical delay for the 90-km link and 2-km delay fiber.","NR","COND-SCR00008-UNCOMPENSATED-CORRELATION","Measured negative-spike delay 0.88687 ms.","analytical","reported","CG-FTDVS-CROSS-CORRELATION-DELAY","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-021","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-COMPENSATED-LOCATION","","sensing","other","Compensated vibration delay t2","link","laboratory_experiment","scalar","eq","0.40662","","","NR","","ms","reported","reported","DBR with LPN compensation; positive cross-correlation peak.","Uncompensated phases do not show the required positive peak.","CG-FTDVS-CROSS-CORRELATION-DELAY","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 6(a)","Eqs. (7) and (8)","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 6(a)","Eqs. (7) and (8)","match","Compensated vibration delay t2","NR","eq","0.40662","NR","NR","NR","NR","ms","link","NR","NR","source_reported_sensing_function","NR","DBR with LPN compensation; positive cross-correlation peak.","NR","COND-SCR00008-COMPENSATED-LOCATION","Uncompensated phases do not show the required positive peak.","laboratory_experiment","reported","CG-FTDVS-CROSS-CORRELATION-DELAY","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-024","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-1KHZ-30TRIALS","","sensing","other","Location fluctuation range at 1 kHz","link","laboratory_experiment","scalar","eq","38.8","","","NA","","m","reported","reported","1-kHz PZT; 30 acquisitions; communication off.","3-kHz range 18.2 m; 10-kHz range 9.4 m.","CG-FTDVS-LOCATION-FLUCTUATION-RANGE","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 6(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 6(b)","NR","match","Location fluctuation range at 1 kHz","NR","eq","38.8","NR","NR","NA","NR","m","link","NR","NR","source_reported_sensing_function","NR","1-kHz PZT; 30 acquisitions; communication off.","NR","COND-SCR00008-1KHZ-30TRIALS","3-kHz range 18.2 m; 10-kHz range 9.4 m.","laboratory_experiment","reported","CG-FTDVS-LOCATION-FLUCTUATION-RANGE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-026","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-3KHZ-30TRIALS","","sensing","other","Location fluctuation range at 3 kHz","link","laboratory_experiment","scalar","eq","18.2","","","NA","","m","reported","reported","3-kHz PZT; 30 acquisitions; communication off.","1-kHz range 38.8 m; 10-kHz range 9.4 m.","CG-FTDVS-LOCATION-FLUCTUATION-RANGE","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 6(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 6(b)","NR","match","Location fluctuation range at 3 kHz","NR","eq","18.2","NR","NR","NA","NR","m","link","NR","NR","source_reported_sensing_function","NR","3-kHz PZT; 30 acquisitions; communication off.","NR","COND-SCR00008-3KHZ-30TRIALS","1-kHz range 38.8 m; 10-kHz range 9.4 m.","laboratory_experiment","reported","CG-FTDVS-LOCATION-FLUCTUATION-RANGE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00008-028","STC-SINGLETON-SCR-00008","SCR-00008","COND-SCR00008-10KHZ-30TRIALS","","sensing","other","Location fluctuation range at 10 kHz","link","laboratory_experiment","scalar","eq","9.4","","","NA","","m","reported","reported","10-kHz PZT; 30 acquisitions; communication off.","1-kHz range 38.8 m; 3-kHz range 18.2 m.","CG-FTDVS-LOCATION-FLUCTUATION-RANGE","conditionally_comparable","conditionally_admissible","6","3. Experiments and Result Discussion","","Fig. 6(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Enhanced single-fiber bi-directional FT-DVS using a 600-kHz linewidth DBR laser with LPN compensation for O-ISAC [Invited]","10.3788/col202624.030006","only_report_in_phase_g_source_set","36F3A5197EFA32B5E29E29C0A1989250321B1E03D0AF152C735F24DC8090BA06","yes","match","6","3. Experiments and Result Discussion","NR","Fig. 6(b)","NR","match","Location fluctuation range at 10 kHz","NR","eq","9.4","NR","NR","NA","NR","m","link","NR","NR","source_reported_sensing_function","NR","10-kHz PZT; 30 acquisitions; communication off.","NR","COND-SCR00008-10KHZ-30TRIALS","1-kHz range 38.8 m; 3-kHz range 18.2 m.","laboratory_experiment","reported","CG-FTDVS-LOCATION-FLUCTUATION-RANGE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00036-G2-001","STC-SINGLETON-SCR-00036","SCR-00036","COND-SCR00036-CALIBRATED-ECHO","","sensing","sensing_SNR","Echo SNR enhancement after switch calibration","system","laboratory_experiment","scalar","eq","16.5","","","","","dB","reported","reported","Eight-channel PAPA echo after on-chip optical-switch calibration.","Before calibration.","CG-SCR00036-ECHO-CALIBRATION","conditionally_comparable","conditionally_admissible","5-6","2.2 Implementation of ISAC Based on the Phased-Array Chip","","Fig. 4(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Millimeter-Wave Integrated Sensing and Communication System Based on a Photonics-Assisted Phased Array","10.1002/lpor.202502350","only_report_in_phase_g_source_set","E20C735D16C6D25519FB3FE684B889EA6026F1FDA7DA62D12ED2562A7558075A","yes","match","5-6","2.2 Implementation of ISAC Based on the Phased-Array Chip","NR","Fig. 4(b)","NR","match","Echo SNR enhancement after switch calibration","NR","eq","16.5","NR","NR","NR","NR","dB","system","NR","NR","source_reported_sensing_function","NR","Eight-channel PAPA echo after on-chip optical-switch calibration.","NR","COND-SCR00036-CALIBRATED-ECHO","Before calibration.","laboratory_experiment","reported","CG-SCR00036-ECHO-CALIBRATION","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
