paper_id,category,metric,symbol,plane,evidence,full_reasoning
O_ISAC_291,Comm Metrics,Data Rate,R,Electrical,"Our current HoloCube prototype achieves up to 70 Kbps goodput at 4m, suitable for office use.","The authors evaluate the performance of their HoloCube system using BER as a metric. They compare the BER of their system with 1D and 2D tags and show that their system achieves a lower BER. They also mention the data rate achieved by their system, which is up to 70 Kbps at 4m."
O_ISAC_300,Comm Metrics,Data Rate,R_B,N/A,achieving a 20 Gbps data rate,"The authors evaluate the performance of a dual-chirp-based integrated waveform for photonic THz-ISAC systems. They analyze the quasi-orthogonal property of the proposed waveform and its effects on communication and sensing performance. The results show that the proposed waveform can achieve a high data rate of 20 Gbps and a low EVM, while also providing a high PSLR and range resolution. The authors also discuss the trade-off between communication and sensing performance and the impact of the amplitude ratio on the system's performance."
O_ISAC_300,Comm Metrics,EVM,EVM,Electrical,EVM performance without the LMS filter,"The authors evaluate the performance of a dual-chirp-based integrated waveform for photonic THz-ISAC systems. They analyze the quasi-orthogonal property of the proposed waveform and its effects on communication and sensing performance. The results show that the proposed waveform can achieve a high data rate of 20 Gbps and a low EVM, while also providing a high PSLR and range resolution. The authors also discuss the trade-off between communication and sensing performance and the impact of the amplitude ratio on the system's performance."
O_ISAC_300,Sensing (Est),Range Resolution,Δr,N/A,1.5 cm range resolution,"The authors evaluate the performance of a dual-chirp-based integrated waveform for photonic THz-ISAC systems. They analyze the quasi-orthogonal property of the proposed waveform and its effects on communication and sensing performance. The results show that the proposed waveform can achieve a high data rate of 20 Gbps and a low EVM, while also providing a high PSLR and range resolution. The authors also discuss the trade-off between communication and sensing performance and the impact of the amplitude ratio on the system's performance."
O_ISAC_300,Sensing (Detection),PSLR,PSLR,N/A,29.2 dB PSLR,"The authors evaluate the performance of a dual-chirp-based integrated waveform for photonic THz-ISAC systems. They analyze the quasi-orthogonal property of the proposed waveform and its effects on communication and sensing performance. The results show that the proposed waveform can achieve a high data rate of 20 Gbps and a low EVM, while also providing a high PSLR and range resolution. The authors also discuss the trade-off between communication and sensing performance and the impact of the amplitude ratio on the system's performance."
O_ISAC_300,Comm Metrics,SNR,SNR,Electrical,SNR for synchronization,"The authors evaluate the performance of a dual-chirp-based integrated waveform for photonic THz-ISAC systems. They analyze the quasi-orthogonal property of the proposed waveform and its effects on communication and sensing performance. The results show that the proposed waveform can achieve a high data rate of 20 Gbps and a low EVM, while also providing a high PSLR and range resolution. The authors also discuss the trade-off between communication and sensing performance and the impact of the amplitude ratio on the system's performance."
O_ISAC_301,Comm Metrics,NDR,NDR,Electrical,NDR with different peak-to-peak voltage (Vpp) of the AWG output,"The authors evaluate sensing performance using distance resolution and accuracy. For comms, they plot NDR vs Vpp and ROP, and estimate SNR using EVM. Radar sensing utilizes LFM signals to detect user locations, with a theoretical resolution of 1.5 cm and actual resolution of 1.95 cm."
O_ISAC_301,Comm Metrics,EVM,EVM,Electrical,SNR is estimated by measuring the error vector magnitude (EVM) of the received signal,"The authors evaluate sensing performance using distance resolution and accuracy. For comms, they plot NDR vs Vpp and ROP, and estimate SNR using EVM. Radar sensing utilizes LFM signals to detect user locations, with a theoretical resolution of 1.5 cm and actual resolution of 1.95 cm."
O_ISAC_301,Comm Metrics,SNR,SNR,Electrical,SNR estimation is converted to distance measurement based on a reference SNR baseline,"The authors evaluate sensing performance using distance resolution and accuracy. For comms, they plot NDR vs Vpp and ROP, and estimate SNR using EVM. Radar sensing utilizes LFM signals to detect user locations, with a theoretical resolution of 1.5 cm and actual resolution of 1.95 cm."
O_ISAC_301,Sensing (Est),Resolution,Δd,N/A,theoretical resolution of the distance detection is δd = c/(2kTLFM),"The authors evaluate sensing performance using distance resolution and accuracy. For comms, they plot NDR vs Vpp and ROP, and estimate SNR using EVM. Radar sensing utilizes LFM signals to detect user locations, with a theoretical resolution of 1.5 cm and actual resolution of 1.95 cm."
O_ISAC_301,Sensing (Est),Accuracy,Error,N/A,"actual resolution, which is tested by measuring the −6 dB span of the target peak, is as low as 1.95 cm","The authors evaluate sensing performance using distance resolution and accuracy. For comms, they plot NDR vs Vpp and ROP, and estimate SNR using EVM. Radar sensing utilizes LFM signals to detect user locations, with a theoretical resolution of 1.5 cm and actual resolution of 1.95 cm."
O_ISAC_303,Comm Metrics,Data Rate,N/A,N/A,The system reached a transmission rate of 400 Mbps.,"The authors introduce the concept of LiSAC, which integrates lighting, sensing, and communication. They discuss the basics of visible light communication, including channel characteristics, modulation schemes, and system design. The paper also explores the applications of LiSAC in various fields and its challenges. For communication performance, the authors mention data rates and modulation schemes, but do not provide specific metrics such as BER, capacity, or throughput. For sensing performance, they discuss the use of light intensity, spectrum, and polarization for sensing, but do not provide specific metrics such as resolution or accuracy."
O_ISAC_303,Comm Metrics,Modulation Scheme,N/A,N/A,"The authors mention OOK, VPPM, CSK, and OFDM as modulation schemes used in VLC.","The authors introduce the concept of LiSAC, which integrates lighting, sensing, and communication. They discuss the basics of visible light communication, including channel characteristics, modulation schemes, and system design. The paper also explores the applications of LiSAC in various fields and its challenges. For communication performance, the authors mention data rates and modulation schemes, but do not provide specific metrics such as BER, capacity, or throughput. For sensing performance, they discuss the use of light intensity, spectrum, and polarization for sensing, but do not provide specific metrics such as resolution or accuracy."
O_ISAC_303,Sensing (Est),Light Intensity,N/A,N/A,"The authors discuss the use of light intensity for sensing, but do not provide specific metrics such as resolution or accuracy.","The authors introduce the concept of LiSAC, which integrates lighting, sensing, and communication. They discuss the basics of visible light communication, including channel characteristics, modulation schemes, and system design. The paper also explores the applications of LiSAC in various fields and its challenges. For communication performance, the authors mention data rates and modulation schemes, but do not provide specific metrics such as BER, capacity, or throughput. For sensing performance, they discuss the use of light intensity, spectrum, and polarization for sensing, but do not provide specific metrics such as resolution or accuracy."
O_ISAC_303,Sensing (Est),Spectrum,N/A,N/A,"The authors discuss the use of light spectrum for sensing, but do not provide specific metrics such as resolution or accuracy.","The authors introduce the concept of LiSAC, which integrates lighting, sensing, and communication. They discuss the basics of visible light communication, including channel characteristics, modulation schemes, and system design. The paper also explores the applications of LiSAC in various fields and its challenges. For communication performance, the authors mention data rates and modulation schemes, but do not provide specific metrics such as BER, capacity, or throughput. For sensing performance, they discuss the use of light intensity, spectrum, and polarization for sensing, but do not provide specific metrics such as resolution or accuracy."
O_ISAC_303,Sensing (Est),Polarization,N/A,N/A,"The authors discuss the use of light polarization for sensing, but do not provide specific metrics such as resolution or accuracy.","The authors introduce the concept of LiSAC, which integrates lighting, sensing, and communication. They discuss the basics of visible light communication, including channel characteristics, modulation schemes, and system design. The paper also explores the applications of LiSAC in various fields and its challenges. For communication performance, the authors mention data rates and modulation schemes, but do not provide specific metrics such as BER, capacity, or throughput. For sensing performance, they discuss the use of light intensity, spectrum, and polarization for sensing, but do not provide specific metrics such as resolution or accuracy."
O_ISAC_304,Sensing (Est),Resolution,Delta,N/A,"The radar range resolution is investigated and found to be 1.875 cm, which is twice that of the input LFM signal.","The authors propose a photonic joint radar and communication system using a chirp-polarity coded LFM waveform. The system's performance is evaluated in terms of radar range resolution, unambiguous range, and range-Doppler resolution. The communication function is also verified through simulation. The results show that the shared waveform has high range resolution, expanded unambiguous range, and velocity-distance detection capability."
O_ISAC_304,Sensing (Est),Range Resolution,R,N/A,The range resolution of the generated signal is 1.875 cm.,"The authors propose a photonic joint radar and communication system using a chirp-polarity coded LFM waveform. The system's performance is evaluated in terms of radar range resolution, unambiguous range, and range-Doppler resolution. The communication function is also verified through simulation. The results show that the shared waveform has high range resolution, expanded unambiguous range, and velocity-distance detection capability."
O_ISAC_304,Sensing (Det),Pd (Detect Prob),Pd,N/A,"The detection probability is not explicitly mentioned, but the system is shown to be capable of detecting targets.","The authors propose a photonic joint radar and communication system using a chirp-polarity coded LFM waveform. The system's performance is evaluated in terms of radar range resolution, unambiguous range, and range-Doppler resolution. The communication function is also verified through simulation. The results show that the shared waveform has high range resolution, expanded unambiguous range, and velocity-distance detection capability."
O_ISAC_304,Comm,Throughput,Rb,Electrical,The communication bit rate is 10 Mbit/s.,"The authors propose a photonic joint radar and communication system using a chirp-polarity coded LFM waveform. The system's performance is evaluated in terms of radar range resolution, unambiguous range, and range-Doppler resolution. The communication function is also verified through simulation. The results show that the shared waveform has high range resolution, expanded unambiguous range, and velocity-distance detection capability."
O_ISAC_304,Comm,BER,Pb,Electrical,"The bit error rate is not explicitly mentioned, but the communication information can be recovered.","The authors propose a photonic joint radar and communication system using a chirp-polarity coded LFM waveform. The system's performance is evaluated in terms of radar range resolution, unambiguous range, and range-Doppler resolution. The communication function is also verified through simulation. The results show that the shared waveform has high range resolution, expanded unambiguous range, and velocity-distance detection capability."
O_ISAC_310,Comm Metrics,BER,Pb,Electrical,BER performance against electrical SNR...,The authors evaluate the performance of a THz ISAC system using metrics such as BER for communication and radar range resolution for sensing. They also demonstrate 2D positioning using a trilateration algorithm.
O_ISAC_310,Comm Metrics,Data Rate,R,N/A,a communication data rate of 18.448 Gbit/s,The authors evaluate the performance of a THz ISAC system using metrics such as BER for communication and radar range resolution for sensing. They also demonstrate 2D positioning using a trilateration algorithm.
O_ISAC_310,Sensing (Est),Resolution,Δ,N/A,an equivalent radar range resolution of 1.78 cm,The authors evaluate the performance of a THz ISAC system using metrics such as BER for communication and radar range resolution for sensing. They also demonstrate 2D positioning using a trilateration algorithm.
O_ISAC_310,Sensing (Est),Accuracy,RMSE,N/A,the positioning error is ~1.76 cm,The authors evaluate the performance of a THz ISAC system using metrics such as BER for communication and radar range resolution for sensing. They also demonstrate 2D positioning using a trilateration algorithm.
O_ISAC_310,Signal Quality,SNR,SNR,Electrical,the radar signal-to-noise ratio (SNR) decreases as the PMI increases,The authors evaluate the performance of a THz ISAC system using metrics such as BER for communication and radar range resolution for sensing. They also demonstrate 2D positioning using a trilateration algorithm.
O_ISAC_324,Sensing (Est),Resolution (Delta),ΔL,N/A,"a strain resolution of 0.50 n*𝜀*∕ √ Hz, and a spatial resolution of 0.20 m under shot-noise-limited detection","The authors propose an integrated sensing and quantum network (ISAQN) scheme that achieves secure key distribution and distributed sensing. The scheme uses a round-trip multiband structure for point-to-multipoint QKD and a spectrum phase monitoring (SPM) protocol for distributed sensing. The authors experimentally demonstrate the feasibility of the scheme, achieving a secret key rate of approximately 0.7 Mbits/s and a vibration response bandwidth ranging from 1 Hz to 2 kHz."
O_ISAC_324,Comm Metrics,Throughput,SKR,Electrical,a secret key rate (SKR) of approximately 0.7 Mbits/s under 10-km standard fiber transmission,"The authors propose an integrated sensing and quantum network (ISAQN) scheme that achieves secure key distribution and distributed sensing. The scheme uses a round-trip multiband structure for point-to-multipoint QKD and a spectrum phase monitoring (SPM) protocol for distributed sensing. The authors experimentally demonstrate the feasibility of the scheme, achieving a secret key rate of approximately 0.7 Mbits/s and a vibration response bandwidth ranging from 1 Hz to 2 kHz."
O_ISAC_324,Sensing (Est),Accuracy (RMSE/CRB),Δφ,N/A,the phase change of the i-th child node Δφi induced by vibration event can be demodulated through the coherent demodulation,"The authors propose an integrated sensing and quantum network (ISAQN) scheme that achieves secure key distribution and distributed sensing. The scheme uses a round-trip multiband structure for point-to-multipoint QKD and a spectrum phase monitoring (SPM) protocol for distributed sensing. The authors experimentally demonstrate the feasibility of the scheme, achieving a secret key rate of approximately 0.7 Mbits/s and a vibration response bandwidth ranging from 1 Hz to 2 kHz."
O_ISAC_340,Comm Metrics,Throughput,N/A,N/A,The project aims to develop a high-speed 6G-V2X network with a speed of 100 Gb/s/λ.,"The authors propose the 6G-EWOC project, which aims to create an AI-enhanced fiber-wireless optical 6G network to support advanced use cases for Fully Autonomous Vehicles (FAVs). The project focuses on the development of a high-speed 6G-V2X network that combines fiber-optic and wireless technologies, as well as AI, to support advanced network and CAM services. The project's objectives include the development of OWC for V2V and high-rate V2I applications, efficient deployment of connected laser/radio detection and ranging technology, and the development of programmable integrated circuits for adaptable transmitter and receiver systems."
O_ISAC_340,Comm Metrics,Data Rate,N/A,N/A,V2V OWC may utilize the existing lighting technology to transmit data at high speeds (100 Mb/s to multi-Gb/s).,"The authors propose the 6G-EWOC project, which aims to create an AI-enhanced fiber-wireless optical 6G network to support advanced use cases for Fully Autonomous Vehicles (FAVs). The project focuses on the development of a high-speed 6G-V2X network that combines fiber-optic and wireless technologies, as well as AI, to support advanced network and CAM services. The project's objectives include the development of OWC for V2V and high-rate V2I applications, efficient deployment of connected laser/radio detection and ranging technology, and the development of programmable integrated circuits for adaptable transmitter and receiver systems."
O_ISAC_340,Comm Metrics,Capacity,N/A,N/A,The project focuses on the development of a high-capacity fiber-optic fronthaul infrastructure.,"The authors propose the 6G-EWOC project, which aims to create an AI-enhanced fiber-wireless optical 6G network to support advanced use cases for Fully Autonomous Vehicles (FAVs). The project focuses on the development of a high-speed 6G-V2X network that combines fiber-optic and wireless technologies, as well as AI, to support advanced network and CAM services. The project's objectives include the development of OWC for V2V and high-rate V2I applications, efficient deployment of connected laser/radio detection and ranging technology, and the development of programmable integrated circuits for adaptable transmitter and receiver systems."
O_ISAC_340,Sensing (Est),Resolution,N/A,N/A,The project aims to develop connected laser/radio detection and ranging technology with high-density point clouds within a camera-like FOV of 30ºx20º at 7 fps.,"The authors propose the 6G-EWOC project, which aims to create an AI-enhanced fiber-wireless optical 6G network to support advanced use cases for Fully Autonomous Vehicles (FAVs). The project focuses on the development of a high-speed 6G-V2X network that combines fiber-optic and wireless technologies, as well as AI, to support advanced network and CAM services. The project's objectives include the development of OWC for V2V and high-rate V2I applications, efficient deployment of connected laser/radio detection and ranging technology, and the development of programmable integrated circuits for adaptable transmitter and receiver systems."
O_ISAC_340,Sensing (Est),Accuracy,N/A,N/A,The project aims to develop a connected RaDAR with simultaneously detection and communication capabilities for a range of <200 m and between 0.5 and 1 Gb/s.,"The authors propose the 6G-EWOC project, which aims to create an AI-enhanced fiber-wireless optical 6G network to support advanced use cases for Fully Autonomous Vehicles (FAVs). The project focuses on the development of a high-speed 6G-V2X network that combines fiber-optic and wireless technologies, as well as AI, to support advanced network and CAM services. The project's objectives include the development of OWC for V2V and high-rate V2I applications, efficient deployment of connected laser/radio detection and ranging technology, and the development of programmable integrated circuits for adaptable transmitter and receiver systems."
O_ISAC_340,Sensing (Det),Pd,N/A,N/A,The project aims to develop a connected LiDAR with sensing capabilities up to 200 m and <500 kHz PRR (bitrate) for ISAC applications in autonomous navigation systems.,"The authors propose the 6G-EWOC project, which aims to create an AI-enhanced fiber-wireless optical 6G network to support advanced use cases for Fully Autonomous Vehicles (FAVs). The project focuses on the development of a high-speed 6G-V2X network that combines fiber-optic and wireless technologies, as well as AI, to support advanced network and CAM services. The project's objectives include the development of OWC for V2V and high-rate V2I applications, efficient deployment of connected laser/radio detection and ranging technology, and the development of programmable integrated circuits for adaptable transmitter and receiver systems."
O_ISAC_340,Signal Quality,SNR,N/A,Electrical,No direct evidence of SNR or OSNR is found in the provided text.,"The authors propose the 6G-EWOC project, which aims to create an AI-enhanced fiber-wireless optical 6G network to support advanced use cases for Fully Autonomous Vehicles (FAVs). The project focuses on the development of a high-speed 6G-V2X network that combines fiber-optic and wireless technologies, as well as AI, to support advanced network and CAM services. The project's objectives include the development of OWC for V2V and high-rate V2I applications, efficient deployment of connected laser/radio detection and ranging technology, and the development of programmable integrated circuits for adaptable transmitter and receiver systems."
O_ISAC_347,Comm Metrics,SNR,SNR,Electrical,The effective SNR improves by 1.5 dB from the initial 16 dB after training.,"The authors evaluate the performance of a learned digital back-propagation (LDBP) algorithm for compensating nonlinear impairments in an integrated sensing and communication (ISAC) system. The system uses a 4-PAM-LFM optical-domain waveform. The authors analyze the influence of initial frequency, bandwidth, and launch power on the compensation effectiveness of LDBP. They also compare the performance of LDBP with traditional digital back-propagation (DBP) methods."
O_ISAC_347,Comm Metrics,BER,BER,Electrical,"When the initial frequency is equal to 9 GHz, the effective SNR is only ~8 dB, which corresponds to a BER of roughly 10^-3.","The authors evaluate the performance of a learned digital back-propagation (LDBP) algorithm for compensating nonlinear impairments in an integrated sensing and communication (ISAC) system. The system uses a 4-PAM-LFM optical-domain waveform. The authors analyze the influence of initial frequency, bandwidth, and launch power on the compensation effectiveness of LDBP. They also compare the performance of LDBP with traditional digital back-propagation (DBP) methods."
O_ISAC_347,Signal Quality,SNR,SNR,Electrical,The SNR after LDBP compensation stabilizes at about 17 dB.,"The authors evaluate the performance of a learned digital back-propagation (LDBP) algorithm for compensating nonlinear impairments in an integrated sensing and communication (ISAC) system. The system uses a 4-PAM-LFM optical-domain waveform. The authors analyze the influence of initial frequency, bandwidth, and launch power on the compensation effectiveness of LDBP. They also compare the performance of LDBP with traditional digital back-propagation (DBP) methods."
O_ISAC_348,Comm Metrics,BER,Pb,Electrical,BER performance of 56 Gbit/s PAM4 signal in B2B and 24.5 km fibre transmission.,"The authors evaluate the performance of an integrated sensing and communication system in an optical fibre (ISAC-OF) using a periodic linear frequency modulation (LFM) light as the optical carrier and sensing probe. The system achieves better transmission performance (~1.3 dB improvement) and a larger launching power (7 dB enhancement) at a 56 Gbit/s bit rate compared to a conventional PAM4 signal transmission. The sensing performance is also evaluated, and the system achieves a 4 m spatial resolution, 4.32-nε/√Hz strain resolution, and an effective sampling rate in excess of 21 kHz."
O_ISAC_348,Comm Metrics,Launching Power,P_launch,Optical,The optimal launching power is improved by 7 dB in comparison with the conventional PAM4 signal transmission.,"The authors evaluate the performance of an integrated sensing and communication system in an optical fibre (ISAC-OF) using a periodic linear frequency modulation (LFM) light as the optical carrier and sensing probe. The system achieves better transmission performance (~1.3 dB improvement) and a larger launching power (7 dB enhancement) at a 56 Gbit/s bit rate compared to a conventional PAM4 signal transmission. The sensing performance is also evaluated, and the system achieves a 4 m spatial resolution, 4.32-nε/√Hz strain resolution, and an effective sampling rate in excess of 21 kHz."
O_ISAC_348,Comm Metrics,Received Power,P_recv,Optical,The received power is fixed at −6 dBm in all tests.,"The authors evaluate the performance of an integrated sensing and communication system in an optical fibre (ISAC-OF) using a periodic linear frequency modulation (LFM) light as the optical carrier and sensing probe. The system achieves better transmission performance (~1.3 dB improvement) and a larger launching power (7 dB enhancement) at a 56 Gbit/s bit rate compared to a conventional PAM4 signal transmission. The sensing performance is also evaluated, and the system achieves a 4 m spatial resolution, 4.32-nε/√Hz strain resolution, and an effective sampling rate in excess of 21 kHz."
O_ISAC_348,Sensing (Est),Spatial Resolution,SR,N/A,A 4 m spatial resolution is achieved.,"The authors evaluate the performance of an integrated sensing and communication system in an optical fibre (ISAC-OF) using a periodic linear frequency modulation (LFM) light as the optical carrier and sensing probe. The system achieves better transmission performance (~1.3 dB improvement) and a larger launching power (7 dB enhancement) at a 56 Gbit/s bit rate compared to a conventional PAM4 signal transmission. The sensing performance is also evaluated, and the system achieves a 4 m spatial resolution, 4.32-nε/√Hz strain resolution, and an effective sampling rate in excess of 21 kHz."
O_ISAC_348,Sensing (Est),Strain Resolution,ε,N/A,A 4.32-nε/√Hz strain resolution is obtained.,"The authors evaluate the performance of an integrated sensing and communication system in an optical fibre (ISAC-OF) using a periodic linear frequency modulation (LFM) light as the optical carrier and sensing probe. The system achieves better transmission performance (~1.3 dB improvement) and a larger launching power (7 dB enhancement) at a 56 Gbit/s bit rate compared to a conventional PAM4 signal transmission. The sensing performance is also evaluated, and the system achieves a 4 m spatial resolution, 4.32-nε/√Hz strain resolution, and an effective sampling rate in excess of 21 kHz."
O_ISAC_348,Sensing (Est),Frequency Response,f_resp,N/A,The frequency response exceeds 20 kHz.,"The authors evaluate the performance of an integrated sensing and communication system in an optical fibre (ISAC-OF) using a periodic linear frequency modulation (LFM) light as the optical carrier and sensing probe. The system achieves better transmission performance (~1.3 dB improvement) and a larger launching power (7 dB enhancement) at a 56 Gbit/s bit rate compared to a conventional PAM4 signal transmission. The sensing performance is also evaluated, and the system achieves a 4 m spatial resolution, 4.32-nε/√Hz strain resolution, and an effective sampling rate in excess of 21 kHz."
O_ISAC_348,Signal Quality,OSNR,OSNR,Optical,"The OSNR is not explicitly mentioned, but the authors discuss the effect of SBS on the transmission performance.","The authors evaluate the performance of an integrated sensing and communication system in an optical fibre (ISAC-OF) using a periodic linear frequency modulation (LFM) light as the optical carrier and sensing probe. The system achieves better transmission performance (~1.3 dB improvement) and a larger launching power (7 dB enhancement) at a 56 Gbit/s bit rate compared to a conventional PAM4 signal transmission. The sensing performance is also evaluated, and the system achieves a 4 m spatial resolution, 4.32-nε/√Hz strain resolution, and an effective sampling rate in excess of 21 kHz."
O_ISAC_348,Signal Quality,SNR,SNR,Electrical,A signal-to-noise ratio (SNR) of 21.55 dB is obtained.,"The authors evaluate the performance of an integrated sensing and communication system in an optical fibre (ISAC-OF) using a periodic linear frequency modulation (LFM) light as the optical carrier and sensing probe. The system achieves better transmission performance (~1.3 dB improvement) and a larger launching power (7 dB enhancement) at a 56 Gbit/s bit rate compared to a conventional PAM4 signal transmission. The sensing performance is also evaluated, and the system achieves a 4 m spatial resolution, 4.32-nε/√Hz strain resolution, and an effective sampling rate in excess of 21 kHz."
O_ISAC_349,Sensing (Est),CRLB,CRLB,N/A,derive the CRLB for range estimation...,"The authors evaluate sensing performance using CRLB for range estimation and compare it with RMSE. For comms, they plot BER vs data rate. The proposed LFM-PSK waveform achieves a PSLR of up to 20.9 dB and a range resolution of 1.3 cm, simultaneously accommodating a data transmission of 6 Gbit/s."
O_ISAC_349,Sensing (Est),Range Resolution,ΔR,N/A,achieve a range resolution of 1.3 cm,"The authors evaluate sensing performance using CRLB for range estimation and compare it with RMSE. For comms, they plot BER vs data rate. The proposed LFM-PSK waveform achieves a PSLR of up to 20.9 dB and a range resolution of 1.3 cm, simultaneously accommodating a data transmission of 6 Gbit/s."
O_ISAC_349,Sensing (Det),PSLR,PSLR,N/A,reach a PSLR of up to 20.9 dB,"The authors evaluate sensing performance using CRLB for range estimation and compare it with RMSE. For comms, they plot BER vs data rate. The proposed LFM-PSK waveform achieves a PSLR of up to 20.9 dB and a range resolution of 1.3 cm, simultaneously accommodating a data transmission of 6 Gbit/s."
O_ISAC_349,Comm,BER,Pb,Electrical,plot BER vs data rate,"The authors evaluate sensing performance using CRLB for range estimation and compare it with RMSE. For comms, they plot BER vs data rate. The proposed LFM-PSK waveform achieves a PSLR of up to 20.9 dB and a range resolution of 1.3 cm, simultaneously accommodating a data transmission of 6 Gbit/s."
O_ISAC_349,Comm,Data Rate,Rb,N/A,accommodating a data transmission of 6 Gbit/s,"The authors evaluate sensing performance using CRLB for range estimation and compare it with RMSE. For comms, they plot BER vs data rate. The proposed LFM-PSK waveform achieves a PSLR of up to 20.9 dB and a range resolution of 1.3 cm, simultaneously accommodating a data transmission of 6 Gbit/s."
O_ISAC_350,Sensing (Detection),Pd (Detect Prob),N/A,N/A,The change period of the photocurrent curve is consistent with the rotation period of the target object.,"The authors evaluate the performance of an integrated optoelectronic chip for motion detection and visible light communication. The chip uses GaN multiple quantum wells and operates in the blue band. The transmitter sends a visible light signal, which is modulated by the motion of the target object and reflected back to the receiver. The receiver detects the change in photocurrent, allowing for motion detection. The authors also investigate the optoelectronic characteristics and visible light communication performance of the chip."
O_ISAC_350,Comm,Throughput,N/A,Electrical,The optoelectronic chip as a transmitter can realize high-speed visible light communication transmission at 25 Mbps.,"The authors evaluate the performance of an integrated optoelectronic chip for motion detection and visible light communication. The chip uses GaN multiple quantum wells and operates in the blue band. The transmitter sends a visible light signal, which is modulated by the motion of the target object and reflected back to the receiver. The receiver detects the change in photocurrent, allowing for motion detection. The authors also investigate the optoelectronic characteristics and visible light communication performance of the chip."
O_ISAC_350,Comm,BER,N/A,Electrical,"The eye diagram at the corresponding transmission rate with acceptable overshoot amplitude, clear open eye, small signal amplitude distortion, and clear rising and falling edges, indicating that the signal noise is small.","The authors evaluate the performance of an integrated optoelectronic chip for motion detection and visible light communication. The chip uses GaN multiple quantum wells and operates in the blue band. The transmitter sends a visible light signal, which is modulated by the motion of the target object and reflected back to the receiver. The receiver detects the change in photocurrent, allowing for motion detection. The authors also investigate the optoelectronic characteristics and visible light communication performance of the chip."
O_ISAC_350,Sensing (Est),Resolution (Delta),N/A,N/A,The optoelectronic chip can detect the motion of the target object with a resolution of 30 rpm.,"The authors evaluate the performance of an integrated optoelectronic chip for motion detection and visible light communication. The chip uses GaN multiple quantum wells and operates in the blue band. The transmitter sends a visible light signal, which is modulated by the motion of the target object and reflected back to the receiver. The receiver detects the change in photocurrent, allowing for motion detection. The authors also investigate the optoelectronic characteristics and visible light communication performance of the chip."
O_ISAC_351,Sensing (Est),Resolution (Delta),N/A,N/A,achieves a depth measurement accuracy of tens of millimeters,"The authors evaluate sensing performance using Hamiltonian coding for range estimation and compare it with sinusoid coding. For comms, they plot BER vs distance."
O_ISAC_351,Sensing (Est),Accuracy (RMSE/CRB),RMSE,N/A,average ranging precision is improved to 4.46 mm,"The authors evaluate sensing performance using Hamiltonian coding for range estimation and compare it with sinusoid coding. For comms, they plot BER vs distance."
O_ISAC_351,Comm,BER,Pb,Electrical,"the number of communication error codes is always 0, under 7% pre-forward error correction (pre-FEC) limit of 3*.*8 × 10−3","The authors evaluate sensing performance using Hamiltonian coding for range estimation and compare it with sinusoid coding. For comms, they plot BER vs distance."
O_ISAC_351,Comm,Throughput,N/A,N/A,data rate 20 Mbps,"The authors evaluate sensing performance using Hamiltonian coding for range estimation and compare it with sinusoid coding. For comms, they plot BER vs distance."
O_ISAC_354,Comm Metrics,Throughput,None,Electrical,"The VLC performance of the photonics chip was also investigated, with transmission speeds reaching 24 Mbps as a transmitter and 26 kbps as a transceiver.",The authors propose an ISAC chip for motion detection and VLC based on III-nitride multiple quantum wells. The chip features a transmitter and receiver on a sapphire wafer with InGaN/GaN MQWs. The EL of the transmitter and responsivity spectra of the receiver overlap by 46 nm. The transmitter emits green light that is modulated by a rotating mirror and then reflected back to the receiver on the same chip. The rotation speed of the mirror is monitored by detecting the photocurrent of the receiver.
O_ISAC_354,Comm Metrics,Bandwidth,f,Electrical,"The 3 dB modulation bandwidth of the transmitter at 10 mA current is presented, and it achieved 28.2 MHz.",The authors propose an ISAC chip for motion detection and VLC based on III-nitride multiple quantum wells. The chip features a transmitter and receiver on a sapphire wafer with InGaN/GaN MQWs. The EL of the transmitter and responsivity spectra of the receiver overlap by 46 nm. The transmitter emits green light that is modulated by a rotating mirror and then reflected back to the receiver on the same chip. The rotation speed of the mirror is monitored by detecting the photocurrent of the receiver.
O_ISAC_354,Sensing (Detection),Pd (Detect Prob),None,N/A,"The rotation speed of the mirror is monitored by detecting the photocurrent of the receiver, which indicates the detection of motion.",The authors propose an ISAC chip for motion detection and VLC based on III-nitride multiple quantum wells. The chip features a transmitter and receiver on a sapphire wafer with InGaN/GaN MQWs. The EL of the transmitter and responsivity spectra of the receiver overlap by 46 nm. The transmitter emits green light that is modulated by a rotating mirror and then reflected back to the receiver on the same chip. The rotation speed of the mirror is monitored by detecting the photocurrent of the receiver.
O_ISAC_354,Sensing (Estimation),Resolution (Delta),None,N/A,"The variation period of the photocurrent is consistent with the rotation speed of the mirror, which is set at either 28, 70, or 100 rpm.",The authors propose an ISAC chip for motion detection and VLC based on III-nitride multiple quantum wells. The chip features a transmitter and receiver on a sapphire wafer with InGaN/GaN MQWs. The EL of the transmitter and responsivity spectra of the receiver overlap by 46 nm. The transmitter emits green light that is modulated by a rotating mirror and then reflected back to the receiver on the same chip. The rotation speed of the mirror is monitored by detecting the photocurrent of the receiver.
O_ISAC_356,Comm Metrics,Throughput,R,Electrical,A record communication data rate of 120 Gbit/s,"The authors demonstrate a photonic THz-ISAC system with simultaneous 120 Gbit/s communication and 2.5 mm sensing resolution. The system uses a dual-chirp-based integrated waveform and coherent fusion processing. The communication performance is evaluated using EVM, and the sensing resolution is achieved using the CFP algorithm."
