paper_id,coupling_family,axis_x,axis_y,method,evidence,full_reasoning
O_ISAC_145,multi_objective,secrecy_rate,energy_consumption,weighted_sum,"The SEE metric is defined as the ratio of the system's secrecy capacity to the total consumed power, which reflects the trade-off between secure, reliable communication and minimal energy consumption.","The authors formulate a joint optimization in Section 5, trading off secrecy rate against energy consumption using the Secrecy Energy Efficiency (SEE) metric, which is defined as the ratio of the system's secrecy capacity to the total consumed power."
O_ISAC_150,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation found in the text.,"The authors discuss various requirements and technologies for 6G wireless communication systems, including high data rates, low latency, and high reliability. However, they do not formulate explicit trade-offs between communication and sensing metrics."
O_ISAC_151,multi_objective,latency,accuracy,weighted_sum,"The optimization objective is to calculate a composite score that captures the efficiency and effectiveness of resource allocation tailored to the unique requirements of each application, as given by the equation: $\max Score_{\text{all}} = \sum_{n=1}^{N} Score(A_n)V_n$","The authors propose a multi-objective optimization problem to allocate network resources efficiently, considering the trade-off between latency, accuracy, and reliability. The optimization objective is to calculate a composite score that captures the efficiency and effectiveness of resource allocation tailored to the unique requirements of each application."
O_ISAC_151,multi_objective,latency,reliability,weighted_sum,"The optimization objective is to calculate a composite score that captures the efficiency and effectiveness of resource allocation tailored to the unique requirements of each application, as given by the equation: $\max Score_{\text{all}} = \sum_{n=1}^{N} Score(A_n)V_n$","The authors propose a multi-objective optimization problem to allocate network resources efficiently, considering the trade-off between latency, accuracy, and reliability. The optimization objective is to calculate a composite score that captures the efficiency and effectiveness of resource allocation tailored to the unique requirements of each application."
O_ISAC_151,multi_objective,accuracy,reliability,weighted_sum,"The optimization objective is to calculate a composite score that captures the efficiency and effectiveness of resource allocation tailored to the unique requirements of each application, as given by the equation: $\max Score_{\text{all}} = \sum_{n=1}^{N} Score(A_n)V_n$","The authors propose a multi-objective optimization problem to allocate network resources efficiently, considering the trade-off between latency, accuracy, and reliability. The optimization objective is to calculate a composite score that captures the efficiency and effectiveness of resource allocation tailored to the unique requirements of each application."
O_ISAC_152,waveform_coupling,NONE detected,NONE detected,NONE detected,"The system utilizes a single photonics-generated signal to enable all three functionalities, but no explicit trade-off is formulated.","The authors propose a photonics-assisted system for joint radar ranging, wireless communications, and spectrum sensing. The system utilizes a single photonics-generated signal to enable all three functionalities. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_153,algorithmic_coupling,oscillation period,SNR,trade-off,"a longer optical path will reduce the SNR, consequently decreasing the Q value of the measurement transmission.","The authors discuss the trade-off between the oscillation period of the photocurrent and the SNR, which affects the Q value of the measurement transmission. This trade-off problem must be taken into account in practical applications."
O_ISAC_155,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation between communication and sensing metrics is found in the provided text.,"The authors discuss the trade-offs between energy efficiency, latency, and network usage in the context of robotic process orchestration. However, they do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_157,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the provided text.,"The authors propose a deep-learning-based DOA estimation method named SDOA-Net, which takes raw sampled data as input and utilizes convolution layers to extract features. The network's output is a vector that can be used to estimate the spatial spectrum, and the DOAs can be obtained by finding the peak values of this spectrum. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_159,waveform_coupling,communication_rate,sensing_resolution,NONE,"The proposed SCIE method can fully utilize the idle time-frequency dimensions of the LFMCW while preserving its large TBP, thereby enabling simultaneous ultra-high communication and high-performance sensing.","The authors propose a photonics-aided THz ISAC system based on a subcarrier-chirp inter-embedded (SCIE) waveform, which embeds subcarrier communication signals in the idle time-frequency dimension of a linear frequency-modulated continuous wave (LFMCW). The system achieves a high time-frequency efficiency, enabling simultaneous ultra-high communication and high-performance sensing. The authors formulate the capacity-resolution quotient (CRQ) and density of information-resolution quotient (DIRQ) to characterize the time-frequency efficiency of the ISAC waveform."
O_ISAC_159,multi_objective,information_content,range_resolution,weighted_sum,"The authors introduce the IRQ and DIRQ to characterize the time-frequency efficiency of the ISAC waveform, which is a weighted sum of information content and range resolution.","The authors propose a photonics-aided THz ISAC system based on a subcarrier-chirp inter-embedded (SCIE) waveform, which embeds subcarrier communication signals in the idle time-frequency dimension of a linear frequency-modulated continuous wave (LFMCW). The system achieves a high time-frequency efficiency, enabling simultaneous ultra-high communication and high-performance sensing. The authors formulate the capacity-resolution quotient (CRQ) and density of information-resolution quotient (DIRQ) to characterize the time-frequency efficiency of the ISAC waveform."
O_ISAC_160,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation or optimization method is mentioned in the provided text.,"The authors propose an Integrated Sensing and Communication System (ISAC) based path loss prediction approach, utilizing multi-modal data collected by millimeter-wave (mmWave) radars, laser radars, and cameras to forecast the end-to-end path loss distribution. However, there is no explicit trade-off formulation or optimization method mentioned in the provided text."
O_ISAC_161,hardware_coupling,NONE detected,NONE detected,NONE detected,"The authors emphasize the importance of shared hardware components, such as antennas, RF front-ends, and IF stages, but do not provide a specific trade-off formulation.","The authors discuss the integration of sensing and communication functions in ISAC systems, highlighting the need for shared hardware resources and unified signal processing chains. However, they do not formulate an explicit trade-off between communication and sensing metrics."
O_ISAC_162,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation found in the text.,"The authors discuss various aspects of Integrated Sensing and Communication (ISAC) systems, including channel models, link budget analysis, waveform design, and beamforming strategies. However, they do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_163,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the provided text.,"The authors discuss the concept of Reconfigurable Intelligent Surfaces (RIS) and their potential applications in 6G networks, including integrated sensing and communications (ISAC). However, they do not formulate an explicit trade-off between communication and sensing metrics."
O_ISAC_164,algorithmic_coupling,communication_performance,sensing_quality,weighted_sum,The objective of OC-ISAC performance optimization is to determine an appropriate camera exposure time Te such that the average performance of both communication and sensing is maximized: ... Y(Te) = Gc + Ge.,"The authors formulate a joint optimization in Section 4, trading off communication performance against sensing quality using a weighted sum. The optimization problem is to determine an appropriate camera exposure time Te such that the average performance of both communication and sensing is maximized."
O_ISAC_165,hardware_coupling,NONE detected,NONE detected,NONE detected,"The paper discusses the design and modelling of an InAs detection system on SOI via monolithic integration for mid-infrared integrated sensing and communication, but does not provide explicit trade-off formulations or optimization methods.","The authors propose an InAs detection system on an SOI platform using heteroepitaxial integration, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_167,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is presented in the provided text.,"The authors propose a multi-service integrated sensing and communication (ISAC) system that supports various modulation formats without performance loss. The system operates in dual-mode configuration, using a narrow-linewidth laser (NLL) for continuous signal transmission and a wide-linewidth laser (WLL) for pulse-mode fiber optic distributed sensing (FODS). The system achieves a spatial resolution of 2.4 m, a 28-dB signal-to-noise ratio (SNR) of Rayleigh backscattering (RBS) frequency shift, and a 20-dB SNR of vibration frequency identification. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_171,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation or optimization method is mentioned in the text.,"The authors propose a frequency-comb-steered photonic quasi-TTD beamforming approach that eliminates delay lines, decreasing complexity and enhancing scalability. However, no explicit trade-off formulation is presented, and optimization methods are not discussed in the context of a multi-objective problem."
O_ISAC_172,waveform_coupling,NONE detected,NONE detected,NONE detected,The system uses a single LFM optical signal as both the communication carrier and the sensing probe.,"The authors propose a novel joint nondisruptive communication and fiber breakpoints localization ISAC-OF system scheme. The system integrates high-precision fiber sensing with high-speed fiber-optic communication by modulating the communication information onto the intensity of the OFDR sensing probe. However, no explicit trade-off formulation is presented between communication and sensing metrics."
O_ISAC_185,waveform_coupling,data_transmission_rate,localization_accuracy,joint_optimization,"We developed a compressive angular projection imaging scheme to achieve rapid three-dimensional localization with high resolution, and a jointly optimized waveform design ensures slight sacrifice in the transmission data rate on the integrated system.","The authors formulate a joint optimization in their integrated system, trading off data transmission performance against 3D localization accuracy. They achieve high-speed data transmission and precise localization using a compressive angular projection imaging scheme and a jointly optimized waveform design."
O_ISAC_185,algorithmic_coupling,communication_signals,sensing_signals,integrated_waveform_design,"To address this issue, we developed an integrated waveform design to jointly minimize the illumination power degradation and to preserve high-resolution localization.","The authors formulate a joint optimization in their integrated system, trading off data transmission performance against 3D localization accuracy. They achieve high-speed data transmission and precise localization using a compressive angular projection imaging scheme and a jointly optimized waveform design."
O_ISAC_186,waveform_coupling,NONE detected,NONE detected,NONE detected,"The system uses a unified waveform for both radar and communication functions, but no explicit trade-off is formulated.","The authors propose a dual-function radar-communication system based on chaotic optoelectronic oscillators. While the system achieves a communication rate of up to 250 Mbps and a detection probability of 0.95 in a dual-target scenario, there is no explicit trade-off formulation between communication and radar metrics. However, the system's performance is evaluated under various conditions, including different signal-to-noise ratios and data rates."
O_ISAC_187,waveform_coupling,NONE detected,NONE detected,NONE detected,"The paper discusses the design of an IM-LFM waveform for ISAC purposes, but does not provide an explicit trade-off formulation between communication and sensing metrics.","The authors propose a photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_188,waveform_coupling,NONE detected,NONE detected,NONE detected,"The paper proposes a joint polarization-fraction domain multiplexing approach for endogenous ISAC, but does not explicitly formulate a trade-off between communication and sensing metrics.","The authors propose an endogenous integration of communication and interference fading-free sensing using telecom pilots via joint polarization-fraction domain multiplexing. They demonstrate the feasibility of this approach through an experiment, achieving a spatial resolution of 1 m and reducing intensity fluctuation from over 50 dB to 18 dB. However, the paper does not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_189,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a joint optical-wireless communication experiment, transmitting the designed orthogonal frequency division multiplexing (OFDM) frame to the MMW phased array over a long-distance fiber while simultaneously sensing perturbations around the fiber.","The authors propose a novel ISACoF system that integrates large dynamic vibration sensing with fronthaul analog radio-over-fiber transmission. They utilize LFM pilots to facilitate both communication signal demodulation and vibration sensing. The power ratio between the communication payload and the LFM pilots is optimized to balance communication and sensing performance. However, the paper does not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_190,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a CB-DSCM scheme that combines LFM and ACO-OFDM signals, but no explicit trade-off formulation is presented.","The authors propose a common bias-digital subcarrier multiplexing (CB-DSCM) scheme for integrated sensing and communication (ISAC) in short-reach optical transmission systems. The scheme combines linear frequency modulation (LFM) signals for distributed acoustic sensing (DAS) with asymmetrically clipped optical orthogonal frequency division multiplexing (ACO-OFDM) signals for communication. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_195,hardware_coupling,NONE detected,NONE detected,NONE detected,"The paper discusses the design and experimental results of the ISAC system, but does not formulate an explicit trade-off between communication and sensing metrics.","The authors propose an integrated sensing and communication (ISAC) system based on a photonic integrated broadband multi-beamformer. The system enables simultaneous radar sensing and wireless communication. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_199,hardware_coupling,NONE detected,NONE detected,NONE detected,"The system integrates a MIMO FSO link with an FBG sensor, but no explicit trade-off formulation or optimization method is presented.","The authors propose a system that integrates a MIMO FSO link with an FBG sensor to mitigate signal losses due to atmospheric turbulence, temperature, and strain. The system's performance is analyzed under various atmospheric conditions, and the results show that the MIMO technique improves the system's reliability and reduces atmospheric turbulence effects. However, no explicit trade-off formulation is presented, and the optimization method is not clearly stated."
O_ISAC_200,algorithmic_coupling,communication_performance,sensing_performance,weighted_sum,we propose to combine the regression vectors of the LMS and ZF algorithms to form a weighted regression vector,"The authors formulate a trade-off between communication and sensing performance using adaptive zero-forcing (ZF) equalization and weighted regression vectors, allowing for flexible trade-offs between the two."
O_ISAC_202,waveform_coupling,NONE detected,NONE detected,NONE detected,The authors do not explicitly formulate a trade-off between communication and sensing metrics.,"The authors propose an integrated optical covert sensing and communication method, demonstrating its feasibility through a proof-of-concept experiment. The method utilizes amplified spontaneous emission (ASE) light as the optical carrier for both sensing and communication. The experimental results show that covert sensing has a negligible impact on covert communication, and the bit error rate (BER) performance verifies the feasibility of the integration of optical covert sensing and communication."
O_ISAC_203,hardware_coupling,NONE detected,NONE detected,NONE detected,"The authors integrate semitransparent and regular OPDs on one flexible substrate, but do not explicitly discuss trade-offs between communication and sensing metrics.","The authors propose a flexible self-powered O-ISAC based on high-speed NIR OPDs, but do not explicitly formulate a trade-off between communication and sensing metrics. However, they do discuss the balanced trade-off between sensitivity and transparency in the context of the semitransparent OPD."
O_ISAC_206,resource_coupling,sensing beampattern MSE,symbol MSE,weighted_sum,We formulate an optimization problem to minimize sensing beampattern MSE with symbol MSE constraint...,"The authors formulate a joint optimization problem in Section III, trading off sensing beampattern mean squared error (MSE) against symbol MSE, with a constraint on the relative MSE threshold. The optimization problem is solved by sequentially optimizing the analog and digital parts."
O_ISAC_206,waveform_coupling,communication SE,sensing performance,alternating_optimization,The communication and sensing performance are theoretically analyzed... and the optimization problem is solved by sequentially optimizing the analog and digital parts.,"The authors formulate a joint optimization problem in Section III, trading off sensing beampattern mean squared error (MSE) against symbol MSE, with a constraint on the relative MSE threshold. The optimization problem is solved by sequentially optimizing the analog and digital parts."
O_ISAC_218,hardware_coupling,NONE detected,NONE detected,NONE detected,"The system co-designs a hybrid optical front-end with a signal processing framework, but does not explicitly formulate a trade-off.","The authors formulate a system that achieves spatial division multiple access (SDMA) by co-designing a hybrid retro-reflector architecture with a successive interference cancellation (SIC)-based signal processing framework. However, the text does not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_219,waveform_coupling,communication_performance,sensing_performance,weighted_sum,"According to (2), it can be found that the OFDM-MLS-CIM signal becomes a pure OFDM signal when α = 0, while it becomes a pure MLS signal when α = 1.","The authors propose a novel ISAC waveform named OFDM-MLS-CIM, which enables flexible performance trade-off between communication and sensing. The trade-off is achieved by adjusting the VPP allocation ratio α, which determines the proportion of the total VPP allocated to the MLS signal. A higher α leads to better sensing performance but worse communication performance, and vice versa."
O_ISAC_219,resource_coupling,VPP_allocation_ratio,BER,trade-off_formulation,"Fig. 6 shows the BER versus the VPP of the AWG output signal for two users with two bit allocation modes, where the distances of User 1 and User 2 are fixed at 60 and 108 cm, respectively.","The authors propose a novel ISAC waveform named OFDM-MLS-CIM, which enables flexible performance trade-off between communication and sensing. The trade-off is achieved by adjusting the VPP allocation ratio α, which determines the proportion of the total VPP allocated to the MLS signal. A higher α leads to better sensing performance but worse communication performance, and vice versa."
O_ISAC_220,waveform_coupling,communication_signals,sensing_information,joint_electrical_frequency_modulation_and_optical_SSB_modulation,"The frequency blanks of DSCM can be used to allocate sensing information, achieving dense ISAC.","The authors propose a joint electrical frequency modulation (FM) and optical single-sideband (SSB) modulation to allocate sensing information into the frequency blanks of digital subcarrier modulation (DSCM) communication signals. The frequency blanks are created by the root raised cosine (RRC) filtering during DSCM. The sensing information is modulated onto the frequency blanks using FM, and the optical SSB modulation is used to adaptively allocate the sensing information. The authors also employ space-time coding to equalize the imbalanced performance of DSCM subcarriers."
O_ISAC_220,resource_coupling,spectral_efficiency,sensing_resolution,DSCM_with_RRC_filtering,"The spectral magnitude of the RRC shaped signal strictly vanishes when |f| > (1+α)/(2D), indicating the effective separation from communication signals in optical fibers.","The authors propose a joint electrical frequency modulation (FM) and optical single-sideband (SSB) modulation to allocate sensing information into the frequency blanks of digital subcarrier modulation (DSCM) communication signals. The frequency blanks are created by the root raised cosine (RRC) filtering during DSCM. The sensing information is modulated onto the frequency blanks using FM, and the optical SSB modulation is used to adaptively allocate the sensing information. The authors also employ space-time coding to equalize the imbalanced performance of DSCM subcarriers."
O_ISAC_220,multi_objective,Q_factor,temperature_resolution,space-time_coding_equalization,"Space-time coding equalization improves the Q factor by 0.2 dB over traditional DSCM signaling, and the temperature resolution of 0.0625°C is achieved using the same coherent receiver for communications.","The authors propose a joint electrical frequency modulation (FM) and optical single-sideband (SSB) modulation to allocate sensing information into the frequency blanks of digital subcarrier modulation (DSCM) communication signals. The frequency blanks are created by the root raised cosine (RRC) filtering during DSCM. The sensing information is modulated onto the frequency blanks using FM, and the optical SSB modulation is used to adaptively allocate the sensing information. The authors also employ space-time coding to equalize the imbalanced performance of DSCM subcarriers."
O_ISAC_237,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a coordinated FMCW and OFDM system for ISAC, but do not explicitly formulate a trade-off between communication and sensing metrics.","The authors propose a coordinated FMCW and OFDM system for integrated sensing and communication (ISAC), where the FMCW signal is superimposed on the OFDM signal. They formulate a joint processing approach for sensing and channel estimation, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_241,multi_objective,PAPR,Doppler resolution,NONE,"As illustrated in Fig. 6, the 5 Gbaud OTFS waveform carrying 16-QAM signal is simulated to analyze the impact of subcarrier numbers on communication and radar performance.","The authors formulate a trade-off between communication and radar performance in the ISAC system, discussing the impact of the number of subcarriers on the complementary cumulative distribution function (CCDF) of the peak-to-average power ratio (PAPR) and Doppler resolution."
O_ISAC_242,waveform_coupling,NONE detected,NONE detected,NONE detected,A single PAM-4 waveform is employed to realize the dual functionalities of communication and radar detection.,"The authors propose a sliding window-based LSTM network and a correlation-based ranging scheme for a PAM-4 photonics-assisted W-band ISAC system. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_245,algorithmic_coupling,NONE detected,NONE detected,MCMC-based SBL,The proposed MCMC-based SBL algorithm treats unknown parameters as random variables to achieve super-resolution and high precision in ISAC systems.,"The authors propose an MCMC-based SBL algorithm for joint target detection and parameter estimation in ISAC systems, which treats unknown parameters as random variables to achieve super-resolution and high precision. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_248,waveform_coupling,NONE detected,NONE detected,NONE detected,The higher-order modes are excited for free in the FMF by the IMXT introduced by the use of a pair of non-ideal mode multiplexer/demultiplexer (MUX/DEMUX).,"The authors propose a solution to make sensitive the FMF by analyzing the higher-order modes directly excited by the fundamental mode transporting the TLC data. However, no explicit trade-off formulation is detected between communication and sensing metrics."
O_ISAC_252,algorithmic_coupling,NONE detected,NONE detected,NONE detected,"The authors use a dynamic graph convolutional neural network to identify turbulence intensity levels and implement a fine-grained adaptive control strategy, but do not explicitly formulate a trade-off between communication and sensing metrics.","The authors propose an adaptive control system for satellite-ground laser communication based on integrated sensing and communication. They use a dynamic graph convolutional neural network to identify turbulence intensity levels and implement a fine-grained adaptive control strategy. The strategy adjusts the communication modulation format and output power to achieve low bit error rate and high network throughput. However, the paper does not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_259,waveform_coupling,PAPR,sensing_performance,ADMM,"The optimization problem $P_0$ is formulated to minimize PAPR while maintaining sensing performance, and an ADMM-based algorithm is proposed to solve it.","The authors formulate a joint optimization in Section III, trading off PAPR against sensing performance using an ADMM-based approach. The optimization problem is defined with constraints on PAPR, phase difference, and unimodularity."
O_ISAC_272,waveform_coupling,NONE detected,NONE detected,NONE detected,"The paper focuses on a super-resolution estimation framework for OCDM-based ISAC systems, but does not explicitly formulate a trade-off between communication and sensing metrics.","The authors propose a three-stage super-resolution framework for OCDM-based ISAC systems, which integrates subspace projection-based parameter estimation with an innovative ambiguity resolution scheme. However, there is no explicit trade-off formulation between communication and sensing metrics in the provided text."
O_ISAC_276,hardware_coupling,NONE detected,NONE detected,NONE detected,The method leverages on legacy OTDR equipment and a remote node to convert a PtMP OTDR trace to a PtP-like trace.,"The authors present a method for supervision of fiber PtMP access networks, which converts a PtMP OTDR trace to a PtP-like trace. This method avoids the impact of parallel-path effect and allows direct measurement of reflective events or localized sensor reactions. However, no explicit trade-off formulation is provided in the text."
O_ISAC_280,resource_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is provided in the text.,"The authors propose a high-resolution, communication-compatible ISAC method based on photonics-enabled cellular BS networks with a spectrum fusion algorithm. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_283,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is presented in the provided text.,"The authors propose a photonic-assisted self-interference cancellation scheme for an in-band full-duplex integrated sensing and communication transceiver. The scheme utilizes wavelength division multiplexing and counter-biased Mach-Zehnder modulators to cancel self-interference. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_286,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors use OFDM waveforms for both communication and radar sensing, but do not formulate an explicit trade-off between the two.","The authors propose a photonics-assisted integrated sensing and communication system using OFDM waveforms. They experimentally demonstrate the system's performance in terms of communication and radar sensing. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_288,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose using the same DSSS signal for both communication and sensing, but do not formulate an explicit trade-off between communication and sensing metrics.","The authors propose an ISAC system based on direct sequence spread spectrum (DSSS) technology, integrating communication and sensing functions using a spread spectrum-binary phase-shift keying waveform. The system's performance is evaluated in terms of the peak-to-sidelobe ratio of the radar correlator output and the bit error rate for the communication system. However, no explicit trade-off formulation is presented, and optimization methods are not discussed."
O_ISAC_291,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the text.,"The authors introduce HoloCube, a software-defined OWC system enabling omnidirectional IoT connections via holographic optical tags. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_300,waveform_coupling,amplitude_ratio,achievable_rate,weighted_sum,"According to (9), the maximum achievable rate of the communication user is as follows: $C = log_2 left( 1 + 	ext{SINR}_{com} ight)$.","The authors formulate a trade-off between communication demodulation and synchronization in Section II, and experimentally analyze this trade-off in Section IV. The trade-off is induced by the amplitude ratio, which affects both the achievable rate and the SNR for synchronization."
O_ISAC_300,waveform_coupling,amplitude_ratio,SNR_sync,weighted_sum,"Therefore, the amplitude ratio results in the trade-off between communication demodulation and synchronization, which will be experimentally analyzed in Section IV.","The authors formulate a trade-off between communication demodulation and synchronization in Section II, and experimentally analyze this trade-off in Section IV. The trade-off is induced by the amplitude ratio, which affects both the achievable rate and the SNR for synchronization."
O_ISAC_300,multi_objective,data_rate,PSLR,Pareto,Fig. 15 illustrates how the data rate causes a trade-off between the communication EVM and sensing PSLR performance.,"The authors formulate a trade-off between communication demodulation and synchronization in Section II, and experimentally analyze this trade-off in Section IV. The trade-off is induced by the amplitude ratio, which affects both the achievable rate and the SNR for synchronization."
O_ISAC_300,multi_objective,amplitude_ratio,SINR,Pareto,Fig. 16 provides the trade-off between the estimated communication SINR and the sync pilot SNR by the amplitude ratio...,"The authors formulate a trade-off between communication demodulation and synchronization in Section II, and experimentally analyze this trade-off in Section IV. The trade-off is induced by the amplitude ratio, which affects both the achievable rate and the SNR for synchronization."
O_ISAC_301,resource_coupling,SNR,distance,NONE detected,The authors estimate the SNR using the error vector magnitude (EVM) of the received signal and use it to determine the distance of the target.,"The authors demonstrate a photonics-based W-band ISAC system, but do not explicitly formulate a trade-off between communication and sensing metrics. However, they do discuss the relationship between signal-to-noise ratio (SNR) estimation and distance measurement, which is used for both communication and sensing."
O_ISAC_303,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation or optimization method is mentioned in the provided text.,"The authors introduce the concept of LiSAC, which integrates lighting, sensing, and communication into one system based on VLC. However, there is no explicit trade-off formulation or optimization method mentioned in the provided text."
O_ISAC_304,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a shared waveform for both radar and communication functions, but do not formulate an explicit trade-off between communication and sensing metrics.","The authors propose a photonic joint radar and communication system using a chirp-polarity coded LFM waveform. The system uses a shared waveform for both radar and communication functions, and optical de-chirping is used for both radar detection and communication demodulation. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_310,waveform_coupling,NONE detected,NONE detected,NONE detected,"The system uses a joint waveform for communication and sensing, but no explicit trade-off is formulated.","The authors propose a photonics CE THz ISAC system with 2D positioning function. The system achieves a communication data rate of up to 18.448 Gbit/s and a radar range resolution of 1.78 cm. However, there is no explicit trade-off formulation between communication and sensing metrics."
O_ISAC_324,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors propose a joint sensing and communication scheme, but do not explicitly formulate a trade-off between communication and sensing metrics.","The authors propose an integrated sensing and quantum communication network (ISAQN) scheme, which achieves simultaneous quantum communication and distributed sensing in a multipoint network. The scheme utilizes both quantum signals and pilot signals for transmission, with quantum signals used for continuous variables QKD (CV-QKD) and pilot signals used for sensing. The authors formulate a method for sensing vibration events by demodulating the phase change of the quantum signal, but do not explicitly formulate a trade-off between communication and sensing metrics."
O_ISAC_327,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is found in the provided text.,"The authors discuss various VLC channel modeling methods, including deterministic and statistical models, but do not explicitly formulate a trade-off between communication and sensing metrics. Therefore, no explicit trade-off is detected."
O_ISAC_340,NONE detected,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is presented in the provided text.,"The authors propose a 6G-EWOC project that integrates Optical Wireless Communication (OWC) technologies with existing C-V2X systems to support advanced use cases for Fully Autonomous Vehicles (FAVs). The project aims to develop a high-speed 6G-V2X network that combines fiber-optic and wireless technologies, as well as AI, to support advanced network and CAM services. However, no explicit trade-off formulation is presented in the provided text."
O_ISAC_347,waveform_coupling,NONE detected,NONE detected,NONE detected,No explicit trade-off formulation is presented between communication and sensing metrics.,"The authors propose a learned digital back-propagation (LDBP) algorithm for compensating nonlinear impairments in an integrated sensing and communication (ISAC) system. However, no explicit trade-off formulation is presented between communication and sensing metrics."
O_ISAC_348,waveform_coupling,NONE detected,NONE detected,NONE detected,"The authors use a joint/dual-function waveform for both communication and sensing, but do not formulate an explicit trade-off.","The authors demonstrate a scheme for integrated sensing and communication in an optical fibre (ISAC-OF) using the same wavelength channel for simultaneous data transmission and distributed vibration sensing. The scheme achieves better transmission performance and a larger launching power compared to conventional PAM4 signal transmission. However, no explicit trade-off formulation is presented, and the optimization method is not clearly stated."
O_ISAC_349,waveform_coupling,PSLR,range resolution,weighted_sum,"R_{b,opt} = \arg \max_{R_b} \text{PSLR} + \sigma_R","The authors formulate a joint optimization in Section II, trading off PSLR against range resolution using an objective function that maximizes the performance gain induced by the BPSK communication symbols."
O_ISAC_349,waveform_coupling,data rate,range resolution,NONE,"As the data rate increases, the range resolution stays very stable in the back-to-back and exhibits slight variations after 1 m wireless transmission.","The authors formulate a joint optimization in Section II, trading off PSLR against range resolution using an objective function that maximizes the performance gain induced by the BPSK communication symbols."
O_ISAC_349,waveform_coupling,data rate,PSLR,NONE,The PSLR of the generated LFM-BPSK signals can increase by more than 5 dB in both the back-to-back and the wireless cases as the data rate increases.,"The authors formulate a joint optimization in Section II, trading off PSLR against range resolution using an objective function that maximizes the performance gain induced by the BPSK communication symbols."
O_ISAC_349,waveform_coupling,BER,data rate,NONE,The BER performance becomes worse as the data rate increases in both cases of a back-to-back and 1 m wireless transmission.,"The authors formulate a joint optimization in Section II, trading off PSLR against range resolution using an objective function that maximizes the performance gain induced by the BPSK communication symbols."
O_ISAC_350,waveform_coupling,motion_detection,visible_light_communication,integrated_optoelectronic_chip,"The diode on the optoelectronic chip works in transmitter mode when a forward bias voltage is applied, transmitting a visible light signal in the blue band with a central wavelength of 462 nm. The diode on the optoelectronic chip works in receiver mode when a negative bias voltage is applied, detecting visible light signals in the same band.","The authors propose an integrated optoelectronic chip based on epitaxially grown multi-quantum wells GaN material on sapphire substrate, which has motion detection and visible light communication functions. The chip can detect the motion of a target object by analyzing the change in photocurrent, and it can also transmit and receive visible light signals in the blue band."
