duplicate_id,duplicate_title,duplicate_doi,raw_source_database,raw_source_file,raw_source_row,raw_match_rule,duplicate_log_source_file,duplicate_log_source_row,decision_date,decision_basis,matched_in_scopus_screening_entries,master_track_id,master_title,master_doi,master_source_file,master_source_row,master_source_decision,master_match_rule,master_resolution_status,evidence_scope,notes
DEDUP_RECON_132,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,10.1109/PIMRC56721.2023.10294057,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,330,exact_title_doi,analysis/ph1_scr/screening_log.csv,361,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_109,LiDAR aided Simulation Pipeline for Wireless Communication in Vehicular Traffic Scenarios,10.1109/PIMRC56721.2023.10294057,analysis/ph1_scr/included_studies_list.csv,108,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_133,Qualitative Survey on Artificial Intelligence Integrated Blockchain Approach for 6G and beyond,10.1109/ACCESS.2023.3319083,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,334,exact_title_doi,analysis/ph1_scr/screening_log.csv,365,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,Qualitative Survey on Artificial Intelligence Integrated Blockchain Approach for 6G and Beyond,10.1109/ACCESS.2023.3319083,analysis/ph1_scr/screening_log.csv,22,Excluded,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_134,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,10.1109/OECC56963.2023.10209717,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,336,exact_title_doi,analysis/ph1_scr/screening_log.csv,367,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_077,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,10.1109/OECC56963.2023.10209717,analysis/ph1_scr/included_studies_list.csv,77,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_135,Demo: Integrated On-site Localization and Optical Camera Communication for Drones,10.1109/WoWMoM57956.2023.00055,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,339,exact_title_doi,analysis/ph1_scr/screening_log.csv,370,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_143,Demo: Integrated On-site Localization and Optical Camera Communication for Drones,10.1109/WoWMoM57956.2023.00055,analysis/ph1_scr/included_studies_list.csv,142,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_136,"2023 International Wireless Communications and Mobile Computing, IWCMC 2023",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,341,exact_title_doi,analysis/ph1_scr/screening_log.csv,372,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_137,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network,10.23919/OFC49934.2023.10116069,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,343,exact_title_doi,analysis/ph1_scr/screening_log.csv,374,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_043,Photonic-based W-band Flexible TFDM Integrated Sensing and Communication System for Fiber-wireless Network,10.1364/OFC.2023.W4J.5,analysis/ph1_scr/included_studies_list.csv,44,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_138,"Conference on Infrared, Millimeter, Terahertz Waves and Applications, IMT 2022",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,345,exact_title_doi,analysis/ph1_scr/screening_log.csv,376,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_139,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,10.1109/MCOM.002.2200191,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,348,exact_title_doi,analysis/ph1_scr/screening_log.csv,379,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_020,Photonic Integrated Sensing and Communication System Harnessing Submarine Fiber Optic Cables for Coastal Event Monitoring,10.1109/MCOM.002.2200191,analysis/ph1_scr/included_studies_list.csv,21,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_140,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,10.1109/JLT.2022.3181608,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,353,exact_title_doi,analysis/ph1_scr/screening_log.csv,384,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_095,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,10.1109/JLT.2022.3181608,analysis/ph1_scr/included_studies_list.csv,94,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_141,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network,10.1109/ACP55869.2022.10088790,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,356,exact_title_doi,analysis/ph1_scr/screening_log.csv,387,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_026,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network,10.1109/ACP55869.2022.10088790,analysis/ph1_scr/included_studies_list.csv,27,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_142,A Unified Waveform for Optical Wireless Integrated Sensing and Communication,10.1109/ACP55869.2022.10088865,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,357,exact_title_doi,analysis/ph1_scr/screening_log.csv,388,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_060,A Unified Waveform for Optical Wireless Integrated Sensing and Communication,10.1109/ACP55869.2022.10088865,analysis/ph1_scr/included_studies_list.csv,60,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_143,"2022 International Conference on Broadband Communications for Next Generation Networks and Multimedia Applications, CoBCom 2022",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,358,exact_title_doi,analysis/ph1_scr/screening_log.csv,389,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_144,Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,10.1109/CoBCom55489.2022.9880677,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,359,exact_title_doi,analysis/ph1_scr/screening_log.csv,390,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_053,Integrated Sensing and Communication in the Visible Spectral Range: A Novel Closed Loop Controller,10.1109/CoBCom55489.2022.9880677,analysis/ph1_scr/included_studies_list.csv,53,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_145,"2022 31st Wireless and Optical Communications Conference, WOCC 2022",,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,360,exact_title_doi,analysis/ph1_scr/screening_log.csv,391,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_146,ICC 2022 - IEEE International Conference on Communications,,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,361,exact_title_doi,analysis/ph1_scr/screening_log.csv,392,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
DEDUP_RECON_147,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,363,exact_title_doi,analysis/ph1_scr/screening_log.csv,394,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_017,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),,analysis/ph1_scr/included_studies_list.csv,18,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_148,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,363,exact_title_doi,analysis/ph1_scr/screening_log.csv,395,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_017,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),,analysis/ph1_scr/included_studies_list.csv,18,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_149,Integrated Sensing and Communication in 6G: The Deterministic Channel Models for THz Imaging,10.1109/PIMRC50174.2021.9569384,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,367,exact_title_doi,analysis/ph1_scr/screening_log.csv,398,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_115,Integrated Sensing and Communication in 6G: the Deterministic Channel Models for THz Imaging,10.1109/PIMRC50174.2021.9569384,analysis/ph1_scr/included_studies_list.csv,114,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_150,"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",10.1109/OJCOMS.2020.3010270,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,371,exact_title_doi,analysis/ph1_scr/screening_log.csv,402,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_150,"6G Wireless Communication Systems: Applications, Requirements, Technologies, Challenges, and Research Directions",10.1109/OJCOMS.2020.3010270,analysis/ph1_scr/included_studies_list.csv,149,Included,doi_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_151,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,363,exact_title_doi,analysis/ph1_scr/screening_log.csv,412,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,O_ISAC_017,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),,analysis/ph1_scr/included_studies_list.csv,18,Included,title_match,resolved_to_nonduplicate_master,partial_dec28_update_workflow_only,
DEDUP_RECON_152,Proceedings of SPIE - The International Society for Optical Engineering,,Scopus,data/srch_logs/scopus_export_Dec 28-2025_b7fbefb1-055d-45f8-a240-8163c71acaa5.csv,382,exact_title_doi,analysis/ph1_scr/screening_log.csv,413,2025-12-28,explicit_duplicate_decision_in_legacy_screening_log,yes,,,,,,,,master_not_resolved_in_current_repo_snapshot,partial_dec28_update_workflow_only,"Duplicate decision is explicit in the legacy screening log, but a retained non-duplicate master record is not recoverable from current repo artifacts."
