paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_151,5C,resource allocation trade-off,resource allocation dilemma,fuzzy:85.18518518518519,INDIRECT,"The concept of resource allocation trade-off is implied through the discussion of optimizing a composite score that reflects the efficiency and effectiveness of resource allocation, but it does not directly address the trade-offs involved in allocating resources.","To evaluate the overall performance of the network system, we consider processing delay, transmission delay, and data accuracy as key performance metrics. The optimization objective is to calculate a composite score that captures the efficiency and effectiveness of resource allocation tailored to the unique requirements of each application. This composite score, denoted as  $Score_{all}$ , is a weighted sum of individual scores assigned to each application,  $Score(A_n)$ , where the weights  $V_n$  reflect the importance and demand profile of each application as determined from prior assessments.",177,177,Algorithm Details of Optimization Problem > Problem Transformation,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_151,5C,resource allocation trade-off,resource allocation trade-off,fuzzy:87.27272727272728,DIRECT,"This snippet directly addresses resource allocation strategies under concurrent usage across three distinct applications, focusing on efficient allocation in response to dynamic user demands. It presents simulation results that compare different resource allocation strategies in terms of total score and total delay as the total network bandwidth varies. This directly relates to understanding the trade-offs involved in resource allocation, such as balancing between delay sensitivity requirements and the efficiency of resource use.","resource allocation strategies under concurrent usage across three distinct applications. This goal was to efficiently allocate resources in response to dynamic, non-predetermined user demands. By analyzing semantic data, we developed a predictive model to optimize resource distribution, thereby enhancing system performance in realtime applications.",198,198,Algorithm Details of Optimization Problem > Large-Scale Non-Disturbance Fabric Sensing Testbed,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_156,5C,pareto optimal,Efficient solution,lexical,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which discusses the performance enhancement and security features of DM in IoT networks.","<span id=""page-27-3""></span>In [\[211\]](#page-39-31), DM-based Retrodirective Frequency Diversity Array (RFDA) in a time-modulated way to improve the security features in IoT systems. Using RFDA allows the transmitter to better construct the secure transmitted signal by adjusting both angle and range of the transmission of each antenna. The authors designed an ON/OFF switching of the RFDA antenna elements to improve the secrecy performance. In addition, the proposed scheme has an automatic receiver tracking in the range–angle direction(s), which avoids the need for CSI or to know such receiver location. According to the Secrecy Sum Rate (SSR) and SEE results, it has been shown that the proposed scheme is a very efficient solution for PLS in IoT systems. A drawback of the proposed scheme is that both sides of the communication link are assumed to have an RFDA, limiting its applicability to IoT systems.",844,844,*3) Extensions:*,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_159,5C,capacity-resolution quotient,resolution quotient,lexical,NONE,The provided snippet does not mention the concept of capacity-resolution quotient directly or indirectly.,"ABSTRACT The advancement of integrated sensing and communications (ISAC) technology into millimeter-wave and even terahertz (THz) bands will be crucial for the upcoming sixth-generation wireless access networks. Here, we propose and experimentally demonstrate a photonics-assisted THz ISAC system based on a time-frequency efficient dual-function waveform. The key to designing the ISAC waveform is embedding the subcarrier communication signals in the idle time-frequency dimension of a linear frequency-modulated continuous wave (LFMCW). This subcarrier-chirp inter-embedded (SCIE) method makes full use of the idle time-frequency resources of the LFMCW without compromising its large time-bandwidth product, thereby significantly enhancing the time-frequency efficiency of the LFMCW. The experimental findings demonstrate that owing to the novel and simple communication embedding, wireless transmission of an 88-Gbps data rate over a distance of 10.2 m in the 150-GHz band is successfully realized. Simultaneously, multi-user detection with an 8-mm ranging resolution is also realized. By fully utilizing the idle time-frequency resources of the LFMCW, a density of information-resolution quotient of up to  $46.2 \times 10^{-2} bit \cdot s/m^2$  has been achieved. Furthermore, the proposed ISAC system exhibits good frequency tunability and flexible communication modulation formats.",21,21,Photonics-Aided THz Integrated Sensing and Communication System Based on a Subcarrier-Chirp Inter-Embedded Waveform,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_159,5C,capacity-resolution quotient,resolution quotient,lexical,NONE,The provided snippet does not mention the concept of capacity-resolution quotient directly or indirectly.,"<span id=""page-1-7""></span><span id=""page-1-6""></span><span id=""page-1-5""></span><span id=""page-1-4""></span><span id=""page-1-3""></span>Currently, the reported photonics-based ISAC systems can be mainly classified into time-division multiplexing (TDM) [\[14\]](#page-9-13), [\[15\]](#page-9-14), [\[16\]](#page-9-15) frequency-division multiplexing (FDM) [\[16\]](#page-9-15), [\[17\]](#page-9-16), [\[18\]](#page-10-0) and co-time and co-frequency (CTCF) modes [\[19\]](#page-10-1), [\[20\]](#page-10-2), [\[21\]](#page-10-3), [\[22\]](#page-10-4), [\[23\]](#page-10-5), [\[24\]](#page-10-6). Table I summarizes the typical existing joint radar and communication (JRC) links in terms of the waveform mode, operation frequency band, communication capacity, radial resolution, information-resolution quotient (IRQ), and density of the information-resolution quotient (DIRQ). Here, the IRQ and the DIRQ are defined as the ratio of information content to resolution and the ratio of IRQ to the time-bandwidth product (TBP) of the JRC signal, respectively. The IRQ and DIRQ are introduced to characterize the time-frequency efficiency of the JRC links, assuming that the duration of the JRC signals in TDM, FDM, and CTCF systems is equal to unit time (1 μ*s*). The detailed analysis will be presented in Section [II-C.](#page-4-0)",37,37,I. INTRODUCTION,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_159,5C,capacity-resolution quotient,capacity-resolution quotient,lexical,DIRECT,The snippet directly mentions the concept of 'density of capacity-resolution quotient'. The term 'capacity-resolution quotient' is explicitly stated.,"## <span id=""page-4-0""></span>C. DENSITY OF CAPACITY-RESOLUTION QUOTIENT",127,127,"**II. PRINCIPLE** > <span id=""page-4-0""></span>C. DENSITY OF CAPACITY-RESOLUTION QUOTIENT",meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_159,5C,capacity-resolution quotient,capacity-resolution quotient,lexical,DIRECT,The snippet directly mentions and defines the concept of 'capacity-resolution quotient' (CRQ) and its modified version 'IRQ'. The term is explicitly stated and discussed in the context of JCR systems.,"<span id=""page-4-3""></span>In our previous work, the capacity-resolution quotient (CRQ) [1], [25] was introduced to characterize the bandwidth competition between communication capacity and range resolution in JCR systems. For a more comprehensive description of JCR performance, the time-resource competition between communication and sensing is also considered here. Therefore, we modified the CRQ to the IRQ, expressed by",147,147,"**II. PRINCIPLE** > <span id=""page-4-0""></span>C. DENSITY OF CAPACITY-RESOLUTION QUOTIENT",meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_159,5C,fisher information constraint,Information constraint,fuzzy:85.71428571428572,NONE,"The snippet does not mention the concept of Fisher information constraint. It discusses communication and sensing functions, including bandwidth, modulation order, and duration, but does not relate to Fisher information.","where  $B_{com}$ , M, and  $T_{com}$  represent the communication bandwidth, modulation order, and the communication duration, respectively. The above two equations illustrate that the communication signal requires a large TBP to enable the transmission of high information content.",135,135,"**II. PRINCIPLE** > <span id=""page-4-0""></span>C. DENSITY OF CAPACITY-RESOLUTION QUOTIENT",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_160,5C,pareto optimal,Optimal solution,lexical,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which discusses the training process of a GAN model, convergence, and the use of tricks like early stopping, cosine annealing, and warm restart to refine the solution space.","Fig. 7 shows our GAN training process. It can be found that the training of our model approaches the converging state around the 5*th* epoch. Subsequently, the model's loss undergoes minor fluctuations which can be ascribed to the previously mentioned cosine annealing learning rate decay trick and warm restart trick. The former trick utilizes a higher learning rate in the beginning to explore the solution space and gradually reduces the learning rate to refine the solution space, while the latter periodically oscillates the learning rate, both of which enable the model to reach its optimal solution.",255,255,*A. DIVERGENT ENVIRONMENTS*,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_160,5C,fisher information constraint,Information constraint,fuzzy:86.36363636363636,NONE,"The text does not mention the concept of Fisher information constraint. It discusses the architecture of a generator network, the use of different computer vision networks, and the analysis of dataset features.","Upon analyzing the dataset, we can find that RGB image data contains the most information since each image includes information from three distinct channels. LiDAR data increases situational awareness around nodes, capturing terrain and surroundings within a defined range through waveform acquisition, thereby possessing crucial informational significance. On the other hand, depth images primarily comprise distance information, constituting the minimum volume of information.",123,123,*B. ARCHITECTURE*,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_160,5C,fisher information constraint,Information constraint,fuzzy:86.36363636363636,NONE,"The text does not mention the concept of Fisher information constraint. It discusses the training process of a model, the loss curve, and the simulation results, but does not relate to Fisher information constraint.","Fig. 9 illustrates the simulation results. It is evident that the MSE values for all five scenarios are below  $3e^{-4}$ . It is obvious that the prediction accuracy is highest for the mmWave channels on rainy days with moderate traffic. Conversely, the maximum prediction error occurs on clear days, Sub-6, with moderate traffic, reaching  $2.93e^{-3}$ . The substantial MSE values on snowy days may be attributed to the formed large solid snow blockages and leading to imprecise predictions. The highest MSE values of Sub-6 could be attributed to its broader coverage, which requires more information to train the model",269,269,*A. DIVERGENT ENVIRONMENTS*,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_161,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:100.0,NONE,"The snippet appears to be a mathematical equation related to signal processing, but it does not directly or indirectly mention the concept of rate-resolution trade-off.",and,235,235,**EVOLUTION OF ISAC HARDWARE ARCHITECTURES**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_161,5C,pareto optimal,Efficient solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given context.,"implementations—is managing high power consumption. Interferometric receivers have emerged as a promising solution to this challenge, as demonstrated in [34]. In this work, signals with both vertical and horizontal polarizations are simultaneously received via a dual-polarized antenna and processed within a vertically stacked, multilayer CMOS waveguide architecture operating at 300 GHz, as illustrated in Fig. 16. The design incorporates SIW-based power dividers and 3-dB couplers arranged vertically, enabling efficient routing of both RF and LO signals. This vertical integration reduces the overall footprint by nearly half, resulting in a compact and powerefficient solution ideal for future THz ISAC systems. A distinctive aspect of this CMOS waveguide integration is its departure from traditional voltage/current-based IC architectures—common in conventional CMOS designs—toward full electromagnetic non-TEM mode operation. This paradigm shift breaks the constraints of voltage- and current-defined circuits, paving the way for THz ISAC transceivers with significantly reduced packaging complexity and improved thermal management.",324,324,**Nonlinear Interference Topologies** > **Linear Interference Topologies**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_161,5C,pareto optimal,Efficient solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given context.,"Transmitter functionality has been developed and integrated into the interferometric concept in [33] to complement receivers and complete the full communication link. In this approach, the LO signal is modulated with an IF signal using power detectors that serve as amplitude control elements. By dynamically adjusting the reflection coefficients within each interferometric cell, the combined output produces either the in-phase (I) or quadrature (Q) baseband component. This configuration enables an interferometric cell to function as a half-duplex transceiver, supporting both transmission and reception in a compact, power-efficient solution.",326,326,**Nonlinear Interference Topologies** > **Linear Interference Topologies**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_161,5C,pareto optimal,Efficient solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given context.,"routing different modal components to their respective signal processing paths. This approach not only maximizes integration density and functional efficiency but also reduces system complexity and power loss, offering a compact and power-efficient solution for next-generation ISAC platforms.",374,374,**Nonlinear Interference Topologies** > **ISAC Arrays**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_161,5C,pareto optimal,Efficient solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given context.,"SOMs offer unique advantages, such as local LO power generation and intrinsic harmonic mixing, that are particularly beneficial in the mmW and sub-THz frequency regimes, making them strong candidates for scalable ISAC array architectures [\[53\],](#page-24-0) [\[66\]](#page-24-0), [\[67\],](#page-24-0) [\[68\],](#page-24-0) [\[69\]](#page-24-0), [\[72\].](#page-24-0) As conceptually illustrated in Fig. 20, a promising architectural paradigm employs SOMs to unify the front-end design, enabling seamless support for both passive and active modes of operation. In the passive mode, a sourceless receiver configuration harnesses ambient signals and employs square-law detection to facilitate ultralow-power sensing and opportunistic communication. This eliminates the need for an external LO, making the approach highly appealing for power-constrained, densely integrated array systems. In the active mode, the same SOMs are driven into self-oscillation, enabling synchronous reception with improved phase coherence across array elements. This dual-mode capability positions SOMs as a versatile and energy-efficient solution for nextgeneration ISAC transceivers.",388,388,**Nonlinear Interference Topologies** > **ISAC Arrays**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_161,5C,pareto optimal,Efficient solution,fuzzy:88.88888888888889,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which focuses on interference constraints and signal propagation in ISAC systems.","Recent efforts have integrated both active and passive SIC circuits into ISAC RF front-ends to mitigate leakage; however, attaining sufficient isolation at mmW and THz frequencies remains an open challenge [123]. A promising approach is set to combine antenna polarization diversity with controlled non-reciprocal signal propagation through dual-mode techniques, as demonstrated in [124]. Ultimately, balanced codevelopment of hardware and software solutions is essential for full-duplex ISAC systems. Advanced interference cancellation techniques and algorithms thus represent a vital pathway for effective interference management in ISAC hardware and software systems.",590,590,**CHALLENGES AND FUTURE RESEARCH DIRECTIONS** > **Hardware Miniaturization and Cost** > **Interference Management**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_163,5C,rate-resolution trade-off,resolution vs rate,fuzzy:88.88888888888889,INDIRECT,"The concept of rate-resolution trade-off is related to the idea that increasing the resolution of a system often comes at the cost of decreasing its rate or speed. In this snippet, the discussion about the sufficiency of '1-bit' switching for RIS-assisted beamforming and the calculation of the switching element's state based on reflection phase and distance implies a trade-off between the resolution of the beamforming and the complexity or speed of the system, but it does not directly mention the concept of rate-resolution trade-off.","the number of required DAC channels should match the number of unit cells. Meanwhile, high beamforming resolution is rarely necessary and in most cases, two-state switching or '1-bit' is sufficient to realize RIS-assisted beamforming. For a 1-bit digital RIS, the state of the switching element (i, j) is calculated as a function of reflection phase  $\theta_T$  and distance d, according to",385,385,"<span id=""page-8-7""></span>*D. Refractive or ""Transmissive"" RIS* > <span id=""page-9-6""></span><span id=""page-9-5""></span>*E. Simultaneous Transmissive and Reflective (STAR)-RIS* > <span id=""page-9-10""></span>*F. Space-Time Coding (STC) Digital Metasurfaces* > D. Optimization of Phase Switching Networks",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_163,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The concept of pareto optimal is related to optimization problems, and the text discusses optimization issues in the context of RIS-enhanced vehicular networks, but it does not explicitly mention pareto optimality.","<span id=""page-28-6""></span>of [\[358\]](#page-39-14). Optimization of vehicle transmit power, multi-user detection matrix, spectrum reuse of V2V networks, and RIS reflection coefficients lead to a mixed-integer and non-convex optimization issue. This research introduces a method to estimate the outage probability of each V2V connection, which greatly reduces the complexity of the described issue. By using the block coordinate descent approach, the investigated optimization issue is divided into three sub-problems, whose optimum solutions are supplied separately and updated alternatively to provide a near-optimal solution. The authors show that the total capacity of V2I connections used for high-rate content transmission is increased when using RIS, which also helps to provide crucial safety data to end users.",606,606,*A. Autonomous Vehicular Networks*,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_163,5C,pareto optimal,Efficient solution,lexical,NONE,The text does not discuss optimization problems or concepts related to pareto optimality in the context of autonomous aerial vehicle communication systems.,"<span id=""page-28-9""></span><span id=""page-28-8""></span><span id=""page-28-7""></span><span id=""page-28-4""></span><span id=""page-28-3""></span>The deployment of AAVs and drones on a large scale is one of the key challenges that 6G networks will have to solve. The most recent research efforts concentrated on drone-based communication and were able to predict and steer wireless signals based on moving targets such as drones. The research by [\[359\]](#page-39-15) proposed a 'DeepSense' ML dataset for accurate beam prediction in mmWave/THz drone communication systems. Its proposed vision-aided solution achieves 86.32% top-1 and 99.69% top-5 accuracy. ML algorithms can be implemented directly on the RIS controllers, and therefore such metasurfaces have the potential to act as the key enabling technology for boosting drone-based communication in urban environments. When used in tandem with AAVs, an RIS can boost communication performance without adding complexity to the AAVs themselves. The study in [\[360\]](#page-39-16) analyses AAV communications for IoT networks to foster green communication in networking. According to this study, AAVs can be used to enhance network coverage and improve the stability and SE of IoT networks by integrating reflective metasurfaces as part of their design. The study first develops tractable analytic formulas for tractability. The authors derive the average SNR with strict upper and lower limitations, which asymptotically approaches either of the obtained limits depending on the number of reflective components. This provides evidence that, in terms of the ergodic capacity that may be achieved, RIS-assisted AAV communication systems can display a capacity that is 10 times larger than without RIS. The authors of [\[361\]](#page-39-17) envisioned the use of MF-RISs equipped with WPT for minimization of power consumption of MF-RIS-assisted AAV networks. By jointly optimizing the AAV 's trajectory, flight time, and the RIS's reflection coefficients the authors have obtained an efficient solution for this problem. In a related work, the authors of [\[362\]](#page-39-18) considered an active MF-RIS-assisted SWIPT system. The reported results show that an active MF-RIS can effectively address the multiplicative fading issue and minimize the required size of reflective structures. Additionally, the authors show that the deployment of hybrid active MF-RISs shortens the flight range required for the AAV to complete transmission tasks, further reducing the energy consumption of AAVs.",612,612,"*A. Autonomous Vehicular Networks* > <span id=""page-28-2""></span>*B. Autonomous aerial vehicle communication systems*",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_164,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:100.0,NONE,The given snippet does not provide any direct or indirect information about the concept of rate-resolution trade-off. It appears to be a mathematical equation without any context related to the trade-off.,and,225,225,"<span id=""page-7-0""></span>**3. Performance Analysis** > *3.1. Exposure Effect*",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_164,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The concept of pareto optimal is related to the optimization problem, and the text discusses a suboptimal solution that balances communication and sensing performance, which is an indirect reference to the concept of pareto optimal.",#### *4.2. Suboptimal Solution*,286,286,"<span id=""page-7-0""></span>**3. Performance Analysis** > *3.1. Exposure Effect* > <span id=""page-9-0""></span>4. Optimization of the Camera's Exposure Time > *4.2. Suboptimal Solution*",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_164,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The text discusses the optimization of both communication and sensing performances, which is related to the concept of pareto optimal. The discussion of the optimal exposure time and the trade-off between communication and sensing performance is an indirect reference to the concept of pareto optimal.","optimization more challenging. Conversely, a smaller frequency gap (e.g., low-speed communication or high-speed communication under mobility) leads to lower optimal exposure times, where the requirements of both tasks become more aligned and easier to satisfy. The comparison between square- and circle-marked curves shows that the proposed suboptimal solution closely approximates the global optimum by numerical search, confirming its feasibility.",416,416,"<span id=""page-11-0""></span>**5. Experiment and Results** > *5.1. Experiment Setup* > *5.2. Methodology* > *5.4. Optimization of Exposure Time*",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_164,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The text discusses the evaluation of the effectiveness of the proposed suboptimal algorithm, which is related to the concept of pareto optimal. The comparison of the suboptimal solution to the global optimum and the discussion of the performance gap is an indirect reference to the concept of pareto optimal.","To evaluate the effectiveness of the proposed suboptimal algorithm, we set *f*min = *fxv* and *f*max = *fc*. Using the sensing frequency *fxv*=100 Hz as a reference, we uniformly sample 1/*ϵ* over the interval (0, 1] at 100 discrete points to determine the communication frequency according to Equation [\(20\)](#page-10-1). For each frequency ratio, the optimal exposure time *T*ˆ *e* is obtained via numerical search within the feasible range (0, 1/ *fxv*], while the suboptimal solution *T*˜ *e* is computed analytically using the proposed algorithm. The corresponding values of the objective function for both solutions are plotted in Figure [13.](#page-17-1) The normalized deviation (defined as the relative loss in objective function value with respect to the optimum) is on average only 5.71% across the 100 frequency ratios, with a minimum near 0 and a maximum of 36.62%. This close agreement validates the efficacy of the suboptimal approach. The performance gap arises because the suboptimal method places the high-frequency communication component at the center of a sidelobe of the Sincshaped frequency response, which is a practical heuristic that, while not always globally optimal, enables closed-form computation and real-time implementation.",428,428,"<span id=""page-11-0""></span>**5. Experiment and Results** > *5.1. Experiment Setup* > *5.2. Methodology* > *5.4. Optimization of Exposure Time*",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_172,5C,pareto optimal,Efficient solution,lexical,NONE,The concept of pareto optimal is not mentioned in the given context.,"In this paper, we propose an OFDR-based ISAC-OFD system. The system uses the DFB laser to generate LFM optical signals, which serve both as optical probes for OFDR sensing and optical carriers for communication. By assigning the sensing and communication functionalities to the frequency and amplitude domains of the optical signal respectively, the system effectively reduces functional interference, enabling high-speed optical communication while simultaneously achieving high-precision and long-range fiber fault point localization. To overcome the detrimental effects of periodic power fading induced by laser modulation, we introduce a novel sliding window normalization (SN) algorithm. By selecting the window size, the SN algorithm preserves the high-frequency variations of the communication signal while suppressing the low-frequency amplitude distortions caused by laserinduced fading, thereby significantly improving communication performance. Extensive experimental and simulation results validate the feasibility and effectiveness of the proposed system. The system achieves 25 Gbps PAM4 communication and supports centimeter-level fault localization accuracy over 20 km of standard single-mode fiber (SMF). Furthermore, simulation studies confirm that narrowing the laser linewidth extends the system's sensing range to the full transmission distance, while maintaining high spatial resolution. Overall, the proposed OFDR-ISAC-OF system offers a low-complexity and efficient solution for future intelligent optical networks, seamlessly integrating highspeed communication with high-precision sensing in a unified architecture.",163,163,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system > ARTICLE INFO > 1. Introduction > **5. Conclusion**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_172,5C,pareto optimal,pareto optimal,fuzzy:85.71428571428572,NONE,"The concept of pareto optimal is not mentioned in the given context, which appears to be a list of references.","- [18] [K. Yuksel, V. Moeyaert, M. Wuilpart, P. M](http://refhub.elsevier.com/S0030-3992(25)01317-9/h0090)´egret, Optical layer monitoring in passive [optical networks \(PONs\): a review, in:](http://refhub.elsevier.com/S0030-3992(25)01317-9/h0090) *2008 10th Anniversary International [Conference on Transparent Optical Networks](http://refhub.elsevier.com/S0030-3992(25)01317-9/h0090)*, IEEE, 2008, pp. 92–98.",207,207,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system > ARTICLE INFO > 1. Introduction > **References**,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_173,5C,rate-resolution trade-off,rate vs. resolution,fuzzy:100.0,NONE,"The snippet contains only image references and no text, making it impossible to determine a direct or indirect relationship with the concept of rate-resolution trade-off.",.,3,3,no_heading,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_185,5C,rate-resolution trade-off,rate vs. resolution,fuzzy:100.0,DIRECT,"The snippet mentions a trade-off between denser sampling, which improves reconstruction accuracy and robustness, and increased measurement time, directly implying a rate-resolution trade-off.",.,201,201,"Adaptive visible light integrated sensing and communication for cable-free virtual reality > <span id=""page-9-0""></span>APPENDIX B: ILLUMINATION PATTERN GENERATION AND PROJECTION RECONSTRUCTION",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,DIRECT,True
O_ISAC_185,5C,rate-resolution trade-off,rate vs. resolution,fuzzy:100.0,NONE,"The snippet discusses the relationship between the estimation accuracy of the radius and the accuracy of distance estimation, without mentioning a trade-off between rate and resolution.",.,234,234,"Adaptive visible light integrated sensing and communication for cable-free virtual reality > <span id=""page-9-0""></span>APPENDIX B: ILLUMINATION PATTERN GENERATION AND PROJECTION RECONSTRUCTION > APPENDIX C: THREE-DIMENSIONAL LOCATION ESTIMATION",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_185,5C,pareto optimal,Efficient solution,lexical,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which discusses visible light communication and integrated sensing systems.","Visible light communication plays an essential role in the next-generation 6G network due to its extremely high bandwidth and ultrafast transmission speed. Incorporating position sensing functionality into the communication system is highly desired for achieving target-oriented beamforming and accommodating high-speed data service. However, an efficient solution to integrated sensing and light communication remains challenging. Here, we demonstrate an integrated system that concurrently accomplishes high-precision sensing and high-speed data transmission by spatio-temporal modulation of the illumination and computational reconstruction. We developed a compressive angular projection imaging scheme to achieve rapid three-dimensional localization with high resolution, and a jointly optimized waveform design ensures slight sacrifice in the transmission data rate on the integrated system. We experimentally demonstrated a resolving resolution of 1 mm in lateral and 4 cm in depth within  $0.6 \text{ m} \times 0.6 \text{ m} \times 0.6 \text{ m}$  volume over 2 m distance at the sensing speed of 39 Hz in both static and dynamic conditions. This capability enables adaptive beamforming, which significantly enhances the data rate by 184% to permit errorless transmission of high-throughput virtual reality videos. Our work offers a promising route for intelligent wireless light communication systems with spatial perception capability, presenting the possibility of cable-free, immersive virtual reality experiences. © 2025 Chinese Laser Press",11,11,Adaptive visible light integrated sensing and communication for cable-free virtual reality,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_190,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:100.0,NONE,"The snippet only contains mathematical equations related to electrical engineering, specifically signal processing, without any mention of rate-resolution trade-off.",and,79,79,565431 https://doi.org/10.1364/OE.565431 Journal © 2025 Received 17 Apr 2025; revised 22 Jun 2025; accepted 23 Jun 2025; published 7 Jul 2025 > 2. Operation principles > 2.1. φ-OTDR based DAS system,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_190,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:100.0,NONE,"Similar to the first snippet, this contains equations related to signal processing but does not directly or indirectly discuss rate-resolution trade-off.",and,88,88,565431 https://doi.org/10.1364/OE.565431 Journal © 2025 Received 17 Apr 2025; revised 22 Jun 2025; accepted 23 Jun 2025; published 7 Jul 2025 > 2. Operation principles > 2.1. φ-OTDR based DAS system,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_190,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:100.0,INDIRECT,"Although the term 'rate-resolution trade-off' is not explicitly mentioned, the equations involving frequency and time-dependent variables could imply a relationship between the rate of signal processing and the resolution of the output, which is a common trade-off in engineering and signal processing applications.",and,98,98,565431 https://doi.org/10.1364/OE.565431 Journal © 2025 Received 17 Apr 2025; revised 22 Jun 2025; accepted 23 Jun 2025; published 7 Jul 2025 > 2. Operation principles > 2.1. φ-OTDR based DAS system,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_206,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:100.0,NONE,"The snippet does not mention or imply a rate-resolution trade-off. It appears to be a mathematical expression related to signal processing or communication systems, but it does not provide any information about a trade-off between rate and resolution.",and,361,361,"<span id=""page-4-5""></span><span id=""page-4-4""></span> $\mathcal{P}.1\text{-}2$ : Optimization for communication's analog part",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
