track_id,title,title_source,doi,doi_source,corpus_dir,primary_markdown_path,primary_meta_path,present_in_processed_markdowns,present_in_extraction_v4_unified,present_in_legacy_included_studies_list,present_in_excluded_fulltext_log,legacy_included_doi,legacy_included_title,legacy_screening_log_match_count,legacy_screening_log_decisions,notes
O_ISAC_166,An integrated sensing and communication solar skin for health monitoring and human–machine interaction,markdown_heading,10.1016/j.nanoen.2025.111639,legacy_included_list,data/proc_markdowns/O_ISAC_166,data/proc_markdowns/O_ISAC_166/O_ISAC_166.md,,yes,yes,yes,no,10.1016/j.nanoen.2025.111639,An integrated sensing and communication solar skin for health monitoring and human–machine interaction,1,Unscreened,
O_ISAC_167,Optics and Lasers in Engineering,markdown_heading,10.1016/j.optlaseng.2025.109470,legacy_included_list,data/proc_markdowns/O_ISAC_167,data/proc_markdowns/O_ISAC_167/O_ISAC_167.md,,yes,yes,yes,no,10.1016/j.optlaseng.2025.109470,Multi-service integrated sensing and communication system for industrial internet-of-things,1,Included,
O_ISAC_171,Frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication,markdown_heading,10.1038/s41467-025-62854-z,legacy_included_list,data/proc_markdowns/O_ISAC_171,data/proc_markdowns/O_ISAC_171/O_ISAC_171.md,,yes,yes,yes,no,10.1038/s41467-025-62854-z,Frequency-comb-steered ultrawideband quasi-true-time-delay beamformer for integrated sensing and communication,1,Included,
O_ISAC_172,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,markdown_heading,10.1016/j.optlastec.2025.113726,legacy_included_list,data/proc_markdowns/O_ISAC_172,data/proc_markdowns/O_ISAC_172/O_ISAC_172.md,,yes,yes,yes,no,10.1016/j.optlastec.2025.113726,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,1,Included,
O_ISAC_173,Poster: High-Performance Optical Camera Communications for ISAC Localization and Sensing,markdown_heading,10.1145/3680207.3765690,legacy_included_list,data/proc_markdowns/O_ISAC_173,data/proc_markdowns/O_ISAC_173/O_ISAC_173.md,,yes,yes,yes,no,10.1145/3680207.3765690,Poster: High-Performance Optical Camera Communications for ISAC Localization and Sensing,1,Included,
O_ISAC_185,Adaptive visible light integrated sensing and communication for cable-free virtual reality,markdown_heading,10.1364/PRJ.561888,legacy_included_list,data/proc_markdowns/O_ISAC_185,data/proc_markdowns/O_ISAC_185/O_ISAC_185.md,,yes,yes,yes,no,10.1364/PRJ.561888,Adaptive visible light integrated sensing and communication for cable-free virtual reality,1,Included,
O_ISAC_186,SCIENCE CHINA Information Sciences,markdown_heading,10.1007/s11432-024-4369-2,legacy_included_list,data/proc_markdowns/O_ISAC_186,data/proc_markdowns/O_ISAC_186/O_ISAC_186.md,,yes,yes,yes,no,10.1007/s11432-024-4369-2,Chaotic optoelectronic oscillators-based dual-function radar-communication system,1,Included,
O_ISAC_187,**Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing**,markdown_heading,10.1364/OE.564416,legacy_included_list,data/proc_markdowns/O_ISAC_187,data/proc_markdowns/O_ISAC_187/O_ISAC_187.md,,yes,yes,yes,no,10.1364/OE.564416,Photonic-aided Doppler-robust ISAC system based on index modulation and chirp multiplexing,1,Included,
O_ISAC_188,**Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing**,markdown_heading,10.1364/OE.563557,legacy_included_list,data/proc_markdowns/O_ISAC_188,data/proc_markdowns/O_ISAC_188/O_ISAC_188.md,,yes,yes,yes,no,10.1364/OE.563557,Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing,1,Included,
O_ISAC_189,**PHOTONICS Research**,markdown_heading,10.1364/PRJ.553098,legacy_included_list,data/proc_markdowns/O_ISAC_189,data/proc_markdowns/O_ISAC_189/O_ISAC_189.md,,yes,yes,yes,no,10.1364/PRJ.553098,Integrated ultra-large dynamic vibration sensing with fronthaul analog radio-over-fiber transmission,1,Included,
O_ISAC_190,**Common bias-digital subcarrier multiplexing scheme for integrated sensing and communication in short-reach optical transmission systems**,markdown_heading,10.1364/OE.565431,legacy_included_list,data/proc_markdowns/O_ISAC_190,data/proc_markdowns/O_ISAC_190/O_ISAC_190.md,,yes,yes,yes,no,10.1364/OE.565431,Common bias-digital subcarrier multiplexing scheme for integrated sensing and communication in short-reach optical transmission systems,1,Included,
O_ISAC_195,**Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer**,markdown_heading,10.1364/OE.555053,legacy_included_list,data/proc_markdowns/O_ISAC_195,data/proc_markdowns/O_ISAC_195/O_ISAC_195.md,,yes,yes,yes,no,10.1364/OE.555053,Integrated sensing and communication system based on a photonic integrated broadband multi-beamformer,1,Included,
O_ISAC_199,"Engineering Science and Technology, an International Journal",markdown_heading,10.1016/j.jestch.2025.101958,legacy_included_list,data/proc_markdowns/O_ISAC_199,data/proc_markdowns/O_ISAC_199/O_ISAC_199.md,,yes,yes,yes,no,10.1016/j.jestch.2025.101958,"Towards last-mile connectivity in 6G-IoT: An integrated MIMO-FSO communication system and FBG sensors under atmospheric attenuations, strain and temperature effects",1,Included,
O_ISAC_200,Optical Fiber Technology,markdown_heading,10.1016/j.yofte.2024.104047,legacy_included_list,data/proc_markdowns/O_ISAC_200,data/proc_markdowns/O_ISAC_200/O_ISAC_200.md,,yes,yes,yes,no,10.1016/j.yofte.2024.104047,Machine learning opportunities for integrated polarization sensing and communication in optical fibers,1,Included,
O_ISAC_202,Integrated optical covert sensing and communication,markdown_heading,10.3788/COL202523.020602,legacy_included_list,data/proc_markdowns/O_ISAC_202,data/proc_markdowns/O_ISAC_202/O_ISAC_202.md,,yes,yes,yes,no,10.3788/COL202523.020602,Integrated optical covert sensing and communication,1,Included,
O_ISAC_203,**High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications**,markdown_heading,10.1002/adfm.202412813,legacy_included_list,data/proc_markdowns/O_ISAC_203,data/proc_markdowns/O_ISAC_203/O_ISAC_203.md,,yes,yes,yes,no,10.1002/adfm.202412813,High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,1,Included,
O_ISAC_206,"<span id=""page-0-0""></span>Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication",markdown_heading,10.1109/TWC.2025.3545372,legacy_included_list,data/proc_markdowns/O_ISAC_206,data/proc_markdowns/O_ISAC_206/O_ISAC_206.md,,yes,yes,yes,no,10.1109/TWC.2025.3545372,Beam Pattern Modulation Embedded Hybrid Transceiver Optimization for Integrated Sensing and Communication,1,Included,
O_ISAC_218,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,markdown_heading,10.1109/JLT.2025.3642277,legacy_included_list,data/proc_markdowns/O_ISAC_218,data/proc_markdowns/O_ISAC_218/O_ISAC_218.md,,yes,yes,yes,no,10.1109/JLT.2025.3642277,Hybrid MRR-Assisted Long-Range SDMA for RO-ISAC Systems in Industry IoT Applications,1,Included,
O_ISAC_219,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",markdown_heading,10.1109/JLT.2025.3642513,legacy_included_list,data/proc_markdowns/O_ISAC_219,data/proc_markdowns/O_ISAC_219/O_ISAC_219.md,,yes,yes,yes,no,10.1109/JLT.2025.3642513,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",1,Included,
O_ISAC_220,A. Dense and Compatible ISAC Based on DSCM and Frequency Modulation of Sensing Information,markdown_heading,10.1364/PRJ.563034,legacy_included_list,data/proc_markdowns/O_ISAC_220,data/proc_markdowns/O_ISAC_220/O_ISAC_220.md,,yes,yes,yes,no,10.1364/PRJ.563034,Advanced SMART network: empowering subsea monitoring with dense photonic integrated sensing and communication,1,Included,
O_ISAC_237,Coordinated FMCW and OFDM for Integrated Sensing and Communication,markdown_heading,10.1109/TVT.2025.3619057,legacy_included_list,data/proc_markdowns/O_ISAC_237,data/proc_markdowns/O_ISAC_237/O_ISAC_237.md,,yes,yes,yes,no,10.1109/TVT.2025.3619057,Coordinated FMCW and OFDM for Integrated Sensing and Communication,1,Included,
O_ISAC_241,Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS,markdown_heading,10.1109/JLT.2025.3613544,legacy_included_list,data/proc_markdowns/O_ISAC_241,data/proc_markdowns/O_ISAC_241/O_ISAC_241.md,,yes,yes,yes,no,10.1109/JLT.2025.3613544,Photonics-Assisted Millimeter-Wave Integrated Sensing and Communication Based on OTFS,1,Included,
O_ISAC_242,Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems,markdown_heading,10.1109/LPT.2025.3614902,legacy_included_list,data/proc_markdowns/O_ISAC_242,data/proc_markdowns/O_ISAC_242/O_ISAC_242.md,,yes,yes,yes,no,10.1109/LPT.2025.3614902,Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems,1,Included,
O_ISAC_245,MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems,markdown_heading,10.1109/ICMLCN64995.2025.11140099,legacy_included_list,data/proc_markdowns/O_ISAC_245,data/proc_markdowns/O_ISAC_245/O_ISAC_245.md,,yes,yes,yes,no,10.1109/ICMLCN64995.2025.11140099,MCMC-Based Sparse Bayesian Learning for Super-Resolution Receiver in ISAC Systems,1,Included,
O_ISAC_248,Exploitation of FMF capabilities for joint communications and sensing,markdown_heading,10.1109/ICTON67126.2025.11125376,legacy_included_list,data/proc_markdowns/O_ISAC_248,data/proc_markdowns/O_ISAC_248/O_ISAC_248.md,,yes,yes,yes,no,10.1109/ICTON67126.2025.11125376,Exploitation of FMF capabilities for joint communications and sensing,1,Included,
O_ISAC_252,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,markdown_heading,10.23919/OECC/PSC62146.2025.11110813,legacy_included_list,data/proc_markdowns/O_ISAC_252,data/proc_markdowns/O_ISAC_252/O_ISAC_252.md,,yes,yes,yes,no,10.23919/OECC/PSC62146.2025.11110813,An Adaptive Control System for Satellite-Ground Laser Communication Based on Integrated Sensing and Communication,1,Included,
O_ISAC_259,Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences,markdown_heading,10.1109/JIOT.2025.3599171,legacy_included_list,data/proc_markdowns/O_ISAC_259,data/proc_markdowns/O_ISAC_259/O_ISAC_259.md,,yes,yes,yes,no,10.1109/JIOT.2025.3599171,Low-PAPR OFDM-ISAC Waveform Design Based on Frequency-Domain Phase Differences,1,Included,
O_ISAC_272,Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems,markdown_heading,10.1109/LWC.2025.3583732,legacy_included_list,data/proc_markdowns/O_ISAC_272,data/proc_markdowns/O_ISAC_272/O_ISAC_272.md,,yes,yes,yes,no,10.1109/LWC.2025.3583732,Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems,1,Included,
O_ISAC_276,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,markdown_heading,10.1109/JLT.2025.3563162,legacy_included_list,data/proc_markdowns/O_ISAC_276,data/proc_markdowns/O_ISAC_276/O_ISAC_276.md,,yes,yes,yes,no,10.1109/JLT.2025.3563162,Parallel Path Effect-Free Remote Monitoring and Sensing in Live XGS-PON Using Legacy Optical Time Domain Reflectometry,1,Included,
O_ISAC_280,**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm**,markdown_heading,10.1364/OE.533917,legacy_included_list,data/proc_markdowns/O_ISAC_280,data/proc_markdowns/O_ISAC_280/O_ISAC_280.md,,yes,yes,yes,no,10.1364/OE.533917,Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm,1,Included,
O_ISAC_283,**Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver**,markdown_heading,10.1364/OE.541229,legacy_included_list,data/proc_markdowns/O_ISAC_283,data/proc_markdowns/O_ISAC_283/O_ISAC_283.md,,yes,yes,yes,no,10.1364/OE.541229,Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver,1,Included,
O_ISAC_286,**Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification**,markdown_heading,10.1364/OE.525854,legacy_included_list,data/proc_markdowns/O_ISAC_286,data/proc_markdowns/O_ISAC_286/O_ISAC_286.md,,yes,yes,yes,no,10.1364/OE.525854,Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification,1,Included,
O_ISAC_288,**Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies**,markdown_heading,10.3390/photonics11090861,legacy_included_list,data/proc_markdowns/O_ISAC_288,data/proc_markdowns/O_ISAC_288/O_ISAC_288.md,,yes,yes,yes,no,10.3390/photonics11090861,Development of an Integrated Communication and Sensing System Using Spread Spectrum and Photonics Technologies,1,Included,
O_ISAC_291,POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection,markdown_heading,10.1145/3672202.3673726,legacy_included_list,data/proc_markdowns/O_ISAC_291,data/proc_markdowns/O_ISAC_291/O_ISAC_291.md,,yes,yes,yes,no,10.1145/3672202.3673726,POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection,1,Included,
O_ISAC_300,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,markdown_heading,10.1109/JLT.2023.3344788,legacy_included_list,data/proc_markdowns/O_ISAC_300,data/proc_markdowns/O_ISAC_300/O_ISAC_300.md,,yes,yes,yes,no,10.1109/JLT.2023.3344788,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,1,Included,
O_ISAC_301,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,markdown_heading,10.3788/COL202422.043901,legacy_included_list,data/proc_markdowns/O_ISAC_301,data/proc_markdowns/O_ISAC_301/O_ISAC_301.md,,yes,yes,yes,no,10.3788/COL202422.043901,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,1,Included,
O_ISAC_303,Keywords: Visible light communication Visible light sensing Integrated sensing and communication,markdown_heading,10.1016/j.dsp.2023.104340,legacy_included_list,data/proc_markdowns/O_ISAC_303,data/proc_markdowns/O_ISAC_303/O_ISAC_303.md,,yes,yes,yes,no,10.1016/j.dsp.2023.104340,"Integrated sensing, lighting and communication based on visible light communication: A review",1,Included,
O_ISAC_304,Optics Communications,markdown_heading,10.1016/j.optcom.2023.130091,legacy_included_list,data/proc_markdowns/O_ISAC_304,data/proc_markdowns/O_ISAC_304/O_ISAC_304.md,,yes,yes,yes,no,10.1016/j.optcom.2023.130091,Photonic joint radar and communication system using a chirp-polarity coded LFM waveform,1,Included,
O_ISAC_310,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning,markdown_heading,10.1109/ACP/IPOC63121.2024.10809603,legacy_included_list,data/proc_markdowns/O_ISAC_310,data/proc_markdowns/O_ISAC_310/O_ISAC_310.md,,yes,yes,yes,no,10.1109/ACP/IPOC63121.2024.10809603,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning,1,Included,
O_ISAC_324,**RESEARCH ARTICLE**,markdown_heading,10.34133/research.0416,legacy_included_list,data/proc_markdowns/O_ISAC_324,data/proc_markdowns/O_ISAC_324/O_ISAC_324.md,,yes,yes,yes,no,10.34133/research.0416,Integrated Distributed Sensing and Quantum Communication Networks,1,Included,
O_ISAC_327,Channel Characterization and Modeling for VLC-IoE Applications in 6G: A Survey,markdown_heading,10.1109/JIOT.2024.3430326,legacy_included_list,data/proc_markdowns/O_ISAC_327,data/proc_markdowns/O_ISAC_327/O_ISAC_327.md,,yes,yes,yes,no,10.1109/JIOT.2024.3430326,Channel Characterization and Modeling for VLC-IoE Applications in 6G: A Survey,1,Included,
O_ISAC_340,6G-EWOC: AI-Enhanced Fiber-Wireless Optical 6G Network in Support of Connected Mobility,markdown_heading,10.1109/CAMAD62243.2024.10942755,legacy_included_list,data/proc_markdowns/O_ISAC_340,data/proc_markdowns/O_ISAC_340/O_ISAC_340.md,,yes,yes,yes,no,10.1109/CAMAD62243.2024.10942755,6G-EWOC: AI-Enhanced Fiber-Wireless Optical 6G Network in Support of Connected Mobility,1,Included,
O_ISAC_348,Integrated sensing and communication in an optical fibre,markdown_heading,10.1038/s41377-022-01067-1,legacy_included_list,data/proc_markdowns/O_ISAC_348,data/proc_markdowns/O_ISAC_348/O_ISAC_348.md,,yes,yes,yes,no,10.1038/s41377-022-01067-1,Integrated sensing and communication in an optical fibre,1,Included,
O_ISAC_349,"<span id=""page-0-10""></span>Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform",markdown_heading,10.1109/TMTT.2023.3267546,legacy_included_list,data/proc_markdowns/O_ISAC_349,data/proc_markdowns/O_ISAC_349/O_ISAC_349.md,,yes,yes,yes,no,10.1109/TMTT.2023.3267546,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform,1,Included,
O_ISAC_350,2 Design and fabrication of optoelectronic chips,markdown_heading,10.37188/CO.2023-0028,legacy_included_list,data/proc_markdowns/O_ISAC_350,data/proc_markdowns/O_ISAC_350/O_ISAC_350.md,,yes,yes,yes,no,10.37188/CO.2023-0028,Integrated Nitride optoelectronic chip for motion detection and visible light communication; 运动探测及可见光通信一体化氮化物光电子芯片,1,Unscreened,
O_ISAC_351,Optics Communications,markdown_heading,10.1016/j.optcom.2023.129484,legacy_included_list,data/proc_markdowns/O_ISAC_351,data/proc_markdowns/O_ISAC_351/O_ISAC_351.md,,yes,yes,yes,no,10.1016/j.optcom.2023.129484,Integrated high precision time-of-flight depth sensing and optical communication based on Hamiltonian coding,1,Included,
O_ISAC_354,■ **INTRODUCTION**,markdown_heading,10.1021/acsomega.3c00521,legacy_included_list,data/proc_markdowns/O_ISAC_354,data/proc_markdowns/O_ISAC_354/O_ISAC_354.md,,yes,yes,yes,no,10.1021/acsomega.3c00521,Integrated Sensing and Communication Chip Based on III-Nitride for Motion Detection,1,Included,
O_ISAC_356,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,markdown_heading,10.1049/icp.2023.2658,legacy_included_list,data/proc_markdowns/O_ISAC_356,data/proc_markdowns/O_ISAC_356/O_ISAC_356.md,,yes,yes,yes,no,10.1049/icp.2023.2658,Photonic THz-ISAC Demonstration with Simultaneous 120Gbit/s Communication and 2.5mm Sensing Resolution,1,Included,
O_ISAC_360,**Monolithic III-nitride photonic circuit for integrated sensing and communication system**,markdown_heading,10.1109/SSLChinaIFWS60785.2023.10399712,legacy_included_list,data/proc_markdowns/O_ISAC_360,data/proc_markdowns/O_ISAC_360/O_ISAC_360.md,,yes,yes,yes,no,10.1109/SSLChinaIFWS60785.2023.10399712,Monolithic III-Nitride Photonic Circuit for Integrated Sensing and Communication System,1,Included,
O_ISAC_368,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,markdown_heading,10.1109/ICOCN59242.2023.10236125,legacy_included_list,data/proc_markdowns/O_ISAC_368,data/proc_markdowns/O_ISAC_368/O_ISAC_368.md,,yes,yes,yes,no,10.1109/ICOCN59242.2023.10236125,A Technical Review of Integrated Sensing and Communication in Optical Transmission System,1,Included,
O_ISAC_371,Design and Analysis of VLC-OCC-CDMA Rake System,markdown_heading,10.1007/978-3-031-36625-3_10,legacy_included_list,data/proc_markdowns/O_ISAC_371,data/proc_markdowns/O_ISAC_371/O_ISAC_371.md,,yes,yes,yes,no,10.1007/978-3-031-36625-3_10,Design and Analysis of VLC-OCC-CDMA Rake System,1,Unscreened,
O_ISAC_377,**Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW**,markdown_heading,10.1364/OE.474055,legacy_included_list,data/proc_markdowns/O_ISAC_377,data/proc_markdowns/O_ISAC_377/O_ISAC_377.md,,yes,yes,yes,no,10.1364/OE.474055,Photonics-aided integrated sensing and communications in mmW bands based on a DC-offset QPSK-encoded LFMCW,1,Included,
O_ISAC_379,**Demonstration of photonics-based flexible integration of sensing and communication with adaptive waveforms for a W-band fiber-wireless integrated network**,markdown_heading,10.1364/OE.472693,legacy_included_list,data/proc_markdowns/O_ISAC_379,data/proc_markdowns/O_ISAC_379/O_ISAC_379.md,,yes,yes,yes,no,10.1364/OE.472693,Demonstration of photonics-based flexible integration of sensing and communication with adaptive waveforms for a W-band fiber-wireless integrated network,1,Included,
O_ISAC_381,"**Long-Distance, Real-Time LED Display-Camera Communication System Based on LED Point Clustering and Lightweight Image Processing**",markdown_heading,10.3390/photonics9100721,legacy_included_list,data/proc_markdowns/O_ISAC_381,data/proc_markdowns/O_ISAC_381/O_ISAC_381.md,,yes,yes,yes,no,10.3390/photonics9100721,"Long-Distance, Real-Time LED Display-Camera Communication System Based on LED Point Clustering and Lightweight Image Processing",1,Included,
O_ISAC_386,Design of Visible Light Communication Transceiver System Based on Intelligent Terminal,markdown_heading,10.1109/OGC52961.2021.9654303,legacy_included_list,data/proc_markdowns/O_ISAC_386,data/proc_markdowns/O_ISAC_386/O_ISAC_386.md,,yes,yes,yes,no,10.1109/OGC52961.2021.9654303,Design of Visible Light Communication Transceiver System Based on Intelligent Terminal,1,Included,
O_ISAC_388,VLC-CDMA Systems Based on Optical Complementary Codes,markdown_heading,10.1109/MWC.2019.1900071,legacy_included_list,data/proc_markdowns/O_ISAC_388,data/proc_markdowns/O_ISAC_388/O_ISAC_388.md,,yes,yes,yes,no,10.1109/MWC.2019.1900071,VLC-CDMA systems based on optical complementary codes,1,Included,
