record_group_id,title,doi,year,legacy_decision_set,legacy_rows,scopus_batch_decision,scopus_batch_row,linked_track_id,ai_scopus_decision,ai_scopus_confidence,reconstructed_stage_class,reconstructed_title_abstract_decision,reconstruction_basis,evidence_scope,notes
TA_RECON_319,"Real-Time 141 GHz JCAS Channel Sounder: Near-Field Switched Beamforming, Carrier Multiplexing, and Context Awareness",10.1109/TMTT.2025.3529345,2025,Excluded,87,Unscreened,56,O_ISAC_211,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_320,Real-time integrated 1.74 cm range resolution and 16.14 Gbps bidirectional wireless communication in photonic-assisted terahertz band systems over 80 m,10.1364/OL.577101,2025,Excluded,45,Unscreened,14,O_ISAC_176,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_321,Recent Advancements and Challenges in Integrated Sensing and Communication in Optical Fiber,10.1109/ICCT62411.2024.10946617,2024,Duplicate,320,Duplicate,289,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_322,Recent Advances in Integrated Vibration Sensing and Communication in Digital Subcarrier Multiplexing Systems,10.3390/photonics12030290,2025,Excluded,72,Unscreened,41,O_ISAC_201,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_323,Reconfigurable Networks for Indoor Optical Wireless Communications using Polarization-Controlled Dual-Function Metasurfaces,10.1364/OFC.2025.W1H.2,2025,Excluded,174;190,Duplicate,159,O_ISAC_264,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_324,Reconstructed DM-RS in 5G NR PDSCH for Optimizing ISAC System Performance,10.1109/LCOMM.2025.3624871,2025,Excluded,115,Unscreened,84,O_ISAC_229,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_325,ReflexGest: Recognizing Hand Gestures Under VLC-Capable Lamps,10.1109/TMC.2025.3545340,2025,Duplicate,83,Duplicate,52,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_326,Remote Phase-Shift LiDAR With Communication,10.1109/TCOMM.2023.3233962,2023,Duplicate,348,Duplicate,317,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_327,Research and verification of sensing information assisted millimeter wave beam tracking algorithm for automated vehicles,10.1145/3556562.3558570,2022,Excluded,383,Unscreened,352,O_ISAC_380,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_328,Research on optical sideband signal wavefront damage repair technology in optical fibers,10.1016/j.optcom.2025.132474,2025,Excluded,38,Unscreened,7,O_ISAC_170,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_329,Research on period-one photonic microwave scheme for integrated communication and sensing system,10.1117/12.3086963,2025,Excluded,51,Unscreened,20,O_ISAC_182,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_330,Resource Optimization for Delay Estimation in Perceptive Mobile Networks,10.1109/LWC.2023.3325961,2024,Excluded,316,Unscreened,285,O_ISAC_336,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_331,Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,10.1109/ACP/IPOC63121.2024.10809915,2024,Duplicate,262,Duplicate,231,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_332,Retroreflective optical ISAC using OFDM: channel modeling and performance analysis,10.1364/OL.528029,2024,Excluded,236,Unscreened,205,O_ISAC_293,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_333,Review of 6G Wireless Communication System With Artificial Intelligence,10.1002/itl2.70127,2025,Excluded,47,Unscreened,16,O_ISAC_178,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_334,RIS-Assisted Physical Layer Security in Emerging RF and Optical Wireless Communications Systems: A Comprehensive Survey,10.1109/COMST.2024.3487112,2025,Excluded,94,Unscreened,63,O_ISAC_216,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_335,Robust Characterization of Terahertz Metasurface Sensor With Ultrahigh Frequency Selectivity and Polarization Sensitivity,10.1109/JSEN.2024.3470995,2024,Duplicate,277,Duplicate,246,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_336,Scalable AI-assisted optical radio environment map estimation for indoor visible light communication systems (AI-VLCmaps),10.1117/12.3065355,2025,Excluded,52,Unscreened,21,O_ISAC_183,Included,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_337,SDOA-Net: An Efficient Deep-Learning-Based DOA Estimation Network for Imperfect Array,10.1109/TIM.2024.3391338,2024,Duplicate,305,Duplicate,274,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_338,Secrecy Energy Efficiency of Hybrid Wireless Body Area Networks,10.1109/TMC.2025.3618098,2025,Duplicate,124,Duplicate,93,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_339,Sensing Assisted Localization Services for Indoor Environments,10.23919/WiOpt66569.2025.11123308,2025,Duplicate,147,Duplicate,116,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_340,Sensing-Oriented Reference Signal Design for Multi-Target Detection in 6G ISAC Systems,10.1109/LCOMM.2025.3636389,2025,Excluded,103,Unscreened,72,O_ISAC_222,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_341,Seven Defining Features of Terahertz (THz) Wireless Systems: A Fellowship of Communication and Sensing,10.1109/COMST.2022.3143454,2022,Excluded,396,Unscreened,365,O_ISAC_384,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_342,Signal Processing Techniques for 6G,10.1007/s11265-022-01827-7,2023,Excluded,346,Unscreened,315,O_ISAC_355,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_343,Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM,10.1109/TMTT.2025.3638469,2025,Duplicate,99,Duplicate,68,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_344,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning,10.1109/ACP/IPOC63121.2024.10809603,2024,Included,261,Unscreened,230,O_ISAC_310,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_345,Simultaneous Demodulation and Channel Sensing Using IR-UWB Signals,10.1109/GLOBECOM54140.2023.10437359,2023,Excluded,359,Unscreened,328,O_ISAC_364,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_346,Simultaneous Near-Field THz Communications and Sensing with Full Duplex Metasurface Transceivers,10.1109/SPAWC60668.2024.10694467,2024,Excluded,287,Unscreened,256,O_ISAC_322,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_347,Single-Ended > 100-km Distributed Vibration Sensor Based on OFDR Using Pearson Correlation Coefficient,10.1109/JSEN.2025.3554542,2025,Duplicate,217,Duplicate,186,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_348,Sliding window-based LSTM scheme for PAM-4 photonics-assisted W-band ISAC systems,10.1109/LPT.2025.3614902,2025,Included,134,Unscreened,103,O_ISAC_242,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_349,"Space-Frequency Switching MIMO-OFDM ISAC Systems: Architecture, Radar Imaging Algorithm, and Testbed Experiments",10.1109/JIOT.2025.3617471,2025,Excluded,36,Unscreened,5,O_ISAC_168,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_350,Spectral-Efficient Frequency-Division Photonic Millimeter-Wave Integrated Sensing and Communication System Using Improved Sparse LFM Sub-Bands Fusion,10.1109/JLT.2023.3265799,2023,Included,332,Unscreened,301,O_ISAC_347,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_351,Spectrum-efficient LDPC-coded Joint Radar and Communication Systems Using Flipping-based Integrated Waveforms,10.1109/TVT.2025.3601547,2025,Excluded,159,Unscreened,128,O_ISAC_256,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_352,Study on optimal layout method of LED light source for indoor visible light communication,10.1117/12.2584582,2020,Excluded,403,Unscreened,372,O_ISAC_389,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_353,Subspace-Based Super-Resolution Sensing for Bi-Static ISAC with Clock Asynchronism,10.1109/JSAC.2025.3610494,2025,Excluded,136,Unscreened,105,O_ISAC_244,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_354,Superpixel Technique Enabled Spatial Phase Modulation Equalization for Power-Efficient Vortex Beam Generation,10.1109/JPHOT.2024.3381547,2024,Excluded,11,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_355,Super-Resolution-Based Bayesian Learning for the Localization of Extended Targets in mmWave MIMO OFDM Systems,10.1109/OJVT.2025.3627139,2025,Excluded,112,Unscreened,81,O_ISAC_227,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_356,Super-resolution diffractive neural network for all-optical direction of arrival estimation beyond diffraction limits,10.1038/s41377-024-01511-4,2024,Excluded,224,Unscreened,193,O_ISAC_281,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_357,Super-Resolution Direct Position and Velocity Estimation for Distributed MIMO-OFDM Systems,10.1109/RadarConf2559087.2025.11205025,2025,Excluded,105,Unscreened,74,O_ISAC_224,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_358,Super-Resolution Parameter Estimation and Predictable Beamforming Optimization for MIMO-OTFS ISAC Systems,10.1109/TVT.2025.3596241,2025,Excluded,165,Unscreened,134,O_ISAC_261,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_359,System-level Analysis of Dual-Mode Networked Sensing: ISAC Integration & Coordination Gains,10.1109/TWC.2025.3634682,2025,Excluded,104,Unscreened,73,O_ISAC_223,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_360,Tailoring the Generalized 2D Airy Beam,10.1109/JPHOT.2024.3378960,2024,Excluded,10,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_361,Terahertz asynchronous twin-comb for prefiguring hypersensitivity beyond spectrum domain,10.1038/s41467-025-63513-z,2025,Excluded,37,Unscreened,6,O_ISAC_169,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_362,Terahertz Photonics in Radar and ISAC Applications,10.1109/ACP/POEM59049.2023.10368967,2023,Excluded,358,Unscreened,327,O_ISAC_363,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_363,Terrestrial and Non-Terrestrial Networks for Integrated Sensing and Communication,10.1109/ISSE63315.2024.10741118,2024,Duplicate,269,Duplicate,238,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_364,The Emergence of Multi-Functional and Hybrid Reconfigurable Intelligent Surfaces for Integrated Sensing and Communications - A Survey,10.1109/COMST.2024.3519785,2025,Included,21,,,,,,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_365,The Role of Photonic Sensing Technologies in Healthcare 5.0: A Comprehensive Review of Future Perspectives and Applications,10.1109/JIOT.2025.3622344,2025,Excluded,121,Unscreened,90,O_ISAC_234,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_366,Three-Stage Super-Resolution Estimation of Target Parameter in OCDM ISAC Systems,10.1109/LWC.2025.3583732,2025,Included,186,Unscreened,155,O_ISAC_272,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_367,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,10.1109/TMTT.2025.3549729,2025,Duplicate,209,Duplicate,178,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_368,THz-Over-Fiber System With Orthogonal Chirp Division Multiplexing for Integrated Sensing and Communication,10.1109/JLT.2023.3311645,2024,Duplicate,317,Duplicate,286,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_369,THz-over-fiber system with orthogonal chirp division multiplexing for integrated sensing and communication,10.1109/OECC56963.2023.10209717,2023,Duplicate,367,Duplicate,336,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_370,"Toward Joint Radar, Communication, Computation, Localization, and Sensing in IoT",10.1109/ACCESS.2022.3146830,2022,Excluded,14,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_371,Towards a Unified Framework for Physical Layer Security in 5G and Beyond Networks,10.1109/OJVT.2022.3183218,2022,Excluded,23,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_372,Towards Efficient Confluent Edge Networks,10.1109/EuCNC/6GSummit60053.2024.10597093,2024,Duplicate,296,Duplicate,265,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_373,"Towards last-mile connectivity in 6G-IoT: An integrated MIMO-FSO communication system and FBG sensors under atmospheric attenuations, strain and temperature effects",10.1016/j.jestch.2025.101958,2025,Included,70,Unscreened,39,O_ISAC_199,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_374,Transmit Beamforming and Array Steering Optimization for UAV-Aided Bistatic ISAC,10.1109/GLOBECOM52923.2024.10900991,2024,Excluded,326,Unscreened,295,O_ISAC_343,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_375,Traveling Wave Antenna-on-Display Featuring Simultaneous 2-D Phase and Frequency Beam Scanning for Integrated Sensing and Communication,10.23919/EuCAP63536.2025.10999638,2025,Duplicate,198,Duplicate,167,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_376,Two-Stage Framework for Sensing Assisted Covert Communications,10.1109/TVT.2025.3531877,2025,Excluded,88,Unscreened,57,O_ISAC_212,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_377,UAV-Aided Flying Retroreflective Optical ISAC with Angle Diversity Transmitters,10.23919/OECC/PSC62146.2025.11110803,2025,Duplicate,152,Duplicate,121,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_378,UAV-Based Intelligent Sensing Over CF-mMIMO Communications: System Design and Experimental Results,10.1109/OJCOMS.2025.3550975,2025,Excluded,15,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_379,UAV Detection Based on the Variance of Higher-Order Cumulants,10.1109/TVT.2024.3370590,2024,Excluded,310,Unscreened,279,O_ISAC_334,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_380,Ultrahigh-Performance Radio Frequency System-on-Chip Implementation of a Kalman Filter-Based High-Precision Time and Frequency Synchronization for Networked Integrated Sensing and Communication Systems,10.1109/OJIM.2025.3527532,2025,Excluded,19,,,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_381,Ultra-Sensitive All-Polymer Near-Infrared Photodetectors via Van der Waals Layered Triple Heterojunction,10.34133/research.0939,2025,Excluded,132,Unscreened,101,O_ISAC_240,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_382,Ultrasonic phase extraction method for co-cable identification in coherent optical transmission systems,10.3788/COL202422.100601,2024,Excluded,227,Unscreened,196,O_ISAC_284,Excluded,0.9,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_383,VehicleTalk: Lightweight V2V Network Enabled by Optical Wireless Communication and Sensing,10.1109/VTC2024-Spring62846.2024.10683127,2024,Duplicate,282,Duplicate,251,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_384,Visible Light Communication-Enabled Simultaneous Position and Orientation Detection for Harnessing Multipath Interference and Random Fading,10.1109/TITS.2023.3324361,2024,Duplicate,252,Duplicate,221,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_385,Visible-light communications,10.1017/CBO9780511979187.014,2012,Excluded,415,Excluded,384,,,,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_386,Visible Light Integrated Positioning and Communication: A Multi-Task Federated Learning Framework,10.1109/TMC.2022.3207164,2023,Duplicate,334,Duplicate,303,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_387,VLC-CDMA systems based on optical complementary codes,10.1109/MWC.2019.1900071,2020,Included,401,Unscreened,370,O_ISAC_388,Included,0.9,screened_record,Included,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_388,W-band photonic-aided mm-wave ISAC system enabled by a shared OFDM signal waveform and a two-stage carrier frequency recovery algorithm,10.1364/OL.537847,2024,Excluded,230,Unscreened,199,O_ISAC_287,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_389,W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network,10.1109/ACP55869.2022.10088790,2022,Duplicate,387,Duplicate,356,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_390,W-band photonics-aided OFDM system integrating sensing and communication with phase noise suppression scheme,10.1016/j.optlastec.2024.111432,2025,Excluded,95,Unscreened,64,O_ISAC_217,Excluded,0.8,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_391,WiCaliper: Simultaneous Material and 3D Size Sensing for Everyday Objects Using WiFi,10.1109/JSAC.2025.3609312,2025,Excluded,154,Unscreened,123,O_ISAC_253,Excluded,1.0,screened_record,Excluded,legacy_screening_log,partial_dec28_update_workflow_only,
TA_RECON_392,Wide-Steering Integrated Sensing and Communication OPA-Based Lidar Design with Joint Waveform and Thinned Antenna,10.23919/OECC/PSC62146.2025.11111436,2025,Duplicate,150,Duplicate,119,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
TA_RECON_393,Zero-Padding 2D-DFT Scheme for Photonics-Assisted W-Band Fiber-Wireless ISAC System with Orthogonal Time Frequency Space Modulation,10.1109/JLT.2025.3602312,2025,Duplicate,157,Duplicate,126,,,,duplicate_only,DuplicateOnly,legacy_duplicate_only,partial_dec28_update_workflow_only,
