paper_id,year,modality,scenario,metric_name,metric_value,metric_unit,definition_class,evidence_type,heading_path,line_start,line_end,excerpt_paraphrase,excerpt_quote,notes
O_ISAC_280,2024,Hybrid,Outdoor,R,6000000000.0,bps,OTHER,text,"**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > **1. Introduction**",25,25,Data rate/throughput is reported.,"The paper is organized as follows: First, the principle of the ISAC method and the feasibility of cellular BS imaging are analyzed. Second, the formula",
O_ISAC_280,2024,Hybrid,Outdoor,B,3500000000.0,Hz,OTHER,figure,"**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > *2.3. Feasibility of cellular BS imaging*",110,110,Bandwidth is reported.,"The seven BSs are combined into a cellular cluster to transmit and receive (without selfreception) to serve the imaging, and the coordinate system is set",
O_ISAC_280,2024,Hybrid,Outdoor,B,100000000.0,Hz,OTHER,figure,"**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > <span id=""page-7-1""></span>**3. Imaging performance analysis**",138,138,Bandwidth is reported.,The method is compared with two recently proposed typical ISAC methods for analyzing the 2D resolution by imaging a point target. According to the actual,
O_ISAC_280,2024,Hybrid,Outdoor,R,6000000000.0,bps,OTHER,figure,"**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > *4.4. Communication experiment results*",204,204,Data rate/throughput is reported.,"Fig. [11\(](#page-15-0)d), the BER of the QPSK signal demodulation is 0.0003 (SNR= 10.8), and that of the 16-QAM signal demodulation is 0.0035 (SNR = 10.6).",
O_ISAC_280,2024,Hybrid,Outdoor,R,6000000000.0,bps,OTHER,text,"**Integration of endogenous sensing and communication based on photonics-enabled cellular base station networks with a spectrum fusion algorithm** > **YANG ZHAO, JUN WAN, SHAOFU XU, AND WEIWEN ZOU\*** > **5. Conclusion**",228,228,Data rate/throughput is reported.,"In this study, we have proposed an endogenous ISAC method compatible with standard communications for realizing high-resolution imaging, empowering cellular BS networks to achieve the",
O_ISAC_283,2024,Hybrid,Unknown,B,10000000000.0,Hz,OTHER,text,**Photonics-assisted self-interference cancellation for in-band full-duplex integrated sensing and communication transceiver**,5,5,Bandwidth is reported.,**Abstract:** In-band full-duplex (IBFD) operation is essential for both sensing-centric and communication-centric integrated sensing and communications (ISAC) systems. Both types require the monostatic transceiver to,
O_ISAC_283,2024,Hybrid,Unknown,ESNR,35.29,dB,OTHER,text,**1. Introduction**,31,31,Electrical/post-detection SNR is mentioned.,"Therefore, we proposed and experimentally demonstrated a photonic-assisted self-interference cancellation scheme for an in-band full-duplex integrated sensing and communication transceiver. In the transmitter, photonic intensity",
O_ISAC_283,2024,Hybrid,Unknown,B,10000000000.0,Hz,OTHER,text,**1. Introduction**,31,31,Bandwidth is reported.,"Therefore, we proposed and experimentally demonstrated a photonic-assisted self-interference cancellation scheme for an in-band full-duplex integrated sensing and communication transceiver. In the transmitter, photonic intensity",
O_ISAC_283,2024,Hybrid,Unknown,B,30000000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.1. Experimental setup*,127,127,Bandwidth is reported.,"A proof-of-concept experiment can be conducted using the setup depicted in Fig. [1.](#page-4-0) In the transmitter, different optical carriers with an output power of 13",
O_ISAC_283,2024,Hybrid,Unknown,B,500000000.0,Hz,OTHER,text,**3. Experiments and results** > *3.1. Experimental setup*,135,135,Bandwidth is reported.,| CE-OFDM | Bandwidth | 0.5 GHz |,
O_ISAC_283,2024,Hybrid,Unknown,B,1500000000.0,Hz,OTHER,text,**3. Experiments and results** > *3.1. Experimental setup*,139,139,Bandwidth is reported.,| LFM-CW | Instantaneous bandwidth | 1.5 GHz |,
O_ISAC_283,2024,Hybrid,Unknown,B,13000000000.0,Hz,OTHER,text,**3. Experiments and results** > *3.1. Experimental setup*,145,145,Bandwidth is reported.,"After adjustment, the cancellation reference optical signal is fed into another port of the WDM to be multiplexed with the receiving optical signal. These signals",
O_ISAC_283,2024,Hybrid,Unknown,B,1500000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.2. ISAC waveform generation of IBFD ISAC transmitter*,151,151,Bandwidth is reported.,"received ISAC signal. Figure [4\(](#page-8-1)c) presents the time-frequency characteristics by computing the spectrogram of the temporal waveform, indicating a 1.5 GHz instantaneous bandwidth of the",
O_ISAC_283,2024,Hybrid,Unknown,B,40000000000.0,Hz,OTHER,text,**3. Experiments and results** > *3.3. SIC performance in IBFD ISAC communication receiver*,167,167,Bandwidth is reported.,"To verify the SIC performance of the proposed IBFD ISAC communication receiver, a vector network analyzer (VNA, Anritsu MS4645B) with a bandwidth of 40 GHz",
O_ISAC_283,2024,Hybrid,Unknown,B,2200000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.3. SIC performance in IBFD ISAC communication receiver*,169,169,Bandwidth is reported.,setup is depicted in Fig. [5.](#page-8-2) A cancellation depth of 30 dB is achieved within a bandwidth of 2.2 GHz at a center frequency of,
O_ISAC_283,2024,Hybrid,Unknown,B,10000000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.3. SIC performance in IBFD ISAC communication receiver*,171,171,Bandwidth is reported.,"To validate the SIC performance for single-tone signal IBFD communication in the proposed communication receiver, a microwave signal with a carrier frequency of 10 GHz",
O_ISAC_283,2024,Hybrid,Unknown,B,1000000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.3. SIC performance in IBFD ISAC communication receiver*,177,177,Bandwidth is reported.,"To assess the SIC performance for wideband microwave signals of IBFD communication in the proposed communication receiver, a 64-QAM CE-LFM-OFDM ISAC waveform with bandwidths of",
O_ISAC_283,2024,Hybrid,Unknown,B,1000000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.3. SIC performance in IBFD ISAC communication receiver*,183,183,Bandwidth is reported.,"<span id=""page-10-0""></span>**Fig. 7.** Measured electrical spectra of a wideband self-interference signal with and without cancellation when the bandwidths are (a)1 GHz and (b) 2 GHz.",
O_ISAC_283,2024,Hybrid,Unknown,B,1000000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.3. SIC performance in IBFD ISAC communication receiver*,185,185,Bandwidth is reported.,"signals differ, such as in quality of service. Figure [8](#page-11-0) illustrates the SOI recovery performance with and without cancellation, showcasing various scenarios: (a) SOI with",
O_ISAC_283,2024,Hybrid,Unknown,B,1000000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.3. SIC performance in IBFD ISAC communication receiver*,187,187,Bandwidth is reported.,"To validate the feasibility of weak SOI recovery for wideband signal IBFD communication in a wireless link using the proposed communication receiver, the SOI is",
O_ISAC_283,2024,Hybrid,Unknown,B,2000000000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.3. SIC performance in IBFD ISAC communication receiver*,191,191,Bandwidth is reported.,"<span id=""page-11-0""></span>**Fig. 8.** Measured electrical spectra of a wideband self-interference signal with and without cancellation. (a) The SI has a bandwidth of 2 GHz and",
O_ISAC_283,2024,Hybrid,Unknown,B,100000.0,Hz,OTHER,figure,**3. Experiments and results** > *3.4. SIC performance in IBFD ISAC radar receiver*,223,223,Bandwidth is reported.,"the targets are collected by a receiving antenna adjacent to the transmitting one, combined with the SI signal, and then applied to MZM1. For the",
O_ISAC_283,2024,Hybrid,Unknown,B,10000000000.0,Hz,OTHER,text,**4. Conclusion**,265,265,Bandwidth is reported.,A photonic-assisted SIC for IBFD ISAC transceiver scheme is proposed. The feasibility of the proposed scheme is verified through a proof-of-concept experiment. By leveraging the,
O_ISAC_286,2024,Hybrid,Unknown,R,4000000000.0,bps,OTHER,text,**Photonics-assisted integrated sensing and communication with ranging resolution improvement by multiple signal classification**,5,5,Data rate/throughput is reported.,**Abstract:** The combination of orthogonal frequency-division multiplexing (OFDM) with photonics-assisted millimeter-wave (MMW) technology serves as an effective solution for realizing integrated sensing and communication (ISAC),
O_ISAC_286,2024,Hybrid,Unknown,R,1000000000.0,bps,OTHER,text,**1. Introduction**,27,27,Data rate/throughput is reported.,"Compared to the multiplexing schemes, the integrated waveform method achieves the simultaneous integration of radar and communication within a single waveform, offering a more efficient",
O_ISAC_286,2024,Hybrid,Unknown,R,4000000000.0,bps,OTHER,text,**1. Introduction**,33,33,Data rate/throughput is reported.,"In this paper, we experimentally demonstrated a low cost and simple photonics-assisted MMW OFDM ISAC system using intensity modulation and envelop detection. The incorporation of",
O_ISAC_286,2024,Hybrid,Unknown,R,4000000000.0,bps,OTHER,text,**2. Principle** > 3. Experiment and result,111,111,Data rate/throughput is reported.,"Before the experimental results are discussed, parameter settings utilized in this experiment are provided. Two lasers are working at 193.10THz and 193.13THz respectively, resulting in",
O_ISAC_286,2024,Hybrid,Unknown,B,30000000000.0,Hz,OTHER,text,**2. Principle** > 3. Experiment and result,111,111,Bandwidth is reported.,"Before the experimental results are discussed, parameter settings utilized in this experiment are provided. Two lasers are working at 193.10THz and 193.13THz respectively, resulting in",
O_ISAC_286,2024,Hybrid,Unknown,R,4000000000.0,bps,OTHER,text,4. Conclusion,145,145,Data rate/throughput is reported.,"In this paper, we experimentally demonstrate a low cost and simple photonics-assisted MMW OFDM ISAC system, utilizing intensity modulation and envelope detection. We analyze the",
O_ISAC_286,2024,Hybrid,Unknown,R,160000000000.0,bps,OTHER,eq,**References**,180,180,Data rate/throughput is reported.,"- <span id=""page-10-21""></span>26. C. Kottke, C. Caspar, V. Jungnickel, *et al.*, ""High speed 160 Gb/s DMT VCSEL transmission using pre-equalization,"" in *2017 Optical Fiber Communications",
O_ISAC_288,2024,Hybrid,Indoor,R,50000000.0,bps,OTHER,text,*1.2. Related Work* > *1.3. Paper's Contribution*,84,84,Data rate/throughput is reported.,"This research is intended to develop an ISAC system to achieve a data rate of 50 Mbps, a radar maximum unambiguous range of 1200 m,",
O_ISAC_288,2024,Hybrid,Indoor,B,700000000.0,Hz,OTHER,text,"*1.2. Related Work* > <span id=""page-6-0""></span>*3.1. Fiberless Channel* > 3.1.2. Radar System",198,198,Bandwidth is reported.,| Bandwidth (BW) | 700 MHz |,
O_ISAC_288,2024,Hybrid,Indoor,B,28000000000.0,Hz,OTHER,figure,"<span id=""page-10-0""></span>*3.2. Fiber Channel* > 3.2.1. Communication System",231,231,Bandwidth is reported.,A binary phase-shift keying (BPSK) waveform consisting of 20.088 Kbits obtained from the text image shown in Figure [10a](#page-11-0) is generated and spread with a,
O_ISAC_288,2024,Hybrid,Indoor,B,700000000.0,Hz,OTHER,figure,"<span id=""page-10-0""></span>*3.2. Fiber Channel* > 3.2.3. Lab Experiment",275,275,Bandwidth is reported.,"In this experiment, we explore the performance of the proposed ISAC system. The setup is built based on photonics technology, following the model depicted in",
O_ISAC_291,2024,Hybrid,Indoor,R,109400.0,bps,OTHER,eq,POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection > 2 METHODOLOGY > 2.1 S-CSK modulation,95,95,Data rate/throughput is reported.,"Thus, each data element can denote <sup>2</sup> (16 × 16 × 16) = 12 bits. A 3-order virtual 3D tag can embed 12 × 19",
O_ISAC_291,2024,Hybrid,Indoor,R,70000.0,bps,OTHER,table,POSTER: Holographic Optical Tag enabled Omnidirectional IoT Connection > 4 CONCLUSION,120,120,Data rate/throughput is reported.,HoloCube is designed for omnidirectional optical wireless IoT connections with integrated communication and sensing. Using the Pepper's ghost illusion with 3D spatial and spectral diversities,
O_ISAC_300,2024,Hybrid,Indoor,R,20000000000.0,bps,OTHER,text,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,5,5,Data rate/throughput is reported.,"Abstract—The integrated sensing and communication (ISAC) systems based on the linear frequency modulation (LFM) waveforms have attracted substantial attention. However, existing routines suffer from additional",
O_ISAC_300,2024,Hybrid,Indoor,R,100000000000.0,bps,OTHER,table,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION,29,29,Data rate/throughput is reported.,"ITH the increasingly complex electromagnetic environment and higher demands for reliability and connectivity of wireless networks, integrated sensing and communication (ISAC) has attracted considerable attention",
O_ISAC_300,2024,Hybrid,Indoor,R,1560000000.0,bps,OTHER,text,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION,31,31,Data rate/throughput is reported.,"Benefiting from the distinct advantages of a large modulation bandwidth and low harmonic interference offered by modern photonic devices, photonics-assisted schemes have been extensively investigated",
O_ISAC_300,2024,Hybrid,Indoor,B,28000000000.0,Hz,OTHER,text,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION,31,31,Bandwidth is reported.,"Benefiting from the distinct advantages of a large modulation bandwidth and low harmonic interference offered by modern photonic devices, photonics-assisted schemes have been extensively investigated",
O_ISAC_300,2024,Hybrid,Indoor,R,335600000.0,bps,OTHER,eq,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION,35,35,Data rate/throughput is reported.,"<span id=""page-1-0""></span>Meanwhile, the single-carrier integrated waveform family is a potential candidate because of the highly directional antennas and limited multi-path effect for MMW and THz",
O_ISAC_300,2024,Hybrid,Indoor,B,28000000000.0,Hz,OTHER,eq,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION,35,35,Bandwidth is reported.,"<span id=""page-1-0""></span>Meanwhile, the single-carrier integrated waveform family is a potential candidate because of the highly directional antennas and limited multi-path effect for MMW and THz",
O_ISAC_300,2024,Hybrid,Indoor,R,20000000000.0,bps,OTHER,text,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > I. INTRODUCTION,37,37,Data rate/throughput is reported.,"Regarding the LFM-based ISAC system, accurate signal synchronization at the communication receiver is required to compensate for the LFM carrier mismatch [11], [27]. Among the",
O_ISAC_300,2024,Hybrid,Indoor,B,11800000000.0,Hz,OTHER,figure,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > A. Photonic THz-ISAC Transceiver Architecture,172,172,Bandwidth is reported.,"antenna, where a pair of lenses are employed for the THz beam collimation to reduce the propagation loss. At the reception side, driven by a",
O_ISAC_300,2024,Hybrid,Indoor,B,10000000000.0,Hz,OTHER,figure,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC > *B. Digital Signal Processing (DSP) Routine*,176,176,Bandwidth is reported.,"The digital signal processing routine is shown in the inset of Fig. 5. At the transmitter, a pseudo-random bit sequence (PRBS) with a length of",
O_ISAC_300,2024,Hybrid,Indoor,R,20000000000.0,bps,OTHER,figure,IV. EXPERIMENTAL RESULTS AND DISCUSSIONS > *C. Communication Performance of the Dual-Chirp-Based Integrated Waveform*,212,212,Data rate/throughput is reported.,"To evaluate the communication performance of the dualchirp-based integrated waveform, we concentrate on the impacts of the dual-chirp removal module. Fig. 10 illustrates the error",
O_ISAC_300,2024,Hybrid,Indoor,R,20000000000.0,bps,OTHER,table,IV. EXPERIMENTAL RESULTS AND DISCUSSIONS > *D. Sensing Performance of the Dual-Chirp-Based Integrated Waveform and Performance Trade-off*,274,274,Data rate/throughput is reported.,"Table I lists several recent demonstrations of representative photonics-based ISAC systems regarding the waveform design method, operation frequency, data rate, modulation format, PSLR, and range",
O_ISAC_300,2024,Hybrid,Indoor,R,20000000000.0,bps,OTHER,table,V. CONCLUSION,278,278,Data rate/throughput is reported.,"We experimentally demonstrate a preamble-free photonic THz-ISAC system based on a dual-chirp waveform at 300 GHz, achieving a fairly high PSLR performance and data rate",
O_ISAC_300,2024,Hybrid,Indoor,OSNR,,dB,OTHER,text,V. CONCLUSION > REFERENCES,315,315,Optical SNR (OSNR) is mentioned.,"- [33] W. Wang, A. Yang, P. Guo, Y. Lu, and Y. Qiao, ""Joint OSNR and interchannel nonlinearity estimation method based on fractional Fourier transform,""",
O_ISAC_300,2024,Hybrid,Indoor,R,25000000000.0,bps,OTHER,text,V. CONCLUSION > REFERENCES,317,317,Data rate/throughput is reported.,"- [35] X. Pang et al., ""25 Gbit/s QPSK hybrid fiber-wireless transmission in the W-band (75–110 GHz) with remote antenna unit for in-building wireless networks,""",
O_ISAC_301,2024,Hybrid,Indoor,R,68599999999.99999,bps,OTHER,text,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G,9,9,Data rate/throughput is reported.,"This paper experimentally demonstrates a distributed photonics-based W-band integrated sensing and communication (ISAC) system, in which radar sensing can aid the communication links in alignment",
O_ISAC_301,2024,Hybrid,Indoor,R,41480000000.0,bps,OTHER,figure,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G > 1. Introduction,19,19,Data rate/throughput is reported.,"In the previous work, we have demonstrated a flexible photonics-based ISAC system and reached a data rate of 41.48 Gbit/s with a sensing resolution better",
O_ISAC_301,2024,Hybrid,Indoor,B,15000000000.0,Hz,OTHER,figure,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G > 3. Experimental Setup,87,87,Bandwidth is reported.,"We experimentally demonstrated the proposed photonics-based ISAC system, as illustrated in Fig. 2. The communication and radar signals are generated in the CO. The bandwidth",
O_ISAC_301,2024,Hybrid,Indoor,B,100000000000.0,Hz,OTHER,text,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G > 3. Experimental Setup,89,89,Bandwidth is reported.,"CO and the RRU is 10 km, which is a typical length in the demonstrating scenario. Passing the second circulator at the RRU, the signal",
O_ISAC_301,2024,Hybrid,Indoor,B,10000000000.0,Hz,OTHER,text,Demonstration of radar-aided flexible communication in a photonics-based W-band distributed integrated sensing and communication system for 6G > 3. Experimental Setup,91,91,Bandwidth is reported.,The radar sensing signal is reflected by the UE and collected by a second horn antenna at the RRU. The distance between the transmitting antenna,
O_ISAC_301,2024,Hybrid,Indoor,R,68599999999.99999,bps,OTHER,figure,4. Experimental Results and Discussion,101,101,Data rate/throughput is reported.,"A receiver located at 1.15 m is taken as the reference for the NDR estimation, where the baseline performance of the communication link is investigated.",
O_ISAC_301,2024,Hybrid,Indoor,R,1460000000.0,bps,OTHER,figure,4. Experimental Results and Discussion,137,137,Data rate/throughput is reported.,Figure 8 further investigates the gap between the NDR estimated and the one practically tested. It can be noticed that the NGMI values with the,
O_ISAC_301,2024,Hybrid,Indoor,R,68650000000.00001,bps,OTHER,text,"<span id=""page-5-0""></span>5. Conclusion",153,153,Data rate/throughput is reported.,"In conclusion, we have demonstrated an ISAC system working with a W-band MMW for 6G access, which is photonics-based, distributed in sensing, and flexible in",
O_ISAC_301,2024,Hybrid,Indoor,R,200000000000.0,bps,OTHER,text,Acknowledgements > References,165,165,Data rate/throughput is reported.,"- 4. K. Wang, L. Zhao, and J. Yu, ""200 Gbit/s photonics-aided MMW PS-OFDM signals transmission at W-Band enabled by hybrid time-frequency domain equalization,"" [J.",
O_ISAC_303,2024,VLC,Indoor,R,400000000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > Introduction > An overview of visible light communication,90,90,Data rate/throughput is reported.,"VLC refers to communication by modulated light waves, ranging from 380 nm to 750 nm wavelengths, to carry information [14]. VLC can date back to",
O_ISAC_303,2024,VLC,Indoor,B,5000000.0,Hz,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > Introduction > Transmitter design,179,179,Bandwidth is reported.,| Bandwidth | 3–5 MHz | 10–20 MHz | ≥300 MHz | ≤1 MHz |,
O_ISAC_303,2024,VLC,Indoor,R,13600000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Network architecture*,202,202,Data rate/throughput is reported.,"*Orthogonal Frequency Division Multiple Access (OFDMA).* OFDMA is an extension of OFDM modulation in the physical layer. Similar to OFDM, OFDMA uses multiple sub-carriers for",
O_ISAC_303,2024,VLC,Indoor,CRB,112,m,OTHER,text,"Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Integration of communication and sensing* > *Integration of lighting, sensing, and communication*",268,268,CRB/FIM is referenced.,Ma et al. proposed a system model for integrated visible light positioning and communication (VLPC) [\[112\]](#page-17-0). The model contains one LED lamp and a mobile,
O_ISAC_303,2024,VLC,Indoor,R,2000000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,300,300,Data rate/throughput is reported.,| [80] | √ | √ | | | 2 Mbps(t) | | | | |,
O_ISAC_303,2024,VLC,Indoor,R,2500.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,301,301,Data rate/throughput is reported.,| [84] | √ | √ | | 10− 4 (p) | 2.5 Kbps(g) | | | | √ |,
O_ISAC_303,2024,VLC,Indoor,R,207980000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,302,302,Data rate/throughput is reported.,| [86] | √ | √ | | | 207.98 Mbps(d) | | | | |,
O_ISAC_303,2024,VLC,Indoor,R,40000000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,303,303,Data rate/throughput is reported.,| [82] | √ | √ | | ≤ 10− 3(b) | 40Mbps(t) | | | | |,
O_ISAC_303,2024,VLC,Indoor,sigma_r,0.0446,m,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,307,307,Estimator accuracy/RMSE is reported.,| [102] | | √ | √ | | | | 4.46 cm (RMSE) | | √ |,
O_ISAC_303,2024,VLC,Indoor,R,1000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,309,309,Data rate/throughput is reported.,| [107]<br>[95] | | √<br>√ | √<br>√ | | 1 Kbps<br>1 Kbps uplink (d) | 20 dB | | | √<br>√ |,
O_ISAC_303,2024,VLC,Indoor,R,150000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,317,317,Data rate/throughput is reported.,| [115] | √ | √ | √ | | 150 Kbps (t) | | | | √ |,
O_ISAC_303,2024,VLC,Indoor,R,45250000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,320,320,Data rate/throughput is reported.,| [123] | √ | √ | √ | | 45.25 Mbps(d) | | 0.18 m | | √ |,
O_ISAC_303,2024,VLC,Indoor,R,48000000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,337,337,Data rate/throughput is reported.,| [126] | PLC | 48 Mb/s | | | √ |,
O_ISAC_303,2024,VLC,Indoor,R,5000000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,338,338,Data rate/throughput is reported.,| [138] | PLC | 5 Mb/s | | | √ |,
O_ISAC_303,2024,VLC,Indoor,R,3750000000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,340,340,Data rate/throughput is reported.,| [128] | IR | 3.75 Gb/s | | | |,
O_ISAC_303,2024,VLC,Indoor,R,361151500.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Hybrid VLC-RF system*,342,342,Data rate/throughput is reported.,| [152] | UVA | 361.1515 Mb/s | | | |,
O_ISAC_303,2024,VLC,Indoor,R,5000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > *Blockage of light*,442,442,Data rate/throughput is reported.,"*Applying the NLOS channel*. In-depth studies on the NLOS channel of VLC have been done for decades. In [188–[190\],](#page-18-0) the NLOS channel and propagation are",
O_ISAC_303,2024,VLC,Indoor,B,1300000000.0,Hz,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > **Declaration of Competing Interest** > **References**,586,586,Bandwidth is reported.,"- [55] [L. Wang, Z. Wei, C.-J. Chen, L. Wang, H. Fu, L. Zhang, K.-C. Chen, M.-C. Wu,](http://refhub.elsevier.com/S1051-2004(23)00435-9/sbref0055) [Y. Dong, Z. Hao, 1.3GHz EO bandwidth",
O_ISAC_303,2024,VLC,Indoor,R,51600000.0,bps,OTHER,text,Keywords: Visible light communication Visible light sensing Integrated sensing and communication > **Declaration of Competing Interest** > **References**,590,590,Data rate/throughput is reported.,"- [59] [H. Chen, Z. Xu, Q. Gao, S. Li, A 51.6 Mb/s experimental VLC system using a](http://refhub.elsevier.com/S1051-2004(23)00435-9/sbref0059) [monochromic organic LED, IEEE Photonics J. \(2017\)",
O_ISAC_304,2024,Hybrid,Unknown,B,24000000000.0,Hz,OTHER,text,Photonic joint radar and communication system using a chirp-polarity coded LFM waveform > ABSTRACT,23,23,Bandwidth is reported.,"A photonic joint radar and communication system using a frequency improved, bandwidth doubled, chirppolarity coded linear frequency modulation (LFM) waveform is proposed and demonstrated. In",
O_ISAC_304,2024,Hybrid,Unknown,B,12000000000.0,Hz,OTHER,figure,**1. Introduction** > 3. Simulation results and discussion,140,140,Bandwidth is reported.,"A simulation is performed to verify the proposed scheme. First, the signal generator is demonstrated. The laser source has a central frequency of 193.1 THz",
O_ISAC_304,2024,Hybrid,Unknown,B,50000000000.0,Hz,OTHER,figure,**1. Introduction** > 3. Simulation results and discussion,142,142,Bandwidth is reported.,The OF in the generator has a central frequency of 193.124 THz and a bandwidth of 50 GHz. Fig. 7 shows the output spectra of,
O_ISAC_304,2024,Hybrid,Unknown,B,24000000000.0,Hz,OTHER,figure,**1. Introduction** > 3. Simulation results and discussion,154,154,Bandwidth is reported.,"Then, the bit sequence put into the PolM is set as ""1011011001"". After the PD, an EBPF with central frequency of 24 GHz and bandwidth",
O_ISAC_304,2024,Hybrid,Unknown,B,10000000000.0,Hz,OTHER,figure,**1. Introduction** > 3. Simulation results and discussion,156,156,Bandwidth is reported.,The generated chirp-polarity coded LFM signal is used to achieve radar function. The radar detection subsystem is constructed as shown in Fig. 4. OF2 has,
O_ISAC_304,2024,Hybrid,Unknown,B,3000000000.0,Hz,OTHER,figure,**1. Introduction** > 3. Simulation results and discussion,172,172,Bandwidth is reported.,"Finally, the communication function is verified. The communication demodulation subsystem is constructed as shown in [Fig. 4](#page-2-0). In this study, TD2 is adjusted to 0.75",
O_ISAC_304,2024,Hybrid,Unknown,B,8000000000.0,Hz,OTHER,figure,**1. Introduction** > 3. Simulation results and discussion,174,174,Bandwidth is reported.,"It should be noted that, the demodulated output of bit ""0"" is a broad baseband signal, as shown in equation [\(12\)](#page-3-0). The amplitude of demodulated",
O_ISAC_304,2024,Hybrid,Unknown,B,24000000000.0,Hz,OTHER,text,**1. Introduction** > 3. Simulation results and discussion > **4. Conclusion**,198,198,Bandwidth is reported.,"A photonic JRC system using shared waveform was proposed and investigated. A LFM signal was frequency improved, bandwidth expanded, chirp-polarity coded and then employed to",
O_ISAC_310,2024,Hybrid,Indoor,R,18448000000.0,bps,OTHER,text,Simulation of Constant-envelope THz Integrated Sensing and Communication System based on Photonics with 2D Positioning,7,7,Data rate/throughput is reported.,Abstract—The terahertz (THz) band combined with microwave photonics (MWP) offers a promising solution for achieving ultra-high data rates and radar resolution in integrated sensing and,
